movie,cast,Role
The Dark Knight ,Heath Ledger,actor
The Dark Knight Rises ,Christian Bale,actor
The Darkest Hour ,Veronika Vernadskaya,actor
The Day After Tomorrow ,Dennis Quaid,actor
The Day the Earth Stood Still ,Jon Hamm,actor
The Day the Earth Stood Still ,Jon Hamm,actor
The Dead Girl ,Bruce Davison,actor
The Dead Undead ,Vernon Wells,actor
The Dead Zone ,Herbert Lom,actor
The Dead Zone             ,Nicole de Boer,actor
The Death and Life of Bobby Z ,Olivia Wilde,actor
The Debt ,Jesper Christensen,actor
The Deep End of the Ocean ,Treat Williams,actor
The Deer Hunter ,Meryl Streep,actor
The Departed ,Matt Damon,actor
The Deported ,Michael Rapaport,actor
The Descendants ,Nick Krause,actor
The Descent ,Shauna Macdonald,actor
The Devil Inside ,Claudiu Trandafir,actor
The Devil Wears Prada ,Anne Hathaway,actor
The Devil's Advocate ,Al Pacino,actor
The Devil's Double ,Dominic Cooper,actor
The Devil's Own ,Brad Pitt,actor
The Devil's Rejects ,Ken Foree,actor
The Devil's Tomb ,Henry Rollins,actor
The Diary of a Teenage Girl ,David Fine,actor
The Dictator ,Aasif Mandvi,actor
The Dilemma ,Clint Howard,actor
The Dirties ,Shailene Garnett,actor
The Divide ,Lauren German,actor
The Diving Bell and the Butterfly ,Mathieu Amalric,actor
The Dog Lover ,Christina Moore,actor
The Doombolt Chase             ,George Coulouris,actor
The Doors ,Kevin Dillon,actor
The Dress ,Ariane Schluter,actor
The Duchess ,Hayley Atwell,actor
The DUFF ,Romany Malco,actor
The Dukes of Hazzard ,Jessica Simpson,actor
The East ,Julia Ormond,actor
The Eclipse ,Iben Hjejle,actor
The Edge ,Harold Perrineau,actor
The Egyptian ,Peter Ustinov,actor
The Elephant Man ,Anne Bancroft,actor
The Emperor's Club ,Embeth Davidtz,actor
The Emperor's New Groove ,Wendie Malick,actor
The End of the Affair ,Ian Hart,actor
The English Patient ,Kristin Scott Thomas,actor
The Equalizer ,Chlo? Grace Moretz,actor
The Evil Dead ,Betsy Baker,actor
The Exorcism of Emily Rose ,Colm Feore,actor
The Exorcist ,Linda Blair,actor
The Expendables ,Sylvester Stallone,actor
The Expendables 2 ,Sylvester Stallone,actor
The Expendables 3 ,Sylvester Stallone,actor
The Exploding Girl ,Mark Rendall,actor
The Express ,Nicole Beharie,actor
The Extra Man ,Marian Seldes,actor
The Eye ,Alessandro Nivola,actor
The Face of an Angel ,Ava Acres,actor
The Faculty ,Salma Hayek,actor
The Fall of the Roman Empire ,Mel Ferrer,actor
The Family             ,Joan Allen,actor
The Family Man ,Don Cheadle,actor
The Family Stone ,Paul Schneider,actor
The Fan ,Kurt Fuller,actor
The Fast and the Furious ,Vin Diesel,actor
The Fast and the Furious ,Vin Diesel,actor
The Fast and the Furious ,Vin Diesel,actor
The Fast and the Furious: Tokyo Drift ,Zachery Ty Bryan,actor
The Fault in Our Stars ,Sam Trammell,actor
The Fifth Element ,Bruce Willis,actor
The Fifth Estate ,Peter Capaldi,actor
The Fighter ,Jack McGee,actor
The Final Destination ,Andrew Fiscella,actor
The Finest Hours ,Abraham Benrubi,actor
The Firm ,Holly Hunter,actor
The First Wives Club ,Elizabeth Berkley,actor
The Fisher King ,David Hyde Pierce,actor
The Five-Year Engagement ,Jacki Weaver,actor
The Flintstones ,Elizabeth Perkins,actor
The Flintstones in Viva Rock Vegas ,Mark Addy,actor
The Flower of Evil ,Nathalie Baye,actor
The Flowers of War ,Ni Ni,actor
The Fog ,Hal Holbrook,actor
The Fog ,Hal Holbrook,actor
The Following             ,Valorie Curry,actor
The Forbidden Kingdom ,Thomas McDonell,actor
The Forest ,Stephanie Vogt,actor
The Forsaken ,Kerr Smith,actor
The Fountain ,Ellen Burstyn,actor
The Four Feathers ,Lucy Gordon,actor
The Four Seasons ,Len Cariou,actor
The Fourth Kind ,Will Patton,actor
The FP ,Sean Whalen,actor
The French Connection ,Fernando Rey,actor
The French Connection ,Fernando Rey,actor
The Front Page ,Harold Gould,actor
The Frozen ,Brit Morgan,actor
The Frozen Ground ,Radha Mitchell,actor
The Fugitive ,Daniel Roebuck,actor
The Full Monty ,Mark Addy,actor
The Full Monty ,Mark Addy,actor
The Funeral ,Vincent Gallo,actor
The Gallows ,Cassidy Gifford,actor
The Gambler ,Cjon Saulsberry,actor
The Gambler ,Cjon Saulsberry,actor
The Game ,Armin Mueller-Stahl,actor
The Game of Their Lives ,Costas Mandylor,actor
The Game Plan ,Kyra Sedgwick,actor
The Gatekeepers ,Yuval Diskin,actor
The General's Daughter ,Timothy Hutton,actor
The Geographer Drank His Globe Away ,Elena Lyadova,actor
The Ghastly Love of Johnny X ,Kevin McCarthy,actor
The Ghost and the Darkness ,Bernard Hill,actor
The Ghost Writer ,Olivia Williams,actor
The Gift ,Allison Tolman,actor
The Gift ,Allison Tolman,actor
The Girl Next Door ,Timothy Bottoms,actor
The Girl on the Train ,Ronit Elkabetz,actor
The Girl with the Dragon Tattoo ,Goran Visnjic,actor
The Girlfriend Experience             ,Riley Keough,actor
The Giver ,Meryl Streep,actor
The Glass House ,Bruce Dern,actor
The Glimmer Man ,Bob Gunton,actor
The Godfather ,Marlon Brando,actor
The Godfather: Part II ,Al Pacino,actor
The Godfather: Part III ,Joe Mantegna,actor
The Golden Child ,Randall 'Tex' Cobb,actor
The Golden Compass ,Eva Green,actor
The Good Dinosaur ,Jack McGraw,actor
The Good German ,Beau Bridges,actor
The Good Girl ,Zooey Deschanel,actor
The Good Guy ,Scott Porter,actor
The Good Heart ,Susan Blommaert,actor
The Good Night ,Gael Le Cornec,actor
The Good Thief ,Sa?d Taghmaoui,actor
"The Good, the Bad and the Ugly ",Luigi Pistilli,actor
"The Good, the Bad, the Weird ",Woo-sung Jung,actor
"The Goods: Live Hard, Sell Hard ",Noureen DeWulf,actor
The Grace Card ,Chris Thomas,actor
The Grand             ,Amanda Mealing,actor
The Grand Budapest Hotel ,Tom Wilkinson,actor
The Grandmaster ,Hye-kyo Song,actor
The Great Beauty ,Sabrina Ferilli,actor
The Great Debaters ,Jurnee Smollett-Bell,actor
The Great Escape ,Donald Pleasence,actor
The Great Gatsby ,Elizabeth Debicki,actor
The Great Gatsby ,Elizabeth Debicki,actor
The Great Raid ,Clayne Crawford,actor
The Great Train Robbery ,Michael Elphick,actor
The Greatest ,Zo? Kravitz,actor
The Greatest Game Ever Played ,Matthew Knight,actor
The Greatest Movie Ever Sold ,J.J. Abrams,actor
The Greatest Show on Earth ,Dorothy Lamour,actor
The Greatest Story Ever Told ,Carroll Baker,actor
The Green Hornet ,Tom Wilkinson,actor
The Green Inferno ,Richard Burgi,actor
The Green Mile ,Jeffrey DeMunn,actor
The Grey ,Frank Grillo,actor
The Grudge ,Clea DuVall,actor
The Grudge 2 ,Sarah Roemer,actor
The Guard ,Fionnula Flanagan,actor
The Guilt Trip ,Tom Virtue,actor
The Gunman ,Mark Rylance,actor
The Guru ,Dash Mihok,actor
The Hadza: Last of the First ,Dave Fennoy,actor
The Hammer ,Rian Bishop,actor
The Hangover ,Rob Riggle,actor
The Hangover Part II ,Mason Lee,actor
The Happening ,Alan Ruck,actor
The Hateful Eight ,Jennifer Jason Leigh,actor
The Haunted Mansion ,Rachael Harris,actor
The Haunting ,Lili Taylor,actor
The Haunting in Connecticut 2: Ghosts of Georgia ,Cicely Tyson,actor
The Haunting of Molly Hartley ,Randy Wayne,actor
The Heart of Me ,Luke Newberry,actor
The Heat ,William Xifaras,actor
The Hebrew Hammer ,Adam Goldberg,actor
The Helix... Loaded ,Vanilla Ice,actor
The Help ,Bryce Dallas Howard,actor
The Hills Have Eyes ,Greg Nicotero,actor
The Hills Have Eyes II ,Daniella Alonso,actor
The History Boys ,Russell Tovey,actor
The Hit List ,Sean Cook,actor
The Hitchhiker's Guide to the Galaxy ,Kelly Macdonald,actor
The Hoax ,Christopher Evan Welch,actor
The Hobbit: An Unexpected Journey ,Adam Brown,actor
The Hobbit: The Battle of the Five Armies ,Adam Brown,actor
The Hobbit: The Desolation of Smaug ,Adam Brown,actor
The Hole ,Teri Polo,actor
The Holiday ,Rufus Sewell,actor
The Holy Girl ,Mercedes Mor?n,actor
The Homesman ,Tim Blake Nelson,actor
The Honeymooners             ,Art Carney,actor
The Horror Network Vol. 1 ,Brian Dorton,actor
The Horse Boy ,Rowan Isaacson,actor
The Horse Whisperer ,Kristin Scott Thomas,actor
The Horseman on the Roof ,Fran?ois Cluzet,actor
The Host ,Chandler Canterbury,actor
The Host ,Kang-ho Song,actor
The Hotel New Hampshire ,Beau Bridges,actor
The Hours ,Stephen Dillane,actor
The House Bunny ,Katharine McPhee,actor
The House of Mirth ,Anthony LaPaglia,actor
The House of the Devil ,Greta Gerwig,actor
The Howling ,Robert Picardo,actor
The Hudsucker Proxy ,Bill Cobbs,actor
The Hunchback of Notre Dame ,Jason Alexander,actor
The Hundred-Foot Journey ,Charlotte Le Bon,actor
The Hunger Games ,Josh Hutcherson,actor
The Hunger Games: Catching Fire ,Josh Hutcherson,actor
The Hunger Games: Mockingjay - Part 1 ,Philip Seymour Hoffman,actor
The Hunger Games: Mockingjay - Part 2 ,Philip Seymour Hoffman,actor
The Hunt ,Alexandra Rapaport,actor
The Hunt for Red October ,Jeffrey Jones,actor
The Hunted ,Jenna Boyd,actor
The Hunting Party ,Zan Marolt,actor
The Huntsman: Winter's War ,Sam Claflin,actor
The Hurricane ,Vincent Pastore,actor
The Hurt Locker ,Christian Camargo,actor
The Hustler ,Jackie Gleason,actor
The I Inside ,Sarah Polley,actor
The Ice Pirates ,John Carradine,actor
The Ice Storm ,Kate Burton,actor
The Iceman ,James Franco,actor
The Ides of March ,Philip Seymour Hoffman,actor
The Illusionist ,Eddie Marsan,actor
The Illusionist ,Eddie Marsan,actor
The Image Revolution ,Greg Aronowitz,actor
The Imaginarium of Doctor Parnassus ,Lily Cole,actor
The Imitation Game ,Rory Kinnear,actor
The Immigrant ,Dagmara Dominczyk,actor
The Importance of Being Earnest ,Tom Wilkinson,actor
The Impossible ,Geraldine Chaplin,actor
The In Crowd ,Susan Ward,actor
The Inbetweeners             ,Belinda Stewart-Wilson,actor
The Incredible Burt Wonderstone ,Olivia Wilde,actor
The Incredible Hulk ,Peter Mensah,actor
The Incredibles ,Craig T. Nelson,actor
The Incredibly True Adventure of Two Girls in Love ,Laurel Holloman,actor
The Indian in the Cupboard ,Vincent Kartheiser,actor
The Infiltrator ,Amy Ryan,actor
The Informant! ,Joel McHale,actor
The Informers ,Brad Renfro,actor
The Inkwell ,Joe Morton,actor
The Innkeepers ,Jake Ryan,actor
The Insider ,Rip Torn,actor
The Intern ,Anne Hathaway,actor
The International ,Br?an F. O'Byrne,actor
The Internship ,Jessica Szohr,actor
The Interpreter ,George Harris,actor
The Interview ,Randall Park,actor
The Invasion ,Veronica Cartwright,actor
The Invention of Lying ,Tina Fey,actor
The Iron Giant ,Harry Connick Jr.,actor
The Iron Lady ,Jim Broadbent,actor
The Island ,Steve Buscemi,actor
The Island ,Steve Buscemi,actor
The Island of Dr. Moreau ,Temuera Morrison,actor
The Italian Job ,Charlize Theron,actor
The Jackal ,Bruce Willis,actor
The Jacket ,Jason Lewis,actor
The Janky Promoters ,Tamala Jones,actor
The Jerky Boys ,William Hickey,actor
The Jimmy Show ,Frank Whaley,actor
The Joneses ,Gary Cole,actor
The Judge ,Robert Duvall,actor
The Jungle Book ,Bill Murray,actor
The Jungle Book ,Bill Murray,actor
The Jungle Book 2 ,Phil Collins,actor
The Juror ,Demi Moore,actor
The Karate Kid ,William Zabka,actor
The Karate Kid ,William Zabka,actor
The Kentucky Fried Movie ,Barry Dennen,actor
The Kid ,Lily Tomlin,actor
The Kids Are All Right ,Mia Wasikowska,actor
The Killer Inside Me ,Ned Beatty,actor
The King of Najayo ,Christian Alvarez,actor
The Kingdom ,Frances Fisher,actor
The King's Speech ,Jennifer Ehle,actor
The Kite Runner ,Shaun Toub,actor
The Knife of Don Juan ,Antonio Arru?,actor
The Ladies Man ,John Witherspoon,actor
The Lady from Shanghai ,Everett Sloane,actor
The Ladykillers ,Tom Hanks,actor
The Lake House ,Dylan Walsh,actor
The Land Before Time ,Gabriel Damon,actor
The Land Girls ,Catherine McCormack,actor
The Last Airbender ,Noah Ringer,actor
The Last Big Thing ,Louis Mustillo,actor
The Last Castle ,Delroy Lindo,actor
The Last Days on Mars ,Olivia Williams,actor
The Last Dragon ,Vanity,actor
The Last Emperor ,Joan Chen,actor
The Last Exorcism ,Ashley Bell,actor
The Last Exorcism Part II ,Spencer Treat Clark,actor
The Last Five Years ,Jeremy Jordan,actor
The Last Godfather ,Stephanie Danielson,actor
The Last House on the Left ,Monica Potter,actor
The Last House on the Left ,Monica Potter,actor
The Last King of Scotland ,Simon McBurney,actor
The Last Legion ,Nonso Anozie,actor
The Last of the Mohicans ,Terry Kinney,actor
The Last Samurai ,Tony Goldwyn,actor
The Last Shot ,Glenn Morshower,actor
The Last Sin Eater ,Louise Fletcher,actor
The Last Song ,Bobby Coleman,actor
The Last Stand ,James Burnett,actor
The Last Station ,Kerry Condon,actor
The Last Temptation of Christ ,Barbara Hershey,actor
The Last Time I Committed Suicide ,Marg Helgenberger,actor
The Last Waltz ,Levon Helm,actor
The Last Witch Hunter ,Joseph Gilgun,actor
The Lawnmower Man ,Austin O'Brien,actor
The Lazarus Effect ,Mark Duplass,actor
The League of Extraordinary Gentlemen ,Max Ryan,actor
The Legend of Bagger Vance ,Will Smith,actor
The Legend of Drunken Master ,Anita Mui,actor
The Legend of God's Gun ,Kirpatrick Thomas,actor
The Legend of Hell's Gate: An American Conspiracy ,Kevin Alejandro,actor
The Legend of Hercules ,Luke Newberry,actor
The Legend of Suriyothai ,Chatchai Plengpanich,actor
The Legend of Tarzan ,Alexander Skarsg?rd,actor
The Legend of Tarzan ,Alexander Skarsg?rd,actor
The Legend of the Lone Ranger ,Richard Farnsworth,actor
The Legend of Zorro ,Nick Chinlund,actor
The Lego Movie ,Will Ferrell,actor
The Libertine ,Jack Davenport,actor
The Life Aquatic with Steve Zissou ,Anjelica Huston,actor
The Life Before Her Eyes ,Lynn Cohen,actor
The Life of David Gale ,Kate Winslet,actor
The Limey ,Lesley Ann Warren,actor
The Lincoln Lawyer ,Margarita Levieva,actor
The Lion King ,Nathan Lane,actor
The Lion of Judah ,Omar Benson Miller,actor
The Little Ponderosa Zoo ,Jeff Delaney,actor
The Little Prince ,James Franco,actor
The Little Vampire ,Jim Carter,actor
The Lives of Others ,Ulrich M?he,actor
The Living Daylights ,Desmond Llewelyn,actor
The Living Wake ,Ann Dowd,actor
The Lizzie McGuire Movie ,Adam Lamberg,actor
The Lone Ranger ,Ruth Wilson,actor
The Long Kiss Goodnight ,Craig Bierko,actor
The Long Riders ,David Carradine,actor
The Longest Day ,Richard Beymer,actor
The Longest Ride ,Melissa Benoist,actor
The Longest Yard ,Steve Reevis,actor
The Longshots ,Dash Mihok,actor
The Looking Glass ,Elizabeth Stenholt,actor
The Lord of the Rings: The Fellowship of the Ring ,Orlando Bloom,actor
The Lord of the Rings: The Return of the King ,Billy Boyd,actor
The Lord of the Rings: The Two Towers ,Orlando Bloom,actor
The Lords of Salem ,Dee Wallace,actor
The Losers ,Jason Patric,actor
The Loss of Sexual Innocence ,Saffron Burrows,actor
The Lost Boys ,Jami Gertz,actor
The Lost City ,Victor Rivers,actor
The Lost Medallion: The Adventures of Billy Stone ,Jansen Panettiere,actor
The Lost Skeleton of Cadavra ,Brian Howe,actor
The Lost Weekend ,Jane Wyman,actor
The Lost World: Jurassic Park ,Richard Schiff,actor
The Love Guru ,Romany Malco,actor
The Love Letter ,Campbell Scott,actor
The Love Letter ,Campbell Scott,actor
The Loved Ones ,Jessica McNamee,actor
The Lovely Bones ,AJ Michalka,actor
The Lovely Bones ,AJ Michalka,actor
The Lovers ,Alice Englert,actor
The Lovers ,Alice Englert,actor
The Lucky One ,Riley Thomas Stewart,actor
The Lucky Ones ,Katherine LaNasa,actor
The Lunchbox ,Nimrat Kaur,actor
The Machinist ,Jennifer Jason Leigh,actor
The Magic Flute ,Amy Carson,actor
The Magic Sword: Quest for Camelot ,Jaleel White,actor
The Maid's Room ,Annabella Sciorra,actor
The Majestic ,Hal Holbrook,actor
The Man ,Susie Essman,actor
The Man from Earth ,John Billingsley,actor
The Man from Snowy River ,Jack Thompson,actor
The Man from U.N.C.L.E. ,Elizabeth Debicki,actor
The Man in the Iron Mask ,Anne Parillaud,actor
The Man Who Knew Too Little ,Peter Gallagher,actor
The Man Who Shot Liberty Valance ,Woody Strode,actor
The Man with the Golden Gun ,Herv? Villechaize,actor
The Man with the Iron Fists ,RZA,actor
The Manchurian Candidate ,Dorian Missick,actor
The Marine ,Firass Dirani,actor
The Marine 4: Moving Target ,Mike 'The Miz' Mizanin,actor
The Martian ,Donald Glover,actor
The Mask ,Amy Yasbeck,actor
The Mask of Zorro ,Tony Amendola,actor
The Masked Saint ,Mykel Shannon Jenkins,actor
The Master ,Jeffrey W. Jenkins,actor
The Master of Disguise ,Kenan Thompson,actor
The Matador ,Philip Baker Hall,actor
The Matrix ,Marcus Chong,actor
The Matrix Reloaded ,Daniel Bernhardt,actor
The Matrix Revolutions ,Collin Chou,actor
The Maze Runner ,Aml Ameen,actor
The Mechanic ,Tony Goldwyn,actor
The Medallion ,Lee Evans,actor
The Men Who Stare at Goats ,Jeff Bridges,actor
The Merchant of Venice ,Mackenzie Crook,actor
The Messenger ,Yaya DaCosta,actor
The Messenger: The Story of Joan of Arc ,David Bailie,actor
The Messengers             ,Jessika Van,actor
The Mexican ,Brad Pitt,actor
The Midnight Meat Train ,Brooke Shields,actor
The Mighty ,Elden Henson,actor
The Mighty Ducks ,Shaun Weiss,actor
The Mighty Macs ,Marley Shelton,actor
The Mirror Has Two Faces ,Austin Pendleton,actor
The Misfits ,Kevin McCarthy,actor
The Missing             ,James Nesbitt,actor
The Missing Person ,Amy Ryan,actor
The Mist ,Alexa Davalos,actor
The Molly Maguires ,Anthony Zerbe,actor
The Mongol King ,John Considine,actor
The Monuments Men ,Matt Damon,actor
The Mortal Instruments: City of Bones ,Kevin Zegers,actor
The Motel ,Clint Jordan,actor
The Mothman Prophecies ,Will Patton,actor
The Mudge Boy ,Tom Guiry,actor
The Mummy Returns ,Brendan Fraser,actor
The Mummy: Tomb of the Dragon Emperor ,Brendan Fraser,actor
The Muppet Christmas Carol ,Jerry Nelson,actor
The Muppet Movie ,Jim Henson,actor
The Muppets ,Eric Jacobson,actor
The Muse ,Bradley Whitford,actor
The Musketeer ,Justin Chambers,actor
The Naked Ape ,Chelse Swain,actor
The Naked Gun 2 : The Smell of Fear ,Priscilla Presley,actor
The Names of Love ,Jacques Gamblin,actor
The Namesake ,Brooke Smith,actor
The Nativity Story ,Hiam Abbass,actor
The Negotiator ,Michael Cudlitz,actor
The Neon Demon ,Bella Heathcote,actor
The Net ,Jeremy Northam,actor
The NeverEnding Story ,Barret Oliver,actor
The New Guy ,Eddie Griffin,actor
The New World ,Michael Greyeyes,actor
The Newton Boys ,Lew Temple,actor
The Next Best Thing ,Rupert Everett,actor
The Next Three Days ,Daniel Stern,actor
The Night Listener ,Joe Morton,actor
The Night Visitor ,Trevor Howard,actor
The Ninth Gate ,Frank Langella,actor
The Notebook ,Kevin Connolly,actor
The November Man ,Akie Kotabe,actor
The Number 23 ,Virginia Madsen,actor
The Nun's Story ,Peter Finch,actor
The Nut Job ,Brendan Fraser,actor
The Nutcracker ,Kyra Nichols,actor
The Nutcracker in 3D ,Nathan Lane,actor
The Nutty Professor ,James Coburn,actor
The O.C.             ,Melinda Clarke,actor
The Object of My Affection ,Tim Daly,actor
The Odd Life of Timothy Green ,Odeya Rush,actor
The Oh in Ohio ,Tim Russ,actor
The Omega Code ,William Hootkins,actor
The Omen ,Patrick Troughton,actor
The Omen ,Patrick Troughton,actor
The One ,Jet Li,actor
The Oogieloves in the Big Balloon Adventure ,Garrett Clayton,actor
The Open Road ,Justin Timberlake,actor
The Opposite Sex ,Kenan Thompson,actor
The Order ,Mark Addy,actor
The Original Kings of Comedy ,Cedric the Entertainer,actor
The Orphanage ,Bel?n Rueda,actor
The Other Boleyn Girl ,Scarlett Johansson,actor
The Other Dream Team ,Greg Speirs,actor
The Other End of the Line ,Anupam Kher,actor
The Other Guys ,Will Ferrell,actor
The Other Side of Heaven ,Nathaniel Lees,actor
The Other Woman ,Kate Upton,actor
The Others ,Elaine Cassidy,actor
The Out-of-Towners ,Valerie Perri,actor
The Outrageous Sophie Tucker ,Bruce Vilanch,actor
The Outsiders ,William Smith,actor
The Oxford Murders ,Leonor Watling,actor
The Pacifier ,Brad Garrett,actor
The Painted Veil ,Sally Hawkins,actor
The Pallbearer ,Michael Rapaport,actor
The Party's Over ,Eddie Albert,actor
The Passion of the Christ ,Maia Morgenstern,actor
The Past is a Grotesque Animal ,Dottie Alexander,actor
The Patriot ,Adam Baldwin,actor
The Peacemaker ,Holt McCallany,actor
The Peanuts Movie ,Venus Schultheis,actor
The Pelican Brief ,Julia Roberts,actor
The Perez Family ,Chazz Palminteri,actor
The Perfect Game ,Cheech Marin,actor
The Perfect Host ,Clayne Crawford,actor
The Perfect Man ,Chris Noth,actor
The Perfect Match ,Brandy Norwood,actor
The Perfect Storm ,Mary Elizabeth Mastrantonio,actor
The Perfect Wave ,Cheryl Ladd,actor
The Perks of Being a Wallflower ,Ezra Miller,actor
The Pet ,Pierre Dulat,actor
The Phantom ,Treat Williams,actor
The Phantom of the Opera ,Minnie Driver,actor
The Pianist ,Frank Finlay,actor
The Piano ,Ian Mune,actor
The Pink Panther ,Henry Czerny,actor
The Pirate ,Reginald Owen,actor
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Cam Clarke,actor
The Pirates! Band of Misfits ,Russell Tovey,actor
The Place Beyond the Pines ,Ben Mendelsohn,actor
The Player             ,Philip Winchester,actor
The Players Club ,Monica Calhoun,actor
The Pledge ,Adrien Dorval,actor
The Poker House ,Chlo? Grace Moretz,actor
The Polar Express ,Eddie Deezen,actor
The Possession ,Madison Davenport,actor
The Possession ,Madison Davenport,actor
The Postman ,Brian Anthony Wilson,actor
The Postman Always Rings Twice ,Michael Lerner,actor
The Powerpuff Girls             ,Jennifer Hale,actor
The Prestige ,Hugh Jackman,actor
The Prince ,50 Cent,actor
The Prince and Me ,Miranda Richardson,actor
The Prince of Egypt ,Aria Noelle Curzon,actor
The Prince of Tides ,Blythe Danner,actor
The Princess and the Cobbler ,Kenneth Williams,actor
The Princess and the Frog ,Jenifer Lewis,actor
The Princess Bride ,Carol Kane,actor
The Princess Diaries ,Hector Elizondo,actor
The Princess Diaries 2: Royal Engagement ,Raven-Symon?,actor
The Prisoner of Zenda ,Mary Astor,actor
The Producers ,Will Ferrell,actor
The Promise ,Toby Leonard Moore,actor
The Prophecy ,Adam Goldberg,actor
The Proposal ,Denis O'Hare,actor
The Proposition ,Noah Taylor,actor
The Protector ,Nathan Jones,actor
The Puffy Chair ,Katie Aselton,actor
The Punisher ,Marco St. John,actor
The Purge ,Adelaide Kane,actor
The Purge: Anarchy ,Zach Gilford,actor
The Purge: Election Year ,Joseph Julian Soria,actor
The Pursuit of D.B. Cooper ,Treat Williams,actor
The Pursuit of Happyness ,Kurt Fuller,actor
The Queen ,Sylvia Syms,actor
The Quick and the Dead ,Pat Hingle,actor
The Quiet ,David Gallagher,actor
The Quiet American ,Tzi Ma,actor
The R.M. ,Big Budah,actor
The Rage: Carrie 2 ,Rachel Blanchard,actor
The Raid: Redemption ,Yayan Ruhian,actor
The Railway Man ,Colin Firth,actor
The Rainmaker ,Dean Stockwell,actor
The Raven ,Dave Legeno,actor
The Reader ,David Kross,actor
The Real Cancun ,Alan Taylor,actor
The Reaping ,Andrea Frankle,actor
The Red Violin ,Clotilde Mollet,actor
The Reef ,Gyton Grantley,actor
The Relic ,Penelope Ann Miller,actor
The Remains of the Day ,Peter Vaughan,actor
The Replacement Killers ,Clifton Collins Jr.,actor
The Replacements ,Jon Favreau,actor
The Return ,Vladimir Garin,actor
The Return of the Living Dead ,Clu Gulager,actor
The Return of the Living Dead ,Clu Gulager,actor
The Return of the Pink Panther ,Herbert Lom,actor
The Returned             ,Clotilde Hesme,actor
The Revenant ,Tom Hardy,actor
The Ridges ,Alana Kaniewski,actor
The Ridiculous 6 ,Adam Sandler,actor
The Right Stuff ,Scott Glenn,actor
The Ring Two ,Gary Cole,actor
The Rise of the Krays ,Kevin Leslie,actor
The Rite ,Colin O'Donoghue,actor
The River Wild ,Glenn Morshower,actor
The Road ,Charlize Theron,actor
The Road to El Dorado ,Rosie Perez,actor
The Robe ,Jean Simmons,actor
The Rock ,Michael Biehn,actor
The Rocker ,Bradley Cooper,actor
The Rocket: The Legend of Rocket Richard ,Roy Dupuis,actor
The Rookie ,Jay Hernandez,actor
The Roommate ,Danneel Ackles,actor
The Rose ,Frederic Forrest,actor
The Royal Tenenbaums ,Anjelica Huston,actor
The Rugrats Movie ,Cree Summer,actor
The Ruins ,Jonathan Tucker,actor
The Rules of Attraction ,Faye Dunaway,actor
The Runaways ,Scout Taylor-Compton,actor
The Rundown ,Rosario Dawson,actor
The Running Man ,Maria Conchita Alonso,actor
The Saint ,Michael Byrne,actor
The Salon ,Monica Calhoun,actor
The Salton Sea ,Meat Loaf,actor
The Santa Clause ,Eric Lloyd,actor
The Santa Clause 2 ,Aisha Tyler,actor
The Savages ,David Zayas,actor
The Scarlet Letter ,Robert Duvall,actor
The Scorch Trials ,Lili Taylor,actor
The Score ,Marlon Brando,actor
The Scorpion King ,Roger Rees,actor
The Sea Inside ,Lola Due?as,actor
The Second Best Exotic Marigold Hotel ,Celia Imrie,actor
The Second Mother ,Regina Cas?,actor
The Secret             ,Ash Cook,actor
The Secret in Their Eyes ,Soledad Villamil,actor
The Secret Life of Bees ,Alicia Keys,actor
The Secret Life of Pets ,Eric Stonestreet,actor
The Secret Life of Walter Mitty ,Adrian Martinez,actor
The Secret of Kells ,Mick Lally,actor
The Sentinel ,David Rasche,actor
The Sessions ,Adam Arkin,actor
The Shadow ,Peter Boyle,actor
The Shaggy Dog ,Joel David Moore,actor
The Shallows ,Brett Cullen,actor
The Shawshank Redemption ,Jeffrey DeMunn,actor
The Shining ,Shelley Duvall,actor
The Shipping News ,Scott Glenn,actor
The Siege ,Bruce Willis,actor
The Signal ,Olivia Cooke,actor
The Silence of the Lambs ,Scott Glenn,actor
The Simpsons Movie ,Yeardley Smith,actor
The Singing Detective ,Robin Wright,actor
The Singles Ward ,Lincoln Hoppe,actor
The Sisterhood of Night ,Kara Hayward,actor
The Sisterhood of the Traveling Pants ,America Ferrera,actor
The Sisterhood of the Traveling Pants 2 ,Blythe Danner,actor
The Sitter ,J.B. Smoove,actor
The Sixth Sense ,Haley Joel Osment,actor
The Skeleton Key ,Deneen Tyler,actor
The Skeleton Twins ,Boyd Holbrook,actor
The Skulls ,Leslie Bibb,actor
The Slaughter Rule ,Clea DuVall,actor
The Sleepwalker ,Brady Corbet,actor
The Smurfs ,Tim Gunn,actor
The Smurfs 2 ,Nancy O'Dell,actor
The Social Network ,Dustin Fitzsimons,actor
The Soloist ,Stephen Root,actor
The Son of No One ,Al Pacino,actor
The Sorcerer's Apprentice ,Omar Benson Miller,actor
The Sound and the Shadow ,Jennifer Landa,actor
The Sound of Music ,Angela Cartwright,actor
The Spanish Prisoner ,Felicity Huffman,actor
The Specialist ,Rod Steiger,actor
The Specials ,James Gunn,actor
The Spectacular Now ,Jennifer Jason Leigh,actor
The Spiderwick Chronicles ,Tod Fennell,actor
The Spirit ,Jaime King,actor
The SpongeBob Movie: Sponge Out of Water ,Billy West,actor
The SpongeBob SquarePants Movie ,Bill Fagerbakke,actor
