movie,cast,Role
The Fourth Kind ,Hakeem Kae-Kazim,actor
The FP ,James DeBello,actor
The French Connection ,Tony Lo Bianco,actor
The French Connection ,Tony Lo Bianco,actor
The Front Page ,David Wayne,actor
The Frozen ,Sedona James,actor
The Frozen Ground ,Jodi Lyn O'Keefe,actor
The Fugitive ,Sela Ward,actor
The Full Monty ,Lesley Sharp,actor
The Full Monty ,Lesley Sharp,actor
The Funeral ,Gretchen Mol,actor
The Gallows ,Reese Mishler,actor
The Gambler ,Griffin Cleveland,actor
The Gambler ,Griffin Cleveland,actor
The Game ,Charles Martinet,actor
The Game of Their Lives ,Jimmy Jean-Louis,actor
The Game Plan ,Madison Pettis,actor
The Gatekeepers ,Yaakov Peri,actor
The General's Daughter ,Clarence Williams III,actor
The Geographer Drank His Globe Away ,Eugenia Khirivskaya,actor
The Ghastly Love of Johnny X ,Paul Williams,actor
The Ghost and the Darkness ,Om Puri,actor
The Ghost Writer ,Timothy Hutton,actor
The Gift ,Wendell Pierce,actor
The Gift ,Wendell Pierce,actor
The Girl Next Door ,Jacob Young,actor
The Girl on the Train ,?milie Dequenne,actor
The Girl with the Dragon Tattoo ,Joely Richardson,actor
The Girlfriend Experience             ,Paul Sparks,actor
The Giver ,Alexander Skarsg?rd,actor
The Glass House ,Trevor Morgan,actor
The Glimmer Man ,Keenen Ivory Wayans,actor
The Godfather ,Robert Duvall,actor
The Godfather: Part II ,Robert Duvall,actor
The Godfather: Part III ,Bridget Fonda,actor
The Golden Child ,Charlotte Lewis,actor
The Golden Compass ,Kristin Scott Thomas,actor
The Good Dinosaur ,Peter Sohn,actor
The Good German ,Leland Orser,actor
The Good Girl ,Tim Blake Nelson,actor
The Good Guy ,Aaron Yoo,actor
The Good Heart ,Stephen Henderson,actor
The Good Night ,Keith Allen,actor
The Good Thief ,Tch?ky Karyo,actor
"The Good, the Bad and the Ugly ",Enzo Petito,actor
"The Good, the Bad, the Weird ",Dal-su Oh,actor
"The Goods: Live Hard, Sell Hard ",Charles Napier,actor
The Grace Card ,Michael Higgenbottom,actor
The Grand             ,Tim Healy,actor
The Grand Budapest Hotel ,F. Murray Abraham,actor
The Grandmaster ,Elvis Tsui,actor
The Great Beauty ,Serena Grandi,actor
The Great Debaters ,John Heard,actor
The Great Escape ,Gordon Jackson,actor
The Great Gatsby ,Steve Bisley,actor
The Great Gatsby ,Steve Bisley,actor
The Great Raid ,Paolo Montalban,actor
The Great Train Robbery ,Pamela Salem,actor
The Greatest ,Cara Seymour,actor
The Greatest Game Ever Played ,Amanda Tilson,actor
The Greatest Movie Ever Sold ,Donald Trump,actor
The Greatest Show on Earth ,Cornel Wilde,actor
The Greatest Story Ever Told ,Jos? Ferrer,actor
The Green Hornet ,Chad L. Coleman,actor
The Green Inferno ,Magda Apanowicz,actor
The Green Mile ,Michael Jeter,actor
The Grey ,James Badge Dale,actor
The Grudge ,Ted Raimi,actor
The Grudge 2 ,Matthew Knight,actor
The Guard ,Wale Ojo,actor
The Guilt Trip ,Julene Renee,actor
The Gunman ,Jasmine Trinca,actor
The Guru ,Jimi Mistry,actor
The Hadza: Last of the First ,Jane Goodall,actor
The Hammer ,Adam Carolla,actor
The Hangover ,Mike Epps,actor
The Hangover Part II ,Mike Tyson,actor
The Happening ,Kristen Connolly,actor
The Harvest/La Cosecha ,,actor
The Hateful Eight ,Zo? Bell,actor
The Haunted Mansion ,Marc John Jefferies,actor
The Haunting ,Virginia Madsen,actor
The Haunting in Connecticut 2: Ghosts of Georgia ,Brad James,actor
The Haunting of Molly Hartley ,Haley Bennett,actor
The Heart of Me ,Eleanor Bron,actor
The Heat ,Demi?n Bichir,actor
The Hebrew Hammer ,Tony Cox,actor
The Helix... Loaded ,Jennifer Sky,actor
The Help ,Mike Vogel,actor
The Hills Have Eyes ,Vinessa Shaw,actor
The Hills Have Eyes II ,Jacob Vargas,actor
The History Boys ,James Corden,actor
The Hit List ,Cole Hauser,actor
The Hitchhiker's Guide to the Galaxy ,Thomas Lennon,actor
The Hoax ,James Biberi,actor
The Hobbit: An Unexpected Journey ,James Nesbitt,actor
The Hobbit: The Battle of the Five Armies ,James Nesbitt,actor
The Hobbit: The Desolation of Smaug ,James Nesbitt,actor
The Hole ,Haley Bennett,actor
The Holiday ,Sarah Parish,actor
The Holy Girl ,Mar?a Alche,actor
The Homesman ,Miranda Otto,actor
The Honeymooners             ,Joyce Randolph,actor
The Horror Network Vol. 1 ,Jan Cornet,actor
The Horse Boy ,Simon Baron-Cohen,actor
The Horse Whisperer ,Jessalyn Gilsig,actor
The Horseman on the Roof ,Isabelle Carr?,actor
The Host ,Rachel Roberts,actor
The Host ,Ah-sung Ko,actor
The Hotel New Hampshire ,Nastassja Kinski,actor
The Hours ,Miranda Richardson,actor
The House Bunny ,Beverly D'Angelo,actor
The House of Mirth ,Elizabeth McGovern,actor
The House of the Devil ,Dee Wallace,actor
The Howling ,Dee Wallace,actor
The Hudsucker Proxy ,John Mahoney,actor
The Hunchback of Notre Dame ,Bill Fagerbakke,actor
The Hundred-Foot Journey ,Juhi Chawla,actor
The Hunger Games ,Anthony Reynolds,actor
The Hunger Games: Catching Fire ,Sandra Ellis Lafferty,actor
The Hunger Games: Mockingjay - Part 1 ,Josh Hutcherson,actor
The Hunger Games: Mockingjay - Part 2 ,Josh Hutcherson,actor
The Hunt ,Hana Shuan,actor
The Hunt for Red October ,Courtney B. Vance,actor
The Hunted ,Rex Linn,actor
The Hunting Party ,Ljubomir Kerekes,actor
The Huntsman: Winter's War ,Charlize Theron,actor
The Hurricane ,Deborah Kara Unger,actor
The Hurt Locker ,Brian Geraghty,actor
The Hustler ,Murray Hamilton,actor
The I Inside ,Stephen Rea,actor
The Ice Pirates ,Robert Urich,actor
The Ice Storm ,Henry Czerny,actor
The Iceman ,Robert Davi,actor
The Ides of March ,Jennifer Ehle,actor
The Illusionist ,Jake Wood,actor
The Illusionist ,Jake Wood,actor
The Image Revolution ,Jeff Dowd,actor
The Imaginarium of Doctor Parnassus ,Verne Troyer,actor
The Imitation Game ,Allen Leech,actor
The Immigrant ,Angela Sarafyan,actor
The Importance of Being Earnest ,Rupert Everett,actor
The Impossible ,Oaklee Pendergast,actor
The In Crowd ,A.J. Buckley,actor
The Inbetweeners             ,James Buckley,actor
The Incredible Burt Wonderstone ,Steve Carell,actor
The Incredible Hulk ,William Hurt,actor
The Incredibles ,Lou Romano,actor
The Incredibly True Adventure of Two Girls in Love ,Stephanie Berry,actor
The Indian in the Cupboard ,David Keith,actor
The Infiltrator ,Olympia Dukakis,actor
The Informant! ,Thomas F. Wilson,actor
The Informers ,Lou Taylor Pucci,actor
The Inkwell ,Larenz Tate,actor
The Innkeepers ,Pat Healy,actor
The Insider ,Debi Mazar,actor
The Intern ,Rene Russo,actor
The International ,Armin Mueller-Stahl,actor
The Internship ,Rob Riggle,actor
The Interpreter ,Michael Wright,actor
The Interview ,Anders Holm,actor
The Invasion ,Jeremy Northam,actor
The Invention of Lying ,Martin Starr,actor
The Iron Giant ,M. Emmet Walsh,actor
The Iron Lady ,Olivia Colman,actor
The Island ,Djimon Hounsou,actor
The Island ,Djimon Hounsou,actor
The Island of Dr. Moreau ,Marco Hofschneider,actor
The Italian Job ,Jimmy Shubert,actor
The Jackal ,Sophie Okonedo,actor
The Jacket ,Angel Coulby,actor
The Janky Promoters ,Glenn Plummer,actor
The Jerky Boys ,Peter Appel,actor
The Jimmy Show ,Heather Bucha,actor
The Joneses ,Robert Pralgo,actor
The Judge ,Leighton Meester,actor
The Jungle Book ,Garry Shandling,actor
The Jungle Book ,Garry Shandling,actor
The Jungle Book 2 ,Tony Jay,actor
The Juror ,Anne Heche,actor
The Karate Kid ,William Bassett,actor
The Karate Kid ,William Bassett,actor
The Kentucky Fried Movie ,Tara Strohmeier,actor
The Kid ,Daniel von Bargen,actor
The Kids Are All Right ,Yaya DaCosta,actor
The Killer Inside Me ,Jay R. Ferguson,actor
The King of Najayo ,Claudette Lal?,actor
The Kingdom ,Tim McGraw,actor
The King's Speech ,Derek Jacobi,actor
The Kite Runner ,Khalid Abdalla,actor
The Knife of Don Juan ,Juan Carlos Montoya,actor
The Ladies Man ,Tim Meadows,actor
The Lady from Shanghai ,Ted de Corsia,actor
The Ladykillers ,Stephen Root,actor
The Lake House ,Ebon Moss-Bachrach,actor
The Land Before Time ,Bill Erwin,actor
The Land Girls ,Steven Mackintosh,actor
The Last Airbender ,Aasif Mandvi,actor
The Last Big Thing ,James Lorinz,actor
The Last Castle ,Michael Irby,actor
The Last Days on Mars ,Tom Cullen,actor
The Last Dragon ,Keshia Knight Pulliam,actor
The Last Emperor ,Victor Wong,actor
The Last Exorcism ,Patrick Fabian,actor
The Last Exorcism Part II ,Ashley Bell,actor
The Last Five Years ,Charly Bivona,actor
The Last Godfather ,Michael Rispoli,actor
The Last House on the Left ,Martha MacIsaac,actor
The Last House on the Left ,Martha MacIsaac,actor
The Last King of Scotland ,Abby Mukiibi Nkaaga,actor
The Last Legion ,Owen Teale,actor
The Last of the Mohicans ,Eric Schweig,actor
The Last Samurai ,Chad Lindberg,actor
The Last Shot ,Tim Blake Nelson,actor
The Last Sin Eater ,A.J. Buckley,actor
The Last Song ,Melissa Ordway,actor
The Last Stand ,Christiana Leucas,actor
The Last Station ,Anne-Marie Duff,actor
The Last Temptation of Christ ,Roberts Blossom,actor
The Last Time I Committed Suicide ,Gretchen Mol,actor
The Last Waltz ,Bob Dylan,actor
The Last Witch Hunter ,Lotte Verbeek,actor
The Lawnmower Man ,Troy Evans,actor
The Lazarus Effect ,Donald Glover,actor
The League of Extraordinary Gentlemen ,Tony Curran,actor
The Legend of Bagger Vance ,Charlize Theron,actor
The Legend of Drunken Master ,Ho-Sung Pak,actor
The Legend of God's Gun ,Christian Anderson,actor
The Legend of Hell's Gate: An American Conspiracy ,Glenn Morshower,actor
The Legend of Hercules ,Gaia Weiss,actor
The Legend of Suriyothai ,Mai Charoenpura,actor
The Legend of Tarzan ,Casper Crump,actor
The Legend of Tarzan ,Casper Crump,actor
The Legend of the Lone Ranger ,Michael Horse,actor
The Legend of Zorro ,Adrian Alonso,actor
The Lego Movie ,Alison Brie,actor
The Libertine ,Richard Coyle,actor
The Life Aquatic with Steve Zissou ,Matthew Gray Gubler,actor
The Life Before Her Eyes ,Brett Cullen,actor
The Life of David Gale ,Matt Craven,actor
The Limey ,William Lucking,actor
The Lincoln Lawyer ,Frances Fisher,actor
The Lion King ,Niketa Calame,actor
The Lion of Judah ,Anupam Kher,actor
The Little Ponderosa Zoo ,Jamison Stalsworth,actor
The Little Prince ,Mackenzie Foy,actor
The Little Vampire ,Alice Krige,actor
The Lives of Others ,Martina Gedeck,actor
The Living Daylights ,Art Malik,actor
The Living Wake ,Matthew Cowles,actor
The Lizzie McGuire Movie ,Alex Borstein,actor
The Lone Ranger ,Tom Wilkinson,actor
The Long Kiss Goodnight ,Yvonne Zima,actor
The Long Riders ,Randy Quaid,actor
The Longest Day ,Eddie Albert,actor
The Longest Ride ,Hayley Lovitt,actor
The Longest Yard ,Dalip Singh,actor
The Longshots ,Garrett Morris,actor
The Looking Glass ,Mary Norwood,actor
The Lord of the Rings: The Fellowship of the Ring ,Billy Boyd,actor
The Lord of the Rings: The Return of the King ,Bernard Hill,actor
The Lord of the Rings: The Two Towers ,Billy Boyd,actor
The Lords of Salem ,Michael Berryman,actor
The Losers ,?scar Jaenada,actor
The Loss of Sexual Innocence ,Julian Sands,actor
The Lost Boys ,Jason Patric,actor
The Lost City ,Enrique Murciano,actor
The Lost Medallion: The Adventures of Billy Stone ,Tiya Sircar,actor
The Lost Skeleton of Cadavra ,Larry Blamire,actor
The Lost Weekend ,Frank Faylen,actor
The Lost World: Jurassic Park ,Vanessa Lee Chester,actor
The Love Guru ,Verne Troyer,actor
The Love Letter ,Estelle Parsons,actor
The Love Letter ,Estelle Parsons,actor
The Loved Ones ,Victoria Thaine,actor
The Lovely Bones ,Tom McCarthy,actor
The Lovely Bones ,Tom McCarthy,actor
The Lovers ,Bipasha Basu,actor
The Lovers ,Bipasha Basu,actor
The Lucky One ,Jay R. Ferguson,actor
The Lucky Ones ,Mark L. Young,actor
The Lunchbox ,Lillete Dubey,actor
The Machinist ,Reg E. Cathey,actor
The Magic Flute ,Joseph Kaiser,actor
The Magic Sword: Quest for Camelot ,Eric Idle,actor
The Maid's Room ,John Brodsky,actor
The Majestic ,Jeffrey DeMunn,actor
The Man ,Gigi Rice,actor
The Man from Earth ,David Lee Smith,actor
The Man from Snowy River ,Tom Burlinson,actor
The Man from U.N.C.L.E. ,Christian Berkel,actor
The Man in the Iron Mask ,Judith Godr?che,actor
The Man Who Knew Too Little ,Joanne Whalley,actor
The Man Who Shot Liberty Valance ,Vera Miles,actor
The Man with the Golden Gun ,Desmond Llewelyn,actor
The Man with the Iron Fists ,Daniel Wu,actor
The Manchurian Candidate ,Jose Pablo Cantillo,actor
The Marine ,Drew Powell,actor
The Marine 4: Moving Target ,David Lewis,actor
The Martian ,Benedict Wong,actor
The Mask ,Reg E. Cathey,actor
The Mask of Zorro ,Stuart Wilson,actor
The Masked Saint ,Lara Jean Chorostecki,actor
The Master ,Bruce Goodchild,actor
The Master of Disguise ,James Brolin,actor
The Matador ,Hope Davis,actor
The Matrix ,Gloria Foster,actor
The Matrix Reloaded ,Helmut Bakaitis,actor
The Matrix Revolutions ,Nona Gaye,actor
The Maze Runner ,Jacob Latimore,actor
The Mechanic ,Mini Anden,actor
The Medallion ,Anthony Chau-Sang Wong,actor
The Men Who Stare at Goats ,Stephen Root,actor
The Merchant of Venice ,Kris Marshall,actor
The Messenger ,Eamonn Walker,actor
The Messenger: The Story of Joan of Arc ,Rab Affleck,actor
The Messengers             ,Riley Smith,actor
The Mexican ,Julia Roberts,actor
The Midnight Meat Train ,Leslie Bibb,actor
The Mighty ,Gena Rowlands,actor
The Mighty Ducks ,Elden Henson,actor
The Mighty Macs ,Jennifer Butler,actor
The Mirror Has Two Faces ,Mimi Rogers,actor
The Misfits ,Thelma Ritter,actor
The Missing             ,Frances O'Connor,actor
The Missing Person ,Paul Adelstein,actor
The Mist ,Jeffrey DeMunn,actor
The Molly Maguires ,Samantha Eggar,actor
The Mongol King ,Sara Stepnicka,actor
The Monuments Men ,Bob Balaban,actor
The Mortal Instruments: City of Bones ,CCH Pounder,actor
The Motel ,Jackie Nova,actor
The Mothman Prophecies ,David Eigenberg,actor
The Mudge Boy ,Ryan Donowho,actor
The Mummy Returns ,Patricia Velasquez,actor
The Mummy: Tomb of the Dragon Emperor ,Russell Wong,actor
The Muppet Christmas Carol ,Steve Whitmire,actor
The Muppet Movie ,Dom DeLuise,actor
The Muppets ,Steve Whitmire,actor
The Muse ,Albert Brooks,actor
The Musketeer ,Stephen Rea,actor
The Naked Ape ,Amanda MacDonald,actor
The Naked Gun 2 : The Smell of Fear ,O.J. Simpson,actor
The Names of Love ,Zinedine Soualem,actor
The Namesake ,Tabu,actor
The Nativity Story ,Shaun Toub,actor
The Negotiator ,Siobhan Fallon Hogan,actor
The Neon Demon ,Charles Baker,actor
The Net ,Ray McKinnon,actor
The NeverEnding Story ,Alan Oppenheimer,actor
The New Guy ,Gene Simmons,actor
The New World ,Wes Studi,actor
The Newton Boys ,Dwight Yoakam,actor
The Next Best Thing ,Illeana Douglas,actor
The Next Three Days ,Aisha Hinds,actor
The Night Listener ,Rory Culkin,actor
The Night Visitor ,Andrew Keir,actor
The Ninth Gate ,Lena Olin,actor
The Notebook ,Gena Rowlands,actor
The November Man ,Will Patton,actor
The Number 23 ,Ed Lauter,actor
The Nun's Story ,Beatrice Straight,actor
The Nut Job ,Sarah Gadon,actor
The Nutcracker ,Margaret Tracey,actor
The Nutcracker in 3D ,Richard E. Grant,actor
The Nutty Professor ,Dave Chappelle,actor
The O.C.             ,Tate Donovan,actor
The Object of My Affection ,Kali Rocha,actor
The Odd Life of Timothy Green ,Common,actor
The Oh in Ohio ,Winter Ave Zoli,actor
The Omega Code ,Ayla Kell,actor
The Omen ,Billie Whitelaw,actor
The Omen ,Billie Whitelaw,actor
The One ,Delroy Lindo,actor
The Oogieloves in the Big Balloon Adventure ,Toni Braxton,actor
The Open Road ,Ted Danson,actor
The Opposite Sex ,Josh Hopkins,actor
The Order ,Benno F?rmann,actor
The Original Kings of Comedy ,Steve Harvey,actor
The Orphanage ,Fernando Cayo,actor
The Other Boleyn Girl ,Benedict Cumberbatch,actor
The Other Dream Team ,Mickey Hart,actor
The Other End of the Line ,Shriya Saran,actor
The Other Guys ,Derek Jeter,actor
The Other Side of Heaven ,Miriama Smith,actor
The Other Woman ,David Thornton,actor
The Others ,Eric Sykes,actor
The Out-of-Towners ,Carlease Burke,actor
The Outrageous Sophie Tucker ,Tony Bennett,actor
The Outsiders ,Tom Waits,actor
The Oxford Murders ,Danny Sapani,actor
The Pacifier ,Tate Donovan,actor
The Painted Veil ,Alan David,actor
The Pallbearer ,Carol Kane,actor
The Party's Over ,Louise Sorel,actor
The Passion of the Christ ,Hristo Shopov,actor
The Past is a Grotesque Animal ,David Barnes,actor
The Patriot ,Tom Wilkinson,actor
The Peacemaker ,Marcel Iures,actor
The Peanuts Movie ,Bill Melendez,actor
The Pelican Brief ,Tony Goldwyn,actor
The Perez Family ,Vincent Gallo,actor
The Perfect Game ,Bruce McGill,actor
The Perfect Host ,Nathaniel Parker,actor
The Perfect Man ,Vanessa Lengies,actor
The Perfect Match ,Lauren London,actor
The Perfect Storm ,Bob Gunton,actor
The Perfect Wave ,Diana Vickers,actor
The Perks of Being a Wallflower ,Kate Walsh,actor
The Pet ,Summer Napoles,actor
The Phantom ,Kristy Swanson,actor
The Phantom of the Opera ,Miranda Richardson,actor
The Pianist ,Ed Stoppard,actor
The Piano ,Genevi?ve Lemon,actor
The Pink Panther ,William Abadie,actor
The Pirate ,Ellen Ross,actor
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Phil Vischer,actor
The Pirates! Band of Misfits ,Brian Blessed,actor
The Place Beyond the Pines ,Angelo Anthony Pizza,actor
The Player             ,Jeff Marlow,actor
The Players Club ,Chrystale Wilson,actor
The Pledge ,Nels Lennarson,actor
The Poker House ,Bokeem Woodbine,actor
The Polar Express ,Peter Scolari,actor
The Possession ,Natasha Calis,actor
The Possession ,Natasha Calis,actor
The Postman ,Larenz Tate,actor
The Postman Always Rings Twice ,John Colicos,actor
The Powerpuff Girls             ,Tom Kane,actor
The Prestige ,Scarlett Johansson,actor
The Prince ,Jessica Lowndes,actor
The Prince and Me ,Luke Mably,actor
The Prince of Egypt ,Eden Riegel,actor
The Prince of Tides ,Melinda Dillon,actor
The Princess and the Cobbler ,Clive Revill,actor
The Princess and the Frog ,Anika Noni Rose,actor
The Princess Bride ,Andr? the Giant,actor
The Princess Diaries ,Heather Matarazzo,actor
The Princess Diaries 2: Royal Engagement ,Hector Elizondo,actor
The Prisoner of Zenda ,Ronald Colman,actor
The Producers ,Matthew Broderick,actor
The Promise ,Nicholas Tse,actor
The Prophecy ,Virginia Madsen,actor
The Proposal ,Craig T. Nelson,actor
The Proposition ,Danny Huston,actor
The Protector ,Johnny Nguyen,actor
The Puffy Chair ,Bari Hyman,actor
The Punisher ,Eddie Jemison,actor
The Purge ,Chris Mulkey,actor
The Purge: Anarchy ,Roberta Valderrama,actor
The Purge: Election Year ,Mykelti Williamson,actor
The Pursuit of D.B. Cooper ,Paul Gleason,actor
The Pursuit of Happyness ,James Karen,actor
The Queen ,Alex Jennings,actor
The Quick and the Dead ,Roberts Blossom,actor
The Quiet ,Edie Falco,actor
The Quiet American ,Holmes Osborne,actor
The R.M. ,Curt Doussett,actor
The Rage: Carrie 2 ,Eddie Kaye Thomas,actor
The Raid: Redemption ,Donny Alamsyah,actor
The Railway Man ,Sam Reid,actor
The Rainmaker ,Virginia Madsen,actor
The Raven ,Kevin McNally,actor
The Reader ,Susanne Lothar,actor
The Real Cancun ,Benjamin Fletcher,actor
The Reaping ,William Ragsdale,actor
The Red Violin ,Carlo Cecchi,actor
The Reef ,Adrienne Pickering,actor
The Relic ,Chi Muoi Lo,actor
The Remains of the Day ,Ben Chaplin,actor
The Replacement Killers ,Patrick Kilpatrick,actor
The Replacements ,Faizon Love,actor
The Return ,Nataliya Vdovina,actor
The Return of the Living Dead ,Beverly Randolph,actor
The Return of the Living Dead ,Beverly Randolph,actor
The Return of the Pink Panther ,Catherine Schell,actor
The Returned             ,C?line Sallette,actor
The Revenant ,Lukas Haas,actor
The Ridges ,Brandon Landers,actor
The Ridiculous 6 ,Jon Lovitz,actor
The Right Stuff ,Sam Shepard,actor
The Ring Two ,Sissy Spacek,actor
The Rise of the Krays ,Kris Sommerville,actor
The Rite ,Toby Jones,actor
The River Wild ,William Lucking,actor
The Road ,Robert Duvall,actor
The Road to El Dorado ,Elton John,actor
The Robe ,Victor Mature,actor
The Rock ,Bokeem Woodbine,actor
The Rocker ,Josh Gad,actor
The Rocket: The Legend of Rocket Richard ,Julie LeBreton,actor
The Rookie ,Angus T. Jones,actor
The Roommate ,Frances Fisher,actor
The Rose ,Alan Bates,actor
The Royal Tenenbaums ,Seymour Cassel,actor
The Rugrats Movie ,Christine Cavanaugh,actor
The Ruins ,Sergio Calder?n,actor
The Rules of Attraction ,Clifton Collins Jr.,actor
The Runaways ,Johnny Lewis,actor
The Rundown ,Ewen Bremner,actor
The Running Man ,Richard Dawson,actor
The Saint ,Velibor Topic,actor
The Salon ,Garrett Morris,actor
The Salton Sea ,Anthony LaPaglia,actor
The Santa Clause ,Peter Boyle,actor
The Santa Clause 2 ,Eric Lloyd,actor
The Savages ,Gbenga Akinnagbe,actor
The Scarlet Letter ,Demi Moore,actor
The Scorch Trials ,Rosa Salazar,actor
The Score ,Gary Farmer,actor
The Scorpion King ,Bernard Hill,actor
The Sea Inside ,Tamar Novas,actor
The Second Best Exotic Marigold Hotel ,Ronald Pickup,actor
The Second Mother ,Luis Miranda,actor
The Secret             ,Genevieve O'Reilly,actor
The Secret in Their Eyes ,Guillermo Francella,actor
The Secret Life of Bees ,Jennifer Hudson,actor
The Secret Life of Pets ,Albert Brooks,actor
The Secret Life of Walter Mitty ,Joey Slotnick,actor
The Secret of Kells ,Evan McGuire,actor
The Sentinel ,Martin Donovan,actor
The Sessions ,Rhea Perlman,actor
The Shadow ,John Kapelos,actor
The Shaggy Dog ,Kristin Davis,actor
The Shallows ,Sedona Legge,actor
The Shawshank Redemption ,Bob Gunton,actor
The Shining ,Joe Turkel,actor
The Shipping News ,Jason Behr,actor
The Siege ,Mark Valley,actor
The Signal ,Beau Knapp,actor
The Silence of the Lambs ,Anthony Heald,actor
The Simpsons Movie ,Marcia Wallace,actor
The Singing Detective ,Alfre Woodard,actor
The Singles Ward ,Daryn Tufts,actor
The Sisterhood of Night ,Louis Ozawa Changchien,actor
The Sisterhood of the Traveling Pants ,Kyle Schmid,actor
The Sisterhood of the Traveling Pants 2 ,Michael Rady,actor
The Sitter ,Kylie Bunbury,actor
The Sixth Sense ,Olivia Williams,actor
The Skeleton Key ,Joy Bryant,actor
The Skeleton Twins ,Kathleen Rose Perkins,actor
The Skulls ,William Petersen,actor
The Slaughter Rule ,Eddie Spears,actor
The Sleepwalker ,Gitte Witt,actor
The Smurfs ,Madison McKinley,actor
The Smurfs 2 ,Vanessa Matsui,actor
The Social Network ,Marcella Lentz-Pope,actor
The Soloist ,Rachael Harris,actor
The Son of No One ,Tracy Morgan,actor
The Sorcerer's Apprentice ,Robert Capron,actor
The Sound and the Shadow ,Felix Avitia,actor
The Sound of Music ,Nicholas Hammond,actor
The Spanish Prisoner ,Campbell Scott,actor
The Specialist ,Emilio Estefan Jr.,actor
The Specials ,Jamie Kennedy,actor
The Spectacular Now ,Dayo Okeniyi,actor
The Spiderwick Chronicles ,Joan Plowright,actor
The Spirit ,Louis Lombardi,actor
The SpongeBob Movie: Sponge Out of Water ,Eddie Deezen,actor
The SpongeBob SquarePants Movie ,Rodger Bumpass,actor
The Spy Next Door ,George Lopez,actor
The Spy Who Loved Me ,Barbara Bach,actor
The Square ,Aida Elkashef,actor
The Squid and the Whale ,Owen Kline,actor
The Statement ,John Neville,actor
The Station Agent ,Paula Garc?s,actor
The Stepfather ,Skyler Samuels,actor
The Stepford Wives ,Roger Bart,actor
The Stewardesses ,William Condos,actor
The Sticky Fingers of Time ,Terumi Matthews,actor
The Sting ,Ray Walston,actor
The Story of Us ,Rita Wilson,actor
The Straight Story ,Everett McGill,actor
The Streets of San Francisco             ,,actor
The Sum of All Fears ,Philip Baker Hall,actor
The Sweeney ,Alan Ford,actor
The Sweet Hereafter ,Simon Baker,actor
The Sweetest Thing ,Chelsea Bond,actor
The Swindle ,Michel Serrault,actor
The Switch ,Kelli Barrett,actor
The Tailor of Panama ,Mark Margolis,actor
The Taking of Pelham 1 2 3 ,Michael Rispoli,actor
The Tale of Despereaux ,Frank Langella,actor
The Talented Mr. Ripley ,Jack Davenport,actor
The Tempest ,Tom Conti,actor
The Ten ,Ron Silver,actor
The Terminal ,Barry Shabaka Henley,actor
The Terminator ,Paul Winfield,actor
The Texas Chain Saw Massacre ,Marilyn Burns,actor
The Texas Chain Saw Massacre ,Marilyn Burns,actor
The Texas Chainsaw Massacre 2 ,Jim Siedow,actor
The Texas Chainsaw Massacre: The Beginning ,Lew Temple,actor
The Theory of Everything ,Simon McBurney,actor
The Thin Red Line ,Dash Mihok,actor
The Thing ,David Clennon,actor
The Thirteenth Floor ,Brad William Henke,actor
The Thomas Crown Affair ,Denis Leary,actor
The Three Musketeers ,Orlando Bloom,actor
The Three Stooges ,Sean Hayes,actor
The Tigger Movie ,Ken Sansom,actor
The Timber ,Shaun O'Hagan,actor
The Time Machine ,Josh Stamberg,actor
The Time Traveler's Wife ,Michelle Nolden,actor
The To Do List ,Scott Porter,actor
The Tooth Fairy ,Steve Bacic,actor
The Torture Chamber of Dr. Sadism ,Karin Dor,actor
The Touch ,Elea Oberon,actor
The Tourist ,Rufus Sewell,actor
The Tourist ,Rufus Sewell,actor
The Town ,Owen Burke,actor
The Toxic Avenger ,Pat Ryan,actor
The Toxic Avenger Part II ,Lisa Gaye,actor
The Train ,Michel Simon,actor
The Transporter ,Matt Schulze,actor
The Transporter Refueled ,Radivoje Bukvic,actor
The Tree of Life ,Fiona Shaw,actor
The Trials of Darryl Hunt ,John Reeves,actor
The Triplets of Belleville ,B?atrice Bonifassi,actor
The Trouble with Harry ,Royal Dano,actor
The True Story of Puss'N Boots ,J?r?me Deschamps,actor
The Truman Show ,Peter Krause,actor
The Tuxedo ,Ritchie Coster,actor
The Twilight Saga: Breaking Dawn - Part 2 ,Taylor Lautner,actor
The Twilight Saga: Breaking Dawn - Part 2 ,Taylor Lautner,actor
The Twilight Saga: Eclipse ,Anna Kendrick,actor
The Twilight Saga: New Moon ,Taylor Lautner,actor
The Ugly Truth ,Eric Winter,actor
The Ultimate Gift ,Mircea Monroe,actor
The Unborn ,Rachel Brosnahan,actor
The Unborn ,Rachel Brosnahan,actor
The Untouchables ,Charles Martin Smith,actor
The Upside of Anger ,Joan Allen,actor
The Usual Suspects ,Kevin Pollak,actor
The Valley of Decision ,Lionel Barrymore,actor
The Vatican Exorcisms ,Joe Marino,actor
The Vatican Tapes ,Dougray Scott,actor
The Veil ,Kira McLean,actor
The Velocity of Gary ,Olivia d'Abo,actor
The Verdict ,Jack Warden,actor
The Village ,William Hurt,actor
The Virgin Suicides ,Scott Glenn,actor
The Virginity Hit ,Zack Pearlman,actor
The Visit ,Olivia DeJonge,actor
The Visual Bible: The Gospel of John ,Scott Handy,actor
The Vow ,Dillon Casey,actor
The Wackness ,Method Man,actor
The Wailing ,Woo-hee Chun,actor
The Walk ,Jade Kindar-Martin,actor
