director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
Fran?ois Ozon,102,Ludivine Sagnier,10105505,Charlotte Rampling,Swimming Pool?,35065,Jean-Claude Lecas,English,France,,2003,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Andrzej Bartkowiak,96,Robin Shou,8742261,Chris Klein,Street Fighter: The Legend of Chun-Li?,19824,Josie Ho,English,Canada,18000000,2009,3.7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Leslie Small,75,La'Princess Jackson,32230907,David Jason Perez,Kevin Hart: Let Me Explain?,6062,Dana Hanna,English,USA,2500000,2013,6.7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stephen Kay,89,Skye McCole Bartusiak,46363118,Barry Watson,Boogeyman?,25960,Charles Mesure,English,USA,20000000,2005,4.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
James Mangold,153,Dallas Roberts,119518352,Sandra Ellis Lafferty,Walk the Line?,188637,Tyler Hilton,English,USA,28000000,2005,7.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
David Cronenberg,98,John Neville,1641788,Miranda Richardson,Spider?,30096,Lynn Redgrave,English,Canada,8000000,2002,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Neil Marshall,100,Shauna Macdonald,26005908,MyAnna Buring,The Descent?,154938,Craig Conway,English,UK,3500000,2005,7.2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Leland,111,Catherine McCormack,146083,Anna Friel,The Land Girls?,1591,Steven Mackintosh,English,UK,,1998,6.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Miguel Arteta,96,Mike White,1050600,Lupe Ontiveros,Chuck & Buck?,4662,Chris Weitz,English,USA,250000,2000,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Andr? T?chin?,105,Ronit Elkabetz,2874,Catherine Deneuve,The Girl on the Train?,1219,?milie Dequenne,French,France,,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Larry Charles,99,Aasif Mandvi,59617068,Sayed Badreya,The Dictator?,213863,Horatio Sanz,English,USA,65000000,2012,6.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Anthony Russo,86,Isaiah Washington,333976,Michael Jeter,Welcome to Collinwood?,12559,Andy Davoli,English,USA,12000000,2002,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mervyn LeRoy,171,Deborah Kerr,,Peter Ustinov,Quo Vadis?,9808,Robert Taylor,English,USA,7623000,1951,7.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
Kasi Lemmons,93,Mary J. Blige,7017178,Jennifer Hudson,Black Nativity?,1633,Vondie Curtis-Hall,English,USA,17500000,2013,4.4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Julian Schnabel,112,Mathieu Amalric,5990075,Emmanuelle Seigner,The Diving Bell and the Butterfly?,89906,Isaach De Bankol?,French,France,,2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Tony Richardson,121,Susannah York,,Albert Finney,Tom Jones?,8508,Hugh Griffith,English,UK,1000000,1963,6.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Paul Fierlinger,83,Peter Gerety,246574,Isabella Rossellini,My Dog Tulip?,1272,Lynn Redgrave,English,USA,,2009,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Steven Quale,89,Alycia Debnam-Carey,47553512,Matt Walsh,Into the Storm?,54101,Scott Lawrence,English,USA,50000000,2014,5.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guillaume Ivernel,80,Jess Harnell,,Rob Paulsen,Dragon Hunters?,10706,Mary Mouser,French,France,11000000,2008,6.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Tom Schulman,95,George Hamilton,3559990,Kristy Swanson,8 Heads in a Duffel Bag?,8005,Dyan Cannon,English,USA,3000000,1997,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Frank Capra,126,Ann Miller,,Jean Arthur,You Can't Take It with You?,17799,Lionel Barrymore,English,USA,1644736,1938,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Myles Berkowitz,87,Tom Ardavany,536767,Tia Carrere,20 Dates?,1622,Robert McKee,English,USA,60000,1998,5.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Brian Yuzna,97,Kent McCord,,Melinda Clarke,Return of the Living Dead III?,10182,Sarah Douglas,English,USA,2000000,1993,5.9,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Kimble Rendall,93,Cariba Heine,,Alex Russell,Bait?,11482,Richard Brancatisano,English,Australia,30000000,2012,5.2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bill Benenson,71,Dave Fennoy,,Alfre Woodard,The Hadza: Last of the First?,5,Jane Goodall,English,USA,650000,2014,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,22,Amy Sedaris,,Stephen Colbert,Strangers with Candy?            ,4181,Maria Thayer,English,USA,,,8.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,44,Don S. Davis,,Christopher Judge,Stargate SG-1?            ,63982,Gary Jones,English,USA,1400000,,8.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hal Needham,99,Michael Beck,5333658,Barry Bostwick,Megaforce?,2541,Henry Silva,English,USA,20000000,1982,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woody Allen,98,Charlie Tahan,33404871,Sally Hawkins,Blue Jasmine?,150082,Andrew Dice Clay,English,USA,18000000,2013,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hark Tsui,91,Lela Rochon,10076136,Paul Sorvino,Knock Off?,11512,Ray Nicholas,English,Aruba,35000000,1998,4.8,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Clark Johnson,107,David Rasche,36279230,Blair Brown,The Sentinel?,42144,Martin Donovan,English,USA,60000000,2006,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michael Chapman,98,Pamela Reed,1953732,Curtis Armstrong,The Clan of the Cave Bear?,4996,Mike Muscat,English,USA,15000000,1986,5.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
David Lynch,112,Richard Farnsworth,6197866,Sissy Spacek,The Straight Story?,63733,Everett McGill,English,France,10000000,1999,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Michael Taliferro,138,Sticky Fingaz,,Wesley Jonathan,Steppin: The Movie?,293,Chrystee Pharris,English,USA,1000000,2009,3.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Miranda July,91,Brad William Henke,3885134,Najarra Townsend,Me and You and Everyone We Know?,31130,Miranda July,English,USA,2000000,2005,7.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sam Raimi,37,Dan Hicks,5923044,Ted Raimi,Evil Dead II?,113451,Kassie Wesley DePaiva,English,USA,3600000,1987,7.8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Daniel Taplitz,85,Tate Taylor,11827301,Jennifer Esposito,Breakin' All the Rules?,4247,Patrick Cranshaw,English,USA,,2004,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Peter Webber,131,Stephen Walters,27667947,Li Gong,Hannibal Rising?,86374,Richard Brake,English,UK,50000000,2007,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Brian Dorton,97,Brian Dorton,,Javier Botet,The Horror Network Vol. 1?,139,Jan Cornet,English,USA,3000000,2015,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bob Clark,88,Vanessa Angel,9109322,Scott Baio,Superbabies: Baby Geniuses 2?,25371,Peter Wingfield,English,Germany,20000000,2004,1.9,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Rick Famuyiwa,103,Rick Fox,17474107,Kimberly Elise,Dope?,56605,Kiersey Clemons,English,USA,7000000,2015,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Jean-Pierre Jeunet,105,Dany Boon,1260917,Omar Sy,Micmacs?,24657,Andr? Dussollier,French,France,27000000,2009,7.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Michael Hoffman,112,Kerry Condon,6615578,David Masterson,The Last Station?,15352,Anne-Marie Duff,English,Germany,13000000,2009,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kenneth Branagh,137,Derek Jacobi,10161099,Brian Blessed,Henry V?,23441,Danny Webb,English,UK,9000000,1989,7.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Victor Salva,104,Jonathan Breck,35143332,Nicki Aycox,Jeepers Creepers II?,45102,Billy Aaron Brown,English,USA,17000000,2003,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
James Bobin,103,Eric Jacobson,88625922,Bill Cobbs,The Muppets?,75176,Steve Whitmire,English,USA,45000000,2011,7.1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Enrique Begne,101,H?ctor Jim?nez,3105269,Kevin Pollak,Compadres?,368,Erick Elias,English,Mexico,3000000,2016,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sam Weisman,90,Valerie Perri,28535768,Oliver Hudson,The Out-of-Towners?,10446,Carlease Burke,English,USA,40000000,1999,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steven Soderbergh,89,Lesley Ann Warren,3193102,Peter Fonda,The Limey?,24412,William Lucking,English,USA,9000000,1999,7.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
David Lean,164,Judy Davis,26400000,Richard Wilson,A Passage to India?,12980,Art Malik,English,UK,16000000,1984,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Stephen Frears,97,Benedict Wong,8111360,Sophie Okonedo,Dirty Pretty Things?,34848,Sergi L?pez,English,UK,10000000,2002,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
King Vidor,141,George Sanders,,Gina Lollobrigida,Solomon and Sheba?,2017,Finlay Currie,English,USA,5000000,1959,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
Nicole Holofcener,91,Brenda Blethyn,4186931,Aunjanue Ellis,Lovely & Amazing?,6041,Raven Goodwin,English,USA,250000,2001,6.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Jeff Burr,92,Clu Gulager,1400000,Terry Kiser,From a Whisper to a Scream?,1324,Susan Tyrrell,English,USA,1100000,1987,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Billy Wilder,125,Ray Walston,,Fred MacMurray,The Apartment?,109335,David White,English,USA,3000000,1960,8.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Rob Hedden,100,Peter Mark Richman,14343976,Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan?,22961,Scott Reeves,English,USA,5000000,1989,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Justin Lin,122,Melissa Roxburgh,130468626,Sofia Boutella,Star Trek Beyond?,53607,Lydia Wilson,English,USA,185000000,2016,7.5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Gilbert,123,Desmond Llewelyn,46800000,Caroline Munro,The Spy Who Loved Me?,76477,Barbara Bach,English,UK,14000000,1977,7.1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Belson,87,Tim Thomerson,,Cassandra Peterson,Jekyll and Hyde... Together Again?,881,Bess Armstrong,English,USA,5000000,1982,6.2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Lasse Hallstr?m,121,Leslie Caron,71309760,Lena Olin,Chocolat?,150308,Hugh O'Conor,English,UK,25000000,2000,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Guillermo del Toro,112,Maribel Verd?,37623143,Ivana Baquero,Pan's Labyrinth?,467234,Sergi L?pez,Spanish,Spain,13500000,2006,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Andrew Adamson,150,Kiran Shah,291709845,Jim Broadbent,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe?",286506,Shane Rangi,English,USA,180000000,2005,6.9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Simon Wincer,92,Paul Hogan,25590119,Jere Burns,Crocodile Dundee in Los Angeles?,19699,Linda Kozlowski,English,Australia,21150000,2001,4.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
James Cox,104,Louis Lombardi,1056102,Alexis Dziena,Wonderland?,18792,Franky G,English,USA,5000000,2003,6.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Shane Meadows,90,Gary Stretch,6013,Paddy Considine,Dead Man's Shoes?,39929,George Newton,English,UK,695393,2004,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Audrey Wells,113,Lindsay Duncan,43601508,Raoul Bova,Under the Tuscan Sun?,35718,Mario Monicelli,English,USA,18000000,2003,6.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Dominique Othenin-Girard,96,Tamara Glynn,11642254,Donald Pleasence,Halloween 5?,22929,Troy Evans,English,USA,3000000,1989,5.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Danny Provenzano,100,Frank Vincent,,Vincent Pastore,This Thing of Ours?,508,Chuck Zito,English,USA,,2003,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Thomas Carter,112,Terry Kinney,91038276,Sean Patrick Thomas,Save the Last Dance?,47876,Fredro Starr,English,USA,13000000,2001,6.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Franklin J. Schaffner,172,Karl Malden,,George C. Scott,Patton?,76398,Bill Hickman,English,USA,12000000,1970,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Mike Cahill,92,William Mapother,1316074,Robin Lord Taylor,Another Earth?,71387,Flint Beverage,English,USA,100000,2011,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jon Amiel,113,Kevin McNally,87704396,Will Patton,Entrapment?,88132,Maury Chaykin,English,USA,66000000,1999,6.2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Andrew Niccol,125,Chandler Canterbury,26616999,J.D. Evermore,The Host?,92461,Rachel Roberts,English,USA,40000000,2013,5.9,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vincenzo Natali,90,Angelo Tsarouchas,,David Hewlett,Nothing?,5137,Marie-Jos?e Croze,English,Canada,,2003,6.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Leos Carax,115,Leos Carax,,Kylie Minogue,Holy Motors?,29440,Denis Lavant,French,France,,2012,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Peter Howitt,109,Richard Roundtree,10965209,Tyler Labine,Antitrust?,25558,Ned Bellamy,English,USA,30000000,2001,6.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Andrew Davis,117,Zane Holtz,67325559,Tim Blake Nelson,Holes?,58222,Ski Carr,English,USA,20000000,2003,7.1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
Peter Care,104,Michael Harding,1779284,Kieran Culkin,The Dangerous Lives of Altar Boys?,12047,Jake Richardson,English,USA,12000000,2002,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Josh Gordon,101,Scott Elrod,27758465,Caroline Dhavernas,The Switch?,77987,Kelli Barrett,English,USA,19000000,2010,6.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Mira Nair,109,Sarita Choudhury,4109095,Indira Varma,Kama Sutra: A Tale of Love?,8239,Rekha,English,USA,3000000,1996,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Ryan Murphy,122,Joseph Cross,6754898,Jill Clayburgh,Running with Scissors?,20000,Dagmara Dominczyk,English,USA,12000000,2006,6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jonathan Glazer,89,James Fox,6940281,Ray Winstone,Sexy Beast?,43135,Amanda Redman,English,UK,,2000,7.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
John Milius,115,Dann Florek,14587732,Rosanna Arquette,Flight of the Intruder?,4795,Christopher Rich,English,USA,35000000,1991,5.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Woody Allen,94,Audrey Fleurot,56816662,Kurt Fuller,Midnight in Paris?,301149,Nina Arianda,English,Spain,17000000,2011,7.7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mimi Leder,124,Holt McCallany,41256277,Armin Mueller-Stahl,The Peacemaker?,46451,Marcel Iures,English,USA,50000000,1997,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McG,123,Richard Sammel,30688364,Connie Nielsen,3 Days to Kill?,69355,T?mas Lemarquis,English,USA,28000000,2014,6.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alan Alda,107,Len Cariou,,Rita Moreno,The Four Seasons?,3157,Sandy Dennis,English,USA,,1981,7.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Brian Trenchard-Smith,88,Mariel Hemingway,721,David Keith,In Her Line of Fire?,783,Jesse Hutch,English,Germany,1000000,2006,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Frank Borzage,79,Helen Hayes,,Gary Cooper,A Farewell to Arms?,3519,Adolphe Menjou,English,USA,800000,1932,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Spike Lee,121,Ossie Davis,14545844,Tisha Campbell-Martin,School Daze?,4756,Bill Nunn,English,USA,6500000,1988,5.8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Jon Stewart,103,Claire Foy,3093491,Numan Acar,Rosewater?,8307,Haluk Bilginer,English,USA,5000000,2014,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Alan Parker,145,Devon Murray,13038660,Emily Watson,Angela's Ashes?,16995,Pauline McLynn,English,USA,25000000,1999,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jon Gunn,106,David A.R. White,171988,Stacy Keach,Mercy Streets?,448,Cynthia Watros,English,USA,600000,2000,5.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Philip Saville,125,Alan Van Sprang,4068087,Henry Ian Cusick,The Visual Bible: The Gospel of John?,2164,Scott Handy,English,Canada,17000000,2003,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Richard Raymond,104,Reece Ritchie,143653,Tom Cullen,Desert Dancer?,1177,Marama Corlett,English,UK,4000000,2014,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Justin Tipping,80,Natalie Stephany Aguilar,,Tina Gilton,Kicks?,59,Justin Hall,English,USA,,2016,7.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Love,86,Christopher Berry,,Eddie Griffin,American Hero?,2706,Michelle Tabora,English,USA,990000,2015,4.9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kenny Ortega,96,Omri Katz,39514713,Vinessa Shaw,Hocus Pocus?,60494,Larry Bagby,English,USA,28000000,1993,6.7,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Hugh Johnson,102,Kevin J. O'Connor,11227940,David Paymer,Chill Factor?,8367,Hudson Leick,English,USA,34000000,1999,5.2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Iain Softley,104,Deneen Tyler,47806295,Gena Rowlands,The Skeleton Key?,87447,Joy Bryant,English,USA,43000000,2005,6.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Steve Pink,101,Collette Wolfe,50213619,Charlie McDermott,Hot Tub Time Machine?,139184,Crystal Lowe,English,USA,36000000,2010,6.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mitchell Altieri,87,Luke Edwards,,Kimberley Crossman,A Beginner's Guide to Snuff?,13,Bree Williamson,English,USA,,2016,8.7,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
James Ivory,140,Denholm Elliott,3130592,Rupert Graves,Maurice?,10755,Simon Callow,English,UK,2600000,1987,7.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Christopher Morris,97,Riz Ahmed,304137,Kayvan Novak,Four Lions?,55982,Alex Macqueen,English,UK,,2010,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Ben Wheatley,95,Ben Crompton,26297,MyAnna Buring,Kill List?,25750,Neil Maskell,English,UK,500000,2011,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Shawn Levy,93,Henry Czerny,82226474,Roger Rees,The Pink Panther?,65499,William Abadie,English,USA,65000000,2006,5.6,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
Glen Morgan,100,Ty Olsson,6852144,Laura Harring,Willard?,15169,Jackie Burroughs,English,Canada,22000000,2003,6.2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Steven Brill,95,Scott Adsit,58156435,Antony Starr,Without a Paddle?,37479,Bonnie Somerville,English,USA,19000000,2004,5.9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Stephen Herek,105,Dagmara Dominczyk,16991902,Beth Grant,Rock Star?,34592,Matthew Glave,English,USA,57000000,2001,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Matthew Robbins,108,Ralph Richardson,6000000,Ian McDiarmid,Dragonslayer?,10832,Albert Salmi,English,USA,18000000,1981,6.7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Durkin,102,Julia Garner,2981638,Christopher Abbott,Martha Marcy May Marlene?,40425,Brady Corbet,English,USA,,2011,6.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Walter Hill,91,Wilson Cruz,14218868,Robert Forster,Supernova?,14596,Vanessa Marshall,English,USA,65000000,2000,4.8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Noel Marshall,102,Melanie Griffith,2000000,Tippi Hedren,Roar?,1275,Zakes Mokae,English,USA,17000000,1981,6.4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Josh Trank,100,Reg E. Cathey,56114221,Tim Blake Nelson,Fantastic Four?,110486,Tim Heidecker,English,USA,120000000,2015,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Trank,100,Reg E. Cathey,56114221,Tim Blake Nelson,Fantastic Four?,110486,Tim Heidecker,English,USA,120000000,2015,4.3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Berg,121,Scott Elrod,125069696,Jerry Ferrara,Lone Survivor?,203963,Dan Bilzerian,English,USA,40000000,2013,7.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Paul Andrew Williams,92,Doug Bradley,,Dave Legeno,The Cottage?,10056,Georgia Groome,English,UK,2500000,2008,6.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Carlos Saldanha,94,Maile Flanagan,196573705,Denis Leary,Ice Age: Dawn of the Dinosaurs?,166791,Kelly Keaton,English,USA,90000000,2009,7,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Claude Chabrol,101,Fran?ois Cluzet,231417,Isabelle Huppert,The Swindle?,1649,Michel Serrault,French,France,60000000,1997,6.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Stuart Gillard,96,John Aylward,42660000,Paige Turco,Teenage Mutant Ninja Turtles III?,25086,Matt Hill,English,USA,17000000,1993,4.8,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
David Koepp,99,Kathryn Erbe,21133087,Illeana Douglas,Stir of Echoes?,62468,Lusia Strus,English,USA,12000000,1999,7,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Martyn Pick,76,Steven Waddington,,Sean Pertwee,"Ultramarines: A Warhammer 40,000 Movie?",4990,Donald Sumpter,English,UK,,2010,5.7,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Joshua Tickell,112,Sheryl Crow,173783,Larry David,Fuel?,578,George W. Bush,English,USA,2500000,2008,7.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Anderson,111,Eduardo Noriega,2203641,Thomas Kretschmann,Transsiberian?,42792,Mac McDonald,English,Spain,15000000,2008,6.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Ti West,101,Jake Ryan,77501,Lena Dunham,The Innkeepers?,27260,Pat Healy,English,USA,750000,2011,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thaddeus O'Sullivan,96,Luke Newberry,196067,Olivia Williams,The Heart of Me?,1966,Eleanor Bron,English,UK,7000000,2002,6.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jason Eisener,86,Robb Wells,703002,Gregory Smith,Hobo with a Shotgun?,37495,Molly Dunsworth,English,Canada,3000000,2011,6.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kriv Stenders,92,Keisha Castle-Hughes,,Noah Taylor,Red Dog?,13003,Luke Ford,English,Australia,8500000,2011,7.5,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
