movie	title_year	duration	gross	imdb_score	budget
The Haunting in Connecticut 2: Ghosts of Georgia 	2013	101		5.3	9000000
The Haunting of Molly Hartley 	2008	82	13350177	3.8	5000000
The Heart of Me 	2002	96	196067	6.7	7000000
The Heat 	2013	123	159578352	6.6	43000000
The Hebrew Hammer 	2003	87	19539	6.2	1000000
The Helix... Loaded 	2005	97		1.9	1000000
The Help 	2011	146	169705587	8.1	25000000
The Hills Have Eyes 	2006	108	41777564	6.4	15000000
The Hills Have Eyes II 	2007	89	20801344	5.1	15000000
The History Boys 	2006	109	2706659	6.9	2000000
The Hit List 	2011	90		5.4	6000000
The Hitchhiker's Guide to the Galaxy 	2005	109	51019112	6.8	50000000
The Hoax 	2006	116	7156933	6.7	25000000
The Hobbit: An Unexpected Journey 	2012	182	303001229	7.9	180000000
The Hobbit: The Battle of the Five Armies 	2014	164	255108370	7.5	250000000
The Hobbit: The Desolation of Smaug 	2013	186	258355354	7.9	225000000
The Hole 	2009	92		5.7	12000000
The Holiday 	2006	138	63224849	6.9	85000000
The Holy Girl 	2004	106	304124	6.7	1400000
The Homesman 	2014	122	2428883	6.6	16000000
The Honeymooners             		30		8.7	
The Horror Network Vol. 1 	2015	97		7.3	3000000
The Horse Boy 	2009	93	155984	7.4	160000
The Horse Whisperer 	1998	170	75370763	6.5	60000000
The Horseman on the Roof 	1995	135	1877179	7.1	
The Host 	2013	125	26616999	5.9	40000000
The Host 	2006	110	2201412	7	12215500000
The Hotel New Hampshire 	1984	109	5100000	6	7500000
The Hours 	2002	114	41597830	7.6	25000000
The House Bunny 	2008	97	48237389	5.5	25000000
The House of Mirth 	2000	135	3041803	7.1	10000000
The House of the Devil 	2009	95	100659	6.4	900000
The Howling 	1981	91	17986000	6.6	1000000
The Hudsucker Proxy 	1994	111	2869369	7.3	30000000
The Hunchback of Notre Dame 	1996	91	100117603	6.9	100000000
The Hundred-Foot Journey 	2014	122	54235441	7.3	22000000
The Hunger Games 	2012	142	407999255	7.3	78000000
The Hunger Games: Catching Fire 	2013	146	424645577	7.6	130000000
The Hunger Games: Mockingjay - Part 1 	2014	123	337103873	6.7	125000000
The Hunger Games: Mockingjay - Part 2 	2015	137	281666058	6.6	160000000
The Hunt 	2012	115	610968	8.3	3800000
The Hunt for Red October 	1990	135	122012643	7.6	30000000
The Hunted 	2003	94	34238611	6	55000000
The Hunting Party 	2007	101	876671	6.9	25000000
The Huntsman: Winter's War 	2016	120	47952020	6.1	115000000
The Hurricane 	1999	146	50668906	7.6	38000000
The Hurt Locker 	2008	131	15700000	7.6	15000000
The Hustler 	1961	134		8	2000000
The I Inside 	2004	90		6.1	8800000
The Ice Pirates 	1984	91		5.7	9000000
The Ice Storm 	1997	112	7837632	7.5	18000000
The Iceman 	2012	106	1939441	6.9	10000000
The Ides of March 	2011	101	40962534	7.1	12500000
The Illusionist 	2006	110	39825798	7.6	16000000
The Illusionist 	2006	110	39825798	7.6	16000000
The Image Revolution 	2014	81		7.4	50000
The Imaginarium of Doctor Parnassus 	2009	123	7689458	6.8	40000000
The Imitation Game 	2014	114	91121452	8.1	14000000
The Immigrant 	2013	120	1984743	6.6	16000000
The Importance of Being Earnest 	2002	97	8378141	6.9	15000000
The Impossible 	2012	114	18996755	7.6	45000000
The In Crowd 	2000	105	5217498	4.6	15000000
The Inbetweeners             		25		8.4	
The Incredible Burt Wonderstone 	2013	100	22525921	5.9	30000000
The Incredible Hulk 	2008	135	134518390	6.8	150000000
The Incredibles 	2004	115	261437578	8	92000000
The Incredibly True Adventure of Two Girls in Love 	1995	94	1977544	6.5	250000
The Indian in the Cupboard 	1995	96	35617599	5.9	45000000
The Infiltrator 	2016	127	14946229	7.3	25000000
The Informant! 	2009	108	33313582	6.5	21000000
The Informers 	2008	98		5.1	18000000
The Inkwell 	1994	110	8880705	6.5	
The Innkeepers 	2011	101	77501	5.5	750000
The Insider 	1999	157	28965197	7.9	68000000
The Intern 	2015	121	75274748	7.2	35000000
The International 	2009	118	25450527	6.5	50000000
The Internship 	2013	125	44665963	6.3	58000000
The Interpreter 	2005	128	72515360	6.4	80000000
The Interview 	2014	112	6105175	6.6	44000000
The Invasion 	2007	99	15071514	5.9	80000000
The Invention of Lying 	2009	100	18439082	6.4	18500000
The Iron Giant 	1999	90	23159305	8	70000000
The Iron Lady 	2011	105	29959436	6.4	13000000
The Island 	2005	136	35799026	6.9	126000000
The Island 	2005	136	35799026	6.9	126000000
The Island of Dr. Moreau 	1996	99	27663982	4.4	40000000
The Italian Job 	2003	111	106126012	7	60000000
The Jackal 	1997	124	54910560	6.3	60000000
The Jacket 	2005	94	6301131	7.1	29000000
The Janky Promoters 	2009	85		5.2	
The Jerky Boys 	1995	82	7557877	4.6	
The Jimmy Show 	2001	96	703	5.4	1500000
The Joneses 	2009	96	1474508	6.5	5000000
The Judge 	2014	141	47105085	7.4	50000000
The Jungle Book 	2016	106	362645141	7.8	175000000
The Jungle Book 	2016	106	362645141	7.8	175000000
The Jungle Book 2 	2003	72	47887943	5.4	20000000
The Juror 	1996	118	44834712	5.6	44000000
The Karate Kid 	1984	126	90800000	7.2	8000000
The Karate Kid 	1984	126	90800000	7.2	8000000
The Kentucky Fried Movie 	1977	83		6.5	650000
The Kid 	2000	104	69688384	6.1	60000000
The Kids Are All Right 	2010	106	20803237	7.1	3500000
The Killer Inside Me 	2010	109	214966	6.1	13000000
The King of Najayo 	2012	101		6.9	500000
The Kingdom 	2007	110	47456450	7.1	70000000
The King's Speech 	2010	118	138795342	8	15000000
The Kite Runner 	2007	128	15797907	7.6	20000000
The Knife of Don Juan 	2013	110	3830	7.2	1200000
The Ladies Man 	2000	84	13592872	5.1	11000000
The Lady from Shanghai 	1947	92	7927	7.7	2300000
The Ladykillers 	2004	104	39692139	6.2	35000000
The Lake House 	2006	99	52320979	6.8	40000000
The Land Before Time 	1988	69	48092846	7.3	12500000
The Land Girls 	1998	111	146083	6.3	
The Last Airbender 	2010	103	131564731	4.2	150000000
The Last Big Thing 	1996	98	22434	6.9	
The Last Castle 	2001	131	18208078	6.9	60000000
The Last Days on Mars 	2013	98	23838	5.5	7000000
The Last Dragon 	1985	109	33000000	6.9	10000000
The Last Emperor 	1987	219	43984230	7.8	23000000
The Last Exorcism 	2010	87	40990055	5.6	1800000
The Last Exorcism Part II 	2013	93	15152879	4	5000000
The Last Five Years 	2014	94	137945	5.9	
The Last Godfather 	2010	100	163591	3.6	13400000
The Last House on the Left 	2009	114	32721635	6.6	15000000
The Last House on the Left 	2009	114	32721635	6.6	15000000
The Last King of Scotland 	2006	121	17605861	7.7	6000000
The Last Legion 	2007	102	5932060	5.4	35000000
The Last of the Mohicans 	1992	117	72455275	7.8	40000000
The Last Samurai 	2003	154	111110575	7.7	140000000
The Last Shot 	2004	93	463730	5.7	
The Last Sin Eater 	2007	117	379643	5.9	2200000
The Last Song 	2010	107	62933793	5.8	20000000
The Last Stand 	2013	107	12026670	6.4	45000000
The Last Station 	2009	112	6615578	7	13000000
The Last Temptation of Christ 	1988	164	8373585	7.6	7000000
The Last Time I Committed Suicide 	1997	92	12836	5.8	4000000
The Last Waltz 	1978	117	321952	8.2	
The Last Witch Hunter 	2015	106	27356090	6	90000000
The Lawnmower Man 	1992	140	32101000	5.4	10000000
The Lazarus Effect 	2015	83	25799043	5.2	3300000
The League of Extraordinary Gentlemen 	2003	110	66462600	5.8	78000000
The Legend of Bagger Vance 	2000	126	30695227	6.7	60000000
The Legend of Drunken Master 	1994	102	11546543	7.6	2000000
The Legend of God's Gun 	2007	78	243768	4.1	30000
The Legend of Hell's Gate: An American Conspiracy 	2011	108		4.4	2000000
The Legend of Hercules 	2014	99	18821279	4.2	70000000
The Legend of Suriyothai 	2001	300	454255	6.6	400000000
The Legend of Tarzan 	2016	110	124051759	6.6	180000000
The Legend of Tarzan 	2016	110	124051759	6.6	180000000
The Legend of the Lone Ranger 	1981	98	8000000	5	18000000
The Legend of Zorro 	2005	129	45356386	5.9	75000000
The Lego Movie 	2014	100	257756197	7.8	60000000
The Libertine 	2004	114	4829497	6.4	
The Life Aquatic with Steve Zissou 	2004	119	24006726	7.3	50000000
The Life Before Her Eyes 	2007	90	303439	6.4	8000000
The Life of David Gale 	2003	130	19593740	7.5	50000000
The Limey 	1999	89	3193102	7.1	9000000
The Lincoln Lawyer 	2011	118	57981889	7.3	40000000
The Lion King 	1994	73	422783777	8.5	45000000
The Lion of Judah 	2011	87		3.7	15000000
The Little Ponderosa Zoo 	2016	84		5.2	500000
The Little Prince 	2015	108	1339152	7.8	81200000
The Little Vampire 	2000	95	13555988	5.7	22000000
The Lives of Others 	2006	137	11284657	8.5	2000000
The Living Daylights 	1987	130	51185897	6.7	30000000
The Living Wake 	2007	91	12055	6.5	500000
The Lizzie McGuire Movie 	2003	94	42672630	5.3	17000000
The Lone Ranger 	2013	150	89289910	6.5	215000000
The Long Kiss Goodnight 	1996	121	33328051	6.7	65000000
The Long Riders 	1980	100		7.1	10000000
The Longest Day 	1962	178		7.8	10000000
The Longest Ride 	2015	128	37432299	7.1	34000000
The Longest Yard 	2005	113	158115031	6.4	82000000
The Longshots 	2008	94	11508423	5.1	23000000
The Looking Glass 	2015	110	1711	6.6	
The Lord of the Rings: The Fellowship of the Ring 	2001	171	313837577	8.8	93000000
The Lord of the Rings: The Return of the King 	2003	192	377019252	8.9	94000000
The Lord of the Rings: The Two Towers 	2002	172	340478898	8.7	94000000
The Lords of Salem 	2012	101	1163508	5.1	2500000
The Losers 	2010	97	23527955	6.4	25000000
The Loss of Sexual Innocence 	1999	106	399793	5.4	4000000
The Lost Boys 	1987	97	32222567	7.2	
The Lost City 	2005	144	2483955	6.7	9600000
The Lost Medallion: The Adventures of Billy Stone 	2013	97	549632	4.8	
The Lost Skeleton of Cadavra 	2001	90	110536	7	40000
The Lost Weekend 	1945	101		8	1250000
The Lost World: Jurassic Park 	1997	129	229074524	6.5	73000000
The Love Guru 	2008	87	32178777	3.8	62000000
The Love Letter 	1998	99		7.4	
The Love Letter 	1998	99		7.4	
The Loved Ones 	2009	84		6.7	
The Lovely Bones 	2009	135	43982842	6.7	65000000
The Lovely Bones 	2009	135	43982842	6.7	65000000
The Lovers 	2015	109		4.5	
The Lovers 	2015	109		4.5	
The Lucky One 	2012	101	60443237	6.5	25000000
The Lucky Ones 	2008	115	183088	7	15000000
The Lunchbox 	2013	104	4231500	7.8	1000000
The Machinist 	2004	94	1082044	7.7	5000000
The Magic Flute 	2006	135		6.6	27000000
The Magic Sword: Quest for Camelot 	1998	86	22717758	6.2	40000000
The Maid's Room 	2013	98		4.5	600000
The Majestic 	2001	152	27796042	6.9	72000000
The Man 	2005	83	8326035	5.5	33000000
The Man from Earth 	2007	87		8	200000
The Man from Snowy River 	1982	102		7.3	3500000
The Man from U.N.C.L.E. 	2015	116	45434443	7.3	75000000
The Man in the Iron Mask 	1998	132	56876365	6.4	35000000
The Man Who Knew Too Little 	1997	94	13801755	6.6	20000000
The Man Who Shot Liberty Valance 	1962	113		8.1	3200000
The Man with the Golden Gun 	1974	125	21000000	6.8	13000000
The Man with the Iron Fists 	2012	107	15608545	5.4	15000000
The Manchurian Candidate 	2004	129	65948711	6.6	80000000
The Marine 	2006	92	18843314	4.7	20000000
The Marine 4: Moving Target 	2015	90		5.2	1950000
The Martian 	2015	151	228430993	8.1	108000000
The Mask 	1994	114	119938730	6.9	18000000
The Mask of Zorro 	1998	136	93771072	6.7	65000000
The Masked Saint 	2016	105	123777	4.7	3500000
The Master 	2012	144	16377274	7.1	32000000
The Master of Disguise 	2002	80	40363530	3.3	16000000
The Matador 	2005	96	12570442	6.8	10000000
The Matrix 	1999	136	171383253	8.7	63000000
The Matrix Reloaded 	2003	138	281492479	7.2	150000000
The Matrix Revolutions 	2003	129	139259759	6.7	150000000
The Maze Runner 	2014	113	102413606	6.8	34000000
The Mechanic 	2011	93	29113588	6.6	40000000
The Medallion 	2003	108	22108977	5.2	41000000
The Men Who Stare at Goats 	2009	94	32416109	6.2	25000000
The Merchant of Venice 	2004	131	3752725	7.1	18000000
The Messenger 	2009	105	66637	7.2	6500000
The Messenger: The Story of Joan of Arc 	1999	158	14131298	6.4	390000000
The Messengers             		60		6.6	
The Mexican 	2001	123	66808615	6.1	34000000
The Midnight Meat Train 	2008	103	73548	6.1	15000000
The Mighty 	1998	100	2643689	7.3	
The Mighty Ducks 	1992	100	50752337	6.4	10000000
The Mighty Macs 	2009	99	1889522	6.5	7000000
The Mirror Has Two Faces 	1996	122	41252428	6.5	42000000
The Misfits 	1961	120		7.4	4000000
The Missing             		60		8.1	
The Missing Person 	2009	95	17580	6.2	1500000
The Mist 	2007	126	25592632	7.2	18000000
The Molly Maguires 	1970	124		6.9	11000000
The Mongol King 	2005	84		7.8	3250
The Monuments Men 	2014	118	78031620	6.1	70000000
The Mortal Instruments: City of Bones 	2013	130	31165421	6	60000000
The Motel 	2005	75	47111	6.8	
The Mothman Prophecies 	2002	119	35228696	6.5	32000000
The Mudge Boy 	2003	94		7.2	800000
The Mummy Returns 	2001	130	202007640	6.3	98000000
The Mummy: Tomb of the Dragon Emperor 	2008	112	102176165	5.2	145000000
The Muppet Christmas Carol 	1992	89	27281507	7.7	12000000
The Muppet Movie 	1979	95	76657000	7.7	
The Muppets 	2011	103	88625922	7.1	45000000
The Muse 	1999	97	11614236	5.6	15000000
The Musketeer 	2001	104	27053815	4.7	40000000
The Naked Ape 	2006			4.7	
The Naked Gun 2 : The Smell of Fear 	1991	85	86930411	6.8	23000000
The Names of Love 	2010	100	513836	7.2	4600000
The Namesake 	2006	122	13569248	7.6	
The Nativity Story 	2006	101	37617947	6.8	30000000
The Negotiator 	1998	140	44484065	7.3	50000000
The Neon Demon 	2016	118	1330827	7	7000000
The Net 	1995	114	50728000	5.8	22000000
The NeverEnding Story 	1984	94		7.4	27000000
The New Guy 	2002	92	28972187	5.9	13000000
The New World 	2005	150	12712093	6.7	30000000
The Newton Boys 	1998	123	10297897	6	27000000
The Next Best Thing 	2000	99	14983572	4.7	25000000
The Next Three Days 	2010	133	21129348	7.4	35000000
The Night Listener 	2006	81	7825820	5.9	4000000
The Night Visitor 	1971	106		6.8	
The Ninth Gate 	1999	133	18653746	6.7	38000000
The Notebook 	2004	123	64286	7.9	29000000
The November Man 	2014	108	24984868	6.3	15000000
The Number 23 	2007	98	35063732	6.4	32000000
The Nun's Story 	1959	149		7.6	3500000
The Nut Job 	2014	85	64238770	5.8	42000000
The Nutcracker 	1993	92	2119994	5.7	19000000
The Nutcracker in 3D 	2010	110	190562	4.4	90000000
The Nutty Professor 	1996	95	128769345	5.6	54000000
The O.C.             		44		7.5	
The Object of My Affection 	1998	111	29106737	6	15000000
The Odd Life of Timothy Green 	2012	105	51853450	6.6	25000000
The Oh in Ohio 	2006	88		5.6	5000000
The Omega Code 	1999	100	12610552	3.5	7500000
The Omen 	1976	107		7.6	2800000
The Omen 	1976	107		7.6	2800000
The One 	2001	85	43905746	5.9	49000000
The Oogieloves in the Big Balloon Adventure 	2012	88	1064277	6.7	20000000
The Open Road 	2009	91	19348	5.5	10000000
The Opposite Sex 	2014	97		4.5	3300000
The Order 	2003	102	7659747	5.1	38000000
The Original Kings of Comedy 	2000	115	38168022	6.6	3000000
The Orphanage 	2007	105	7159147	7.5	3400000
The Other Boleyn Girl 	2008	115	26814957	6.7	35000000
The Other Dream Team 	2012	89	133778	8.4	500000
The Other End of the Line 	2008	106	115504	6.2	14000000
The Other Guys 	2010	116	119219978	6.7	100000000
The Other Side of Heaven 	2001	113	4720371	6.5	7000000
The Other Woman 	2014	109	83906114	6	40000000
The Others 	2001	101	96471845	7.6	17000000
The Out-of-Towners 	1999	90	28535768	5.3	40000000
The Outrageous Sophie Tucker 	2014	96		7.2	500000
The Outsiders 	1983	114	25600000	7.2	10000000
The Oxford Murders 	2008	104	3607	6.1	10000000
The Pacifier 	2005	95	113006880	5.5	56000000
The Painted Veil 	2006	125	8047690	7.5	19400000
The Pallbearer 	1996	98		4.9	8000000
The Party's Over 	1965	94		7.3	
The Passion of the Christ 	2004	120	499263	7.1	30000000
The Past is a Grotesque Animal 	2014	77		7.6	100000
The Patriot 	2000	142	113330342	7.1	110000000
The Peacemaker 	1997	124	41256277	5.9	50000000
The Peanuts Movie 	2015	88	130174897	7.2	99000000
The Pelican Brief 	1993	141	100768056	6.5	45000000
The Perez Family 	1995	113	2832826	6.2	11000000
The Perfect Game 	2009	118	1089445	7	12500000
The Perfect Host 	2010	93	48430	6.8	500000
The Perfect Man 	2005	100	16247775	5.5	25000000
The Perfect Match 	2016	96	9658370	4.5	5000000
The Perfect Storm 	2000	130	182618434	6.4	140000000
The Perfect Wave 	2014	94		4.7	4000000
The Perks of Being a Wallflower 	2012	102	17738570	8	13000000
The Pet 	2006	94		3.9	1000000
The Phantom 	1996	100	17300889	4.9	45000000
The Phantom of the Opera 	2004	143	51225796	7.4	70000000
The Pianist 	2002	150	32519322	8.5	35000000
The Piano 	1993	121	40158000	7.6	7000000
The Pink Panther 	2006	93	82226474	5.6	65000000
The Pirate 	1948	102	2956000	7.1	3700000
The Pirates Who Don't Do Anything: A VeggieTales Movie 	2008	85	12701880	5.7	15000000
The Pirates! Band of Misfits 	2012	88	31051126	6.7	55000000
The Place Beyond the Pines 	2012	140	21383298	7.3	15000000
The Player             		60		7.1	
The Players Club 	1998	104	23031390	5.6	4500000
The Pledge 	2001	124	19719930	6.8	45000000
The Poker House 	2008	93		6.5	
The Polar Express 	2004	100	665426	6.6	165000000
The Possession 	2012	92	49122319	5.9	14000000
The Possession 	2012	92	49122319	5.9	14000000
The Postman 	1997	177	17593391	6	80000000
The Postman Always Rings Twice 	1981	122		6.6	12000000
The Powerpuff Girls             		30		7.2	
The Prestige 	2006	130	53082743	8.5	40000000
The Prince 	2014	93		4.6	18000000
The Prince and Me 	2004	111	28165882	5.9	
The Prince of Egypt 	1998	99	101217900	7	70000000
The Prince of Tides 	1991	132	74787599	6.6	30000000
The Princess and the Cobbler 	1993	80	669276	7.2	28000000
The Princess and the Frog 	2009	97	104374107	7.1	105000000
The Princess Bride 	1987	98	30857814	8.1	16000000
The Princess Diaries 	2001	111	108244774	6.2	37000000
The Princess Diaries 2: Royal Engagement 	2004	113	95149435	5.7	40000000
The Prisoner of Zenda 	1937	101		7.8	
The Producers 	2005	134	19377727	6.4	45000000
The Promise 	2005	103	668171	5.6	60000000
The Prophecy 	1995	98	16115878	6.6	8000000
The Proposal 	2009	108	163947053	6.7	40000000
The Proposition 	2005	104	1900725	7.4	2000000
The Protector 	2005	111	11905519	7.1	200000000
The Puffy Chair 	2005	85	192467	6.6	15000
The Punisher 	2004	140	33682273	6.5	33000000
The Purge 	2013	85	64423650	5.7	3000000
The Purge: Anarchy 	2014	103	71519230	6.5	9000000
The Purge: Election Year 	2016	109	78845130	6.1	10000000
The Pursuit of D.B. Cooper 	1981	100		5.7	12000000
The Pursuit of Happyness 	2006	117	162586036	8	55000000
The Queen 	2006	94	56437947	7.3	9800000
The Quick and the Dead 	1995	107	18636537	6.4	32000000
The Quiet 	2005	91	381186	6.4	900000
The Quiet American 	2002	101	12987647	7.1	30000000
The R.M. 	2003	101	1111615	6	500000
The Rage: Carrie 2 	1999	104	17757087	4.6	21000000
The Raid: Redemption 	2011	102	4105123	7.6	1100000
The Railway Man 	2013	116	4435083	7.1	18000000
The Rainmaker 	1997	135	45856732	7.1	40000000
The Raven 	2012	110	16005978	6.4	26000000
The Reader 	2008	124	34180954	7.6	32000000
The Real Cancun 	2003	96	3713002	2.7	8000000
The Reaping 	2007	99	25117498	5.7	40000000
The Red Violin 	1998	130	9473382	7.7	10000000
The Reef 	2010	94		5.8	
The Relic 	1997	110	33927476	5.7	40000000
The Remains of the Day 	1993	134	22954968	7.9	11500000
The Replacement Killers 	1998	96	18967571	6.1	30000000
The Replacements 	2000	118	44737059	6.5	50000000
The Return 	2003	99	502028	8	
The Return of the Living Dead 	1985	108		7.3	4000000
The Return of the Living Dead 	1985	108		7.3	4000000
The Return of the Pink Panther 	1975	113		7.1	5000000
The Returned             		52		8.3	
The Revenant 	2015	156	183635922	8.1	135000000
The Ridges 	2011	143		3	17350
The Ridiculous 6 	2015	119		4.9	
The Right Stuff 	1983	193	21500000	7.9	27000000
The Ring Two 	2005	128	75888270	5.4	
The Rise of the Krays 	2015	110		5	2500000
The Rite 	2011	114	33037754	6	37000000
The River Wild 	1994	111	46815748	6.3	45000000
The Road 	2009	111	56692	7.3	25000000
The Road to El Dorado 	2000	89	50802661	6.9	95000000
The Robe 	1953	135	36000000	6.8	5000000
The Rock 	1996	136	134006721	7.4	75000000
The Rocker 	2008	102	6409206	6.2	15000000
The Rocket: The Legend of Rocket Richard 	2005	124		7.7	8000000
The Rookie 	2002	127	75597042	7	20000000
The Roommate 	2011	91	37300107	4.8	16000000
The Rose 	1979	125	29200000	6.9	8500000
The Royal Tenenbaums 	2001	110	52353636	7.6	21000000
The Rugrats Movie 	1998	83	100491683	5.9	24000000
The Ruins 	2008	93	17427926	5.9	8000000
The Rules of Attraction 	2002	110	6525762	6.7	4000000
The Runaways 	2010	106	3571735	6.6	10000000
The Rundown 	2003	104	47592825	6.7	85000000
The Running Man 	1987	101	38122105	6.6	27000000
The Saint 	1997	116	61355436	6.2	68000000
The Salon 	2005	90	92362	4.3	1500000
The Salton Sea 	2002	103	676698	7.2	18000000
The Santa Clause 	1994	97	144833357	6.4	22000000
The Santa Clause 2 	2002	104	139225854	5.5	60000000
The Savages 	2007	114	6610326	7.2	
The Scarlet Letter 	1995	135	10400000	5.1	50000000
The Scorch Trials 	2015	132	81687587	6.4	61000000
The Score 	2001	124	71069884	6.8	68000000
The Scorpion King 	2002	100	90341670	5.5	60000000
The Sea Inside 	2004	125	2086345	8.1	10000000
The Second Best Exotic Marigold Hotel 	2015	122	33071558	6.6	10000000
The Second Mother 	2015	112	375723	7.9	4000000
The Secret             		45		7.3	
The Secret in Their Eyes 	2009	129	20167424	8.2	2000000
The Secret Life of Bees 	2008	110	37766350	7.3	11000000
The Secret Life of Pets 	2016	87	323505540	6.8	75000000
The Secret Life of Walter Mitty 	2013	114	58229120	7.3	90000000
The Secret of Kells 	2009	75	686383	7.7	6500000
The Sentinel 	2006	107	36279230	6.1	60000000
The Sessions 	2012	95	5997134	7.2	1000000
The Shadow 	1994	93	32055248	6	25000000
The Shaggy Dog 	2006	98	61112916	4.4	50000000
The Shallows 	2016	86	54257433	6.8	17000000
The Shawshank Redemption 	1994	142	28341469	9.3	25000000
The Shining 	1980	146		8.4	19000000
The Shipping News 	2001	111	11405825	6.8	35000000
The Siege 	1998	116	40932372	6.3	70000000
The Signal 	2014	97		6.1	4000000
The Silence of the Lambs 	1991	138	130727000	8.6	19000000
The Simpsons Movie 	2007	87	183132370	7.4	75000000
The Singing Detective 	2003	109	336456	5.6	8000000
The Singles Ward 	2002	102	1250798	6.4	500000
The Sisterhood of Night 	2014	104		6.3	1000000
The Sisterhood of the Traveling Pants 	2005	119	39008741	6.6	25000000
The Sisterhood of the Traveling Pants 2 	2008	119	44087387	6.2	
The Sitter 	2011	87	30538669	5.7	
The Sixth Sense 	1999	107	293501675	8.1	40000000
The Skeleton Key 	2005	104	47806295	6.5	43000000
The Skeleton Twins 	2014	93	5283379	6.8	
The Skulls 	2000	106	35007180	5.6	15000000
The Slaughter Rule 	2002	112	13134	6.1	500000
The Sleepwalker 	2014	91		4.9	1100000
The Smurfs 	2011	103	142614158	5.5	110000000
The Smurfs 2 	2013	105	71017784	5.4	105000000
The Social Network 	2010	120	96917897	7.7	40000000
The Soloist 	2009	117	31670931	6.7	60000000
The Son of No One 	2011	90	28870	5.1	15000000
The Sorcerer's Apprentice 	2010	109	63143812	6.1	150000000
The Sound and the Shadow 	2014	90		8.3	
The Sound of Music 	1965	174	163214286	8	8200000
The Spanish Prisoner 	1997	110	10200000	7.3	10000000
The Specialist 	1994	110	57362581	5.4	45000000
The Specials 	2000	82	12996	6	1000000
The Spectacular Now 	2013	95	6851969	7.1	2500000
The Spiderwick Chronicles 	2008	107	71148699	6.6	90000000
The Spirit 	2008	103	19781879	4.8	60000000
The SpongeBob Movie: Sponge Out of Water 	2015	92	162495848	6	74000000
The SpongeBob SquarePants Movie 	2004	87	85416609	7	30000000
The Spy Next Door 	2010	94	24268828	5.4	28000000
The Spy Who Loved Me 	1977	123	46800000	7.1	14000000
The Square 	2013	108		8.1	1500000
The Squid and the Whale 	2005	88	7362100	7.4	1500000
The Statement 	2003	120	763044	6.2	23000000
The Station Agent 	2003	89	5739376	7.7	500000
The Stepfather 	2009	101	29062561	5.6	
The Stepford Wives 	2004	93	59475623	5.2	90000000
The Stewardesses 	1969	93		4	100000
The Sticky Fingers of Time 	1997	81	18195	6.3	250000
The Sting 	1973	129	159600000	8.3	5500000
The Story of Us 	1999	95	27067160	5.9	50000000
The Straight Story 	1999	112	6197866	8	10000000
The Streets of San Francisco             		120		7.3	
The Sum of All Fears 	2002	124	118471320	6.4	68000000
The Sweeney 	2012	112	26345	6.1	3000000
The Sweet Hereafter 	1997	112	4306697	7.7	5000000
The Sweetest Thing 	2002	90	24430272	5.1	43000000
The Swindle 	1997	101	231417	6.6	60000000
The Switch 	2010	101	27758465	6.1	19000000
The Tailor of Panama 	2001	109	13491653	6.1	18000000
The Taking of Pelham 1 2 3 	2009	106	65452312	6.4	100000000
The Tale of Despereaux 	2008	93	50818750	6.1	60000000
The Talented Mr. Ripley 	1999	139	81292135	7.3	40000000
The Tempest 	2010	110	263365	5.4	20000000
The Ten 	2007	96	766487	5	5250000
The Terminal 	2004	128	77032279	7.3	60000000
The Terminator 	1984	107	38400000	8.1	6500000
The Texas Chain Saw Massacre 	1974	88	30859000	7.5	83532
The Texas Chain Saw Massacre 	1974	88	30859000	7.5	83532
The Texas Chainsaw Massacre 2 	1986	101	8025872	5.5	4700000
The Texas Chainsaw Massacre: The Beginning 	2006	83	39511038	5.9	16000000
The Theory of Everything 	2014	123	35887263	7.7	15000000
The Thin Red Line 	1998	215	36385763	7.6	52000000
The Thing 	1982	109	13782838	8.2	15000000
The Thirteenth Floor 	1999	100	15500000	7	16000000
The Thomas Crown Affair 	1999	113	69304264	6.8	48000000
The Three Musketeers 	2011	110	20315324	5.8	75000000
The Three Stooges 	2012	92	44328238	5.1	
The Tigger Movie 	2000	77	45542421	6.3	30000000
The Timber 	2015	81		5.5	2100000
The Time Machine 	2002	96	56684819	5.9	80000000
The Time Traveler's Wife 	2009	107	63411478	7.1	39000000
The To Do List 	2013	104	3447339	5.8	1500000
The Tooth Fairy 	2006	89		4.6	1500000
The Torture Chamber of Dr. Sadism 	1967	80		6	
The Touch 	2007	7		5.2	13000
The Tourist 	2010	103	67631157	6	100000000
The Tourist 	2010	103	67631157	6	100000000
The Town 	2010	150	92173235	7.6	37000000
The Toxic Avenger 	1984	91		6.2	475000
The Toxic Avenger Part II 	1989	96	792966	5.1	2300000
The Train 	1964	133		7.9	6700000
The Transporter 	2002	92	25296447	6.8	21000000
The Transporter Refueled 	2015	96	16027866	5.1	25000000
The Tree of Life 	2011	139	13303319	6.7	32000000
The Trials of Darryl Hunt 	2006	106	1111	7.7	200000
The Triplets of Belleville 	2003	80	7002255	7.8	9500000
The Trouble with Harry 	1955	99		7.2	1200000
The True Story of Puss'N Boots 	2009	80		2.9	25000000
The Truman Show 	1998	103	125603360	8.1	60000000
The Tuxedo 	2002	98	50189179	5.3	60000000
The Twilight Saga: Breaking Dawn - Part 2 	2012	115	292298923	5.5	120000000
The Twilight Saga: Breaking Dawn - Part 2 	2012	115	292298923	5.5	120000000
The Twilight Saga: Eclipse 	2010	124	300523113	4.9	68000000
The Twilight Saga: New Moon 	2009	130	296623634	4.6	50000000
