movie,Cast,Role
The Curse of the Jade Scorpion ,Woody Allen,Director
The Curse of the Were-Rabbit ,Steve Box,Director
The Da Vinci Code ,Ron Howard,Director
The Damned United ,Tom Hooper,Director
The Dangerous Lives of Altar Boys ,Peter Care,Director
The Dark Hours ,Paul Fox,Director
The Dark Knight ,Christopher Nolan,Director
The Dark Knight Rises ,Christopher Nolan,Director
The Darkest Hour ,Chris Gorak,Director
The Day After Tomorrow ,Roland Emmerich,Director
The Day the Earth Stood Still ,Scott Derrickson,Director
The Day the Earth Stood Still ,Scott Derrickson,Director
The Dead Girl ,Karen Moncrieff,Director
The Dead Undead ,Matthew R. Anderson,Director
The Dead Zone ,David Cronenberg,Director
The Death and Life of Bobby Z ,John Herzfeld,Director
The Debt ,John Madden,Director
The Deep End of the Ocean ,Ulu Grosbard,Director
The Deer Hunter ,Michael Cimino,Director
The Departed ,Martin Scorsese,Director
The Deported ,Lance Kawas,Director
The Descendants ,Alexander Payne,Director
The Descent ,Neil Marshall,Director
The Devil Inside ,William Brent Bell,Director
The Devil Wears Prada ,David Frankel,Director
The Devil's Advocate ,Taylor Hackford,Director
The Devil's Double ,Lee Tamahori,Director
The Devil's Own ,Alan J. Pakula,Director
The Devil's Rejects ,Rob Zombie,Director
The Devil's Tomb ,Jason Connery,Director
The Diary of a Teenage Girl ,Marielle Heller,Director
The Dictator ,Larry Charles,Director
The Dilemma ,Ron Howard,Director
The Dirties ,Matt Johnson,Director
The Divide ,Xavier Gens,Director
The Diving Bell and the Butterfly ,Julian Schnabel,Director
The Dog Lover ,Alex Ranarivelo,Director
The Doors ,Oliver Stone,Director
The Dress ,Alex van Warmerdam,Director
The Duchess ,Saul Dibb,Director
The DUFF ,Ari Sandel,Director
The Dukes of Hazzard ,Jay Chandrasekhar,Director
The East ,Zal Batmanglij,Director
The Eclipse ,Conor McPherson,Director
The Edge ,Lee Tamahori,Director
The Egyptian ,Michael Curtiz,Director
The Elephant Man ,David Lynch,Director
The Emperor's Club ,Michael Hoffman,Director
The Emperor's New Groove ,Mark Dindal,Director
The End of the Affair ,Neil Jordan,Director
The English Patient ,Anthony Minghella,Director
The Equalizer ,Antoine Fuqua,Director
The Evil Dead ,Sam Raimi,Director
The Exorcism of Emily Rose ,Scott Derrickson,Director
The Exorcist ,William Friedkin,Director
The Expendables ,Sylvester Stallone,Director
The Expendables 2 ,Simon West,Director
The Expendables 3 ,Patrick Hughes,Director
The Exploding Girl ,Bradley Rust Gray,Director
The Express ,Gary Fleder,Director
The Extra Man ,Shari Springer Berman,Director
The Eye ,David Moreau,Director
The Face of an Angel ,Michael Winterbottom,Director
The Faculty ,Robert Rodriguez,Director
The Fall of the Roman Empire ,Anthony Mann,Director
The Family Man ,Brett Ratner,Director
The Family Stone ,Thomas Bezucha,Director
The Fan ,Tony Scott,Director
The Fast and the Furious ,Rob Cohen,Director
The Fast and the Furious ,Rob Cohen,Director
The Fast and the Furious ,Rob Cohen,Director
The Fast and the Furious: Tokyo Drift ,Justin Lin,Director
The Fault in Our Stars ,Josh Boone,Director
The Fifth Element ,Luc Besson,Director
The Fifth Estate ,Bill Condon,Director
The Fighter ,David O. Russell,Director
The Final Destination ,David R. Ellis,Director
The Finest Hours ,Craig Gillespie,Director
The Firm ,Sydney Pollack,Director
The First Wives Club ,Hugh Wilson,Director
The Fisher King ,Terry Gilliam,Director
The Five-Year Engagement ,Nicholas Stoller,Director
The Flintstones ,Brian Levant,Director
The Flintstones in Viva Rock Vegas ,Brian Levant,Director
The Flower of Evil ,Claude Chabrol,Director
The Flowers of War ,Yimou Zhang,Director
The Fog ,John Carpenter,Director
The Fog ,John Carpenter,Director
The Forbidden Kingdom ,Rob Minkoff,Director
The Forest ,Jason Zada,Director
The Forsaken ,J.S. Cardone,Director
The Fountain ,Darren Aronofsky,Director
The Four Feathers ,Shekhar Kapur,Director
The Four Seasons ,Alan Alda,Director
The Fourth Kind ,Olatunde Osunsanmi,Director
The FP ,Brandon Trost,Director
The French Connection ,William Friedkin,Director
The French Connection ,William Friedkin,Director
The Front Page ,Billy Wilder,Director
The Frozen ,Andrew Hyatt,Director
The Frozen Ground ,Scott Walker,Director
The Fugitive ,Andrew Davis,Director
The Full Monty ,Peter Cattaneo,Director
The Full Monty ,Peter Cattaneo,Director
The Funeral ,Abel Ferrara,Director
The Gallows ,Travis Cluff,Director
The Gambler ,Rupert Wyatt,Director
The Gambler ,Rupert Wyatt,Director
The Game ,David Fincher,Director
The Game of Their Lives ,David Anspaugh,Director
The Game Plan ,Andy Fickman,Director
The Gatekeepers ,Dror Moreh,Director
The General's Daughter ,Simon West,Director
The Geographer Drank His Globe Away ,Aleksandr Veledinskiy,Director
The Ghastly Love of Johnny X ,Paul Bunnell,Director
The Ghost and the Darkness ,Stephen Hopkins,Director
The Ghost Writer ,Roman Polanski,Director
The Gift ,Joel Edgerton,Director
The Gift ,Joel Edgerton,Director
The Girl Next Door ,Luke Greenfield,Director
The Girl on the Train ,Andr? T?chin?,Director
The Girl with the Dragon Tattoo ,David Fincher,Director
The Giver ,Phillip Noyce,Director
The Glass House ,Daniel Sackheim,Director
The Glimmer Man ,John Gray,Director
The Godfather ,Francis Ford Coppola,Director
The Godfather: Part II ,Francis Ford Coppola,Director
The Godfather: Part III ,Francis Ford Coppola,Director
The Golden Child ,Michael Ritchie,Director
The Golden Compass ,Chris Weitz,Director
The Good Dinosaur ,Peter Sohn,Director
The Good German ,Steven Soderbergh,Director
The Good Girl ,Miguel Arteta,Director
The Good Guy ,Julio DePietro,Director
The Good Heart ,Dagur K?ri,Director
The Good Night ,Jake Paltrow,Director
The Good Thief ,Neil Jordan,Director
"The Good, the Bad and the Ugly ",Sergio Leone,Director
"The Good, the Bad, the Weird ",Jee-woon Kim,Director
"The Goods: Live Hard, Sell Hard ",Neal Brennan,Director
The Grace Card ,David G. Evans,Director
The Grand Budapest Hotel ,Wes Anderson,Director
The Grandmaster ,Kar-Wai Wong,Director
The Great Beauty ,Paolo Sorrentino,Director
The Great Debaters ,Denzel Washington,Director
The Great Escape ,John Sturges,Director
The Great Gatsby ,Baz Luhrmann,Director
The Great Gatsby ,Baz Luhrmann,Director
The Great Raid ,John Dahl,Director
The Great Train Robbery ,Michael Crichton,Director
The Greatest ,Shana Feste,Director
The Greatest Game Ever Played ,Bill Paxton,Director
The Greatest Movie Ever Sold ,Morgan Spurlock,Director
The Greatest Show on Earth ,Cecil B. DeMille,Director
The Greatest Story Ever Told ,George Stevens,Director
The Green Hornet ,Michel Gondry,Director
The Green Inferno ,Eli Roth,Director
The Green Mile ,Frank Darabont,Director
The Grey ,Joe Carnahan,Director
The Grudge ,Takashi Shimizu,Director
The Grudge 2 ,Takashi Shimizu,Director
The Guard ,John Michael McDonagh,Director
The Guilt Trip ,Anne Fletcher,Director
The Gunman ,Pierre Morel,Director
The Guru ,Daisy von Scherler Mayer,Director
The Hadza: Last of the First ,Bill Benenson,Director
The Hammer ,Charles Herman-Wurmfeld,Director
The Hangover ,Todd Phillips,Director
The Hangover Part II ,Todd Phillips,Director
The Happening ,M. Night Shyamalan,Director
The Harvest/La Cosecha ,U. Roberto Romano,Director
The Hateful Eight ,Quentin Tarantino,Director
The Haunted Mansion ,Rob Minkoff,Director
The Haunting ,Jan de Bont,Director
The Haunting in Connecticut 2: Ghosts of Georgia ,Tom Elkins,Director
The Haunting of Molly Hartley ,Mickey Liddell,Director
The Heart of Me ,Thaddeus O'Sullivan,Director
The Heat ,Paul Feig,Director
The Hebrew Hammer ,Jonathan Kesselman,Director
The Helix... Loaded ,A. Raven Cruz,Director
The Help ,Tate Taylor,Director
The Hills Have Eyes ,Alexandre Aja,Director
The Hills Have Eyes II ,Martin Weisz,Director
The History Boys ,Nicholas Hytner,Director
The Hit List ,William Kaufman,Director
The Hitchhiker's Guide to the Galaxy ,Garth Jennings,Director
The Hoax ,Lasse Hallstr?m,Director
The Hobbit: An Unexpected Journey ,Peter Jackson,Director
The Hobbit: The Battle of the Five Armies ,Peter Jackson,Director
The Hobbit: The Desolation of Smaug ,Peter Jackson,Director
The Hole ,Joe Dante,Director
The Holiday ,Nancy Meyers,Director
The Holy Girl ,Lucrecia Martel,Director
The Homesman ,Tommy Lee Jones,Director
The Horror Network Vol. 1 ,Brian Dorton,Director
The Horse Boy ,Michel Orion Scott,Director
The Horse Whisperer ,Robert Redford,Director
The Horseman on the Roof ,Jean-Paul Rappeneau,Director
The Host ,Andrew Niccol,Director
The Host ,Joon-ho Bong,Director
The Hotel New Hampshire ,Tony Richardson,Director
The Hours ,Stephen Daldry,Director
The House Bunny ,Fred Wolf,Director
The House of Mirth ,Terence Davies,Director
The House of the Devil ,Ti West,Director
The Howling ,Joe Dante,Director
The Hudsucker Proxy ,Joel Coen,Director
The Hunchback of Notre Dame ,Gary Trousdale,Director
The Hundred-Foot Journey ,Lasse Hallstr?m,Director
The Hunger Games ,Gary Ross,Director
The Hunger Games: Catching Fire ,Francis Lawrence,Director
The Hunger Games: Mockingjay - Part 1 ,Francis Lawrence,Director
The Hunger Games: Mockingjay - Part 2 ,Francis Lawrence,Director
The Hunt ,Thomas Vinterberg,Director
The Hunt for Red October ,John McTiernan,Director
The Hunted ,William Friedkin,Director
The Hunting Party ,Richard Shepard,Director
The Huntsman: Winter's War ,Cedric Nicolas-Troyan,Director
The Hurricane ,Norman Jewison,Director
The Hurt Locker ,Kathryn Bigelow,Director
The Hustler ,Robert Rossen,Director
The I Inside ,Roland Suso Richter,Director
The Ice Pirates ,Stewart Raffill,Director
The Ice Storm ,Ang Lee,Director
The Iceman ,Ariel Vromen,Director
The Ides of March ,George Clooney,Director
The Illusionist ,Neil Burger,Director
The Illusionist ,Neil Burger,Director
The Image Revolution ,Patrick Meaney,Director
The Imaginarium of Doctor Parnassus ,Terry Gilliam,Director
The Imitation Game ,Morten Tyldum,Director
The Immigrant ,James Gray,Director
The Importance of Being Earnest ,Oliver Parker,Director
The Impossible ,J.A. Bayona,Director
The In Crowd ,Mary Lambert,Director
The Incredible Burt Wonderstone ,Don Scardino,Director
The Incredible Hulk ,Louis Leterrier,Director
The Incredibles ,Brad Bird,Director
The Incredibly True Adventure of Two Girls in Love ,Maria Maggenti,Director
The Indian in the Cupboard ,Frank Oz,Director
The Infiltrator ,Brad Furman,Director
The Informant! ,Steven Soderbergh,Director
The Informers ,Gregor Jordan,Director
The Inkwell ,Matty Rich,Director
The Innkeepers ,Ti West,Director
The Insider ,Michael Mann,Director
The Intern ,Nancy Meyers,Director
The International ,Tom Tykwer,Director
The Internship ,Shawn Levy,Director
The Interpreter ,Sydney Pollack,Director
The Interview ,Evan Goldberg,Director
The Invasion ,Oliver Hirschbiegel,Director
The Invention of Lying ,Ricky Gervais,Director
The Iron Giant ,Brad Bird,Director
The Iron Lady ,Phyllida Lloyd,Director
The Island ,Michael Bay,Director
The Island ,Michael Bay,Director
The Island of Dr. Moreau ,John Frankenheimer,Director
The Italian Job ,F. Gary Gray,Director
The Jackal ,Michael Caton-Jones,Director
The Jacket ,John Maybury,Director
The Janky Promoters ,Marcus Raboy,Director
The Jerky Boys ,James Melkonian,Director
The Jimmy Show ,Frank Whaley,Director
The Joneses ,Derrick Borte,Director
The Judge ,David Dobkin,Director
The Jungle Book ,Jon Favreau,Director
The Jungle Book ,Jon Favreau,Director
The Jungle Book 2 ,Steve Trenbirth,Director
The Juror ,Brian Gibson,Director
The Karate Kid ,John G. Avildsen,Director
The Karate Kid ,John G. Avildsen,Director
The Kentucky Fried Movie ,John Landis,Director
The Kid ,Jon Turteltaub,Director
The Kids Are All Right ,Lisa Cholodenko,Director
The Killer Inside Me ,Michael Winterbottom,Director
The King of Najayo ,Fernando Baez Mella,Director
The Kingdom ,Peter Berg,Director
The King's Speech ,Tom Hooper,Director
The Kite Runner ,Marc Forster,Director
The Knife of Don Juan ,Tom Sanchez,Director
The Ladies Man ,Reginald Hudlin,Director
The Lady from Shanghai ,Orson Welles,Director
The Ladykillers ,Ethan Coen,Director
The Lake House ,Alejandro Agresti,Director
The Land Before Time ,Don Bluth,Director
The Land Girls ,David Leland,Director
The Last Airbender ,M. Night Shyamalan,Director
The Last Big Thing ,Dan Zukovic,Director
The Last Castle ,Rod Lurie,Director
The Last Days on Mars ,Ruairi Robinson,Director
The Last Dragon ,Michael Schultz,Director
The Last Emperor ,Bernardo Bertolucci,Director
The Last Exorcism ,Daniel Stamm,Director
The Last Exorcism Part II ,Ed Gass-Donnelly,Director
The Last Five Years ,Richard LaGravenese,Director
The Last Godfather ,Hyung-rae Shim,Director
The Last House on the Left ,Dennis Iliadis,Director
The Last House on the Left ,Dennis Iliadis,Director
The Last King of Scotland ,Kevin Macdonald,Director
The Last Legion ,Doug Lefler,Director
The Last of the Mohicans ,Michael Mann,Director
The Last Samurai ,Edward Zwick,Director
The Last Shot ,Jeff Nathanson,Director
The Last Sin Eater ,Michael Landon Jr.,Director
The Last Song ,Julie Anne Robinson,Director
The Last Stand ,Jee-woon Kim,Director
The Last Station ,Michael Hoffman,Director
The Last Temptation of Christ ,Martin Scorsese,Director
The Last Time I Committed Suicide ,Stephen Kay,Director
The Last Waltz ,Martin Scorsese,Director
The Last Witch Hunter ,Breck Eisner,Director
The Lawnmower Man ,Brett Leonard,Director
The Lazarus Effect ,David Gelb,Director
The League of Extraordinary Gentlemen ,Stephen Norrington,Director
The Legend of Bagger Vance ,Robert Redford,Director
The Legend of Drunken Master ,Chia-Liang Liu,Director
The Legend of God's Gun ,Mike Bruce,Director
The Legend of Hell's Gate: An American Conspiracy ,Tanner Beard,Director
The Legend of Hercules ,Renny Harlin,Director
The Legend of Suriyothai ,Chatrichalerm Yukol,Director
The Legend of Tarzan ,David Yates,Director
The Legend of Tarzan ,David Yates,Director
The Legend of the Lone Ranger ,William A. Fraker,Director
The Legend of Zorro ,Martin Campbell,Director
The Lego Movie ,Phil Lord,Director
The Libertine ,Laurence Dunmore,Director
The Life Aquatic with Steve Zissou ,Wes Anderson,Director
The Life Before Her Eyes ,Vadim Perelman,Director
The Life of David Gale ,Alan Parker,Director
The Limey ,Steven Soderbergh,Director
The Lincoln Lawyer ,Brad Furman,Director
The Lion King ,Roger Allers,Director
The Lion of Judah ,Deryck Broom,Director
The Little Ponderosa Zoo ,Luke Dye,Director
The Little Prince ,Mark Osborne,Director
The Little Vampire ,Uli Edel,Director
The Lives of Others ,Florian Henckel von Donnersmarck,Director
The Living Daylights ,John Glen,Director
The Living Wake ,Sol Tryon,Director
The Lizzie McGuire Movie ,Jim Fall,Director
The Lone Ranger ,Gore Verbinski,Director
The Long Kiss Goodnight ,Renny Harlin,Director
The Long Riders ,Walter Hill,Director
The Longest Day ,Ken Annakin,Director
The Longest Ride ,George Tillman Jr.,Director
The Longest Yard ,Peter Segal,Director
The Longshots ,Fred Durst,Director
The Looking Glass ,John D. Hancock,Director
The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,Director
The Lord of the Rings: The Return of the King ,Peter Jackson,Director
The Lord of the Rings: The Two Towers ,Peter Jackson,Director
The Lords of Salem ,Rob Zombie,Director
The Losers ,Sylvain White,Director
The Loss of Sexual Innocence ,Mike Figgis,Director
The Lost Boys ,Joel Schumacher,Director
The Lost City ,Andy Garcia,Director
The Lost Medallion: The Adventures of Billy Stone ,Bill Muir,Director
The Lost Skeleton of Cadavra ,Larry Blamire,Director
The Lost Weekend ,Billy Wilder,Director
The Lost World: Jurassic Park ,Steven Spielberg,Director
The Love Guru ,Marco Schnabel,Director
The Love Letter ,Dan Curtis,Director
The Love Letter ,Dan Curtis,Director
The Loved Ones ,Sean Byrne,Director
The Lovely Bones ,Peter Jackson,Director
The Lovely Bones ,Peter Jackson,Director
The Lovers ,Roland Joff?,Director
The Lovers ,Roland Joff?,Director
The Lucky One ,Scott Hicks,Director
The Lucky Ones ,Neil Burger,Director
The Lunchbox ,Ritesh Batra,Director
The Machinist ,Brad Anderson,Director
The Magic Flute ,Kenneth Branagh,Director
The Magic Sword: Quest for Camelot ,Frederik Du Chau,Director
The Maid's Room ,Michael Walker,Director
The Majestic ,Frank Darabont,Director
The Man ,Les Mayfield,Director
The Man from Earth ,Richard Schenkman,Director
The Man from Snowy River ,George Miller,Director
The Man from U.N.C.L.E. ,Guy Ritchie,Director
The Man in the Iron Mask ,Randall Wallace,Director
The Man Who Knew Too Little ,Jon Amiel,Director
The Man Who Shot Liberty Valance ,John Ford,Director
The Man with the Golden Gun ,Guy Hamilton,Director
The Man with the Iron Fists ,RZA,Director
The Manchurian Candidate ,Jonathan Demme,Director
The Marine ,John Bonito,Director
The Marine 4: Moving Target ,William Kaufman,Director
The Martian ,Ridley Scott,Director
The Mask ,Chuck Russell,Director
The Mask of Zorro ,Martin Campbell,Director
The Masked Saint ,Warren P. Sonoda,Director
The Master ,Paul Thomas Anderson,Director
The Master of Disguise ,Perry Andelin Blake,Director
The Matador ,Richard Shepard,Director
The Matrix ,Lana Wachowski,Director
The Matrix Reloaded ,Lana Wachowski,Director
The Matrix Revolutions ,Lana Wachowski,Director
The Maze Runner ,Wes Ball,Director
The Mechanic ,Simon West,Director
The Medallion ,Gordon Chan,Director
The Men Who Stare at Goats ,Grant Heslov,Director
The Merchant of Venice ,Michael Radford,Director
The Messenger ,Oren Moverman,Director
The Messenger: The Story of Joan of Arc ,Luc Besson,Director
The Mexican ,Gore Verbinski,Director
The Midnight Meat Train ,Ry?hei Kitamura,Director
The Mighty ,Peter Chelsom,Director
The Mighty Ducks ,Stephen Herek,Director
The Mighty Macs ,Tim Chambers,Director
The Mirror Has Two Faces ,Barbra Streisand,Director
The Misfits ,John Huston,Director
The Missing Person ,Noah Buschel,Director
The Mist ,Frank Darabont,Director
The Molly Maguires ,Martin Ritt,Director
The Mongol King ,Anthony Vallone,Director
The Monuments Men ,George Clooney,Director
The Mortal Instruments: City of Bones ,Harald Zwart,Director
The Motel ,Michael Kang,Director
The Mothman Prophecies ,Mark Pellington,Director
The Mudge Boy ,Michael Burke,Director
The Mummy Returns ,Stephen Sommers,Director
The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,Director
The Muppet Christmas Carol ,Brian Henson,Director
The Muppet Movie ,James Frawley,Director
The Muppets ,James Bobin,Director
The Muse ,Albert Brooks,Director
The Musketeer ,Peter Hyams,Director
The Naked Ape ,Daniel Mellitz,Director
The Naked Gun 2 : The Smell of Fear ,David Zucker,Director
The Names of Love ,Michel Leclerc,Director
The Namesake ,Mira Nair,Director
The Nativity Story ,Catherine Hardwicke,Director
The Negotiator ,F. Gary Gray,Director
The Neon Demon ,Nicolas Winding Refn,Director
The Net ,Irwin Winkler,Director
The NeverEnding Story ,Wolfgang Petersen,Director
The New Guy ,Ed Decter,Director
The New World ,Terrence Malick,Director
The Newton Boys ,Richard Linklater,Director
The Next Best Thing ,John Schlesinger,Director
The Next Three Days ,Paul Haggis,Director
The Night Listener ,Patrick Stettner,Director
The Night Visitor ,Laslo Benedek,Director
The Ninth Gate ,Roman Polanski,Director
The Notebook ,Nick Cassavetes,Director
The November Man ,Roger Donaldson,Director
The Number 23 ,Joel Schumacher,Director
The Nun's Story ,Fred Zinnemann,Director
The Nut Job ,Peter Lepeniotis,Director
The Nutcracker ,Emile Ardolino,Director
The Nutcracker in 3D ,Andrey Konchalovskiy,Director
The Nutty Professor ,Tom Shadyac,Director
The Object of My Affection ,Nicholas Hytner,Director
The Odd Life of Timothy Green ,Peter Hedges,Director
The Oh in Ohio ,Billy Kent,Director
The Omega Code ,Robert Marcarelli,Director
The Omen ,Richard Donner,Director
The Omen ,Richard Donner,Director
The One ,James Wong,Director
The Oogieloves in the Big Balloon Adventure ,Matthew Diamond,Director
The Open Road ,Michael Meredith,Director
The Opposite Sex ,Jennifer Finnigan,Director
The Order ,Brian Helgeland,Director
The Original Kings of Comedy ,Spike Lee,Director
The Orphanage ,J.A. Bayona,Director
The Other Boleyn Girl ,Justin Chadwick,Director
The Other Dream Team ,Marius A. Markevicius,Director
The Other End of the Line ,James Dodson,Director
The Other Guys ,Adam McKay,Director
The Other Side of Heaven ,Mitch Davis,Director
The Other Woman ,Nick Cassavetes,Director
The Others ,Alejandro Amen?bar,Director
The Out-of-Towners ,Sam Weisman,Director
The Outrageous Sophie Tucker ,William Gazecki,Director
The Outsiders ,Francis Ford Coppola,Director
The Oxford Murders ,?lex de la Iglesia,Director
The Pacifier ,Adam Shankman,Director
The Painted Veil ,John Curran,Director
The Pallbearer ,Matt Reeves,Director
The Party's Over ,Guy Hamilton,Director
The Passion of the Christ ,Mel Gibson,Director
The Past is a Grotesque Animal ,Jason Miller,Director
The Patriot ,Roland Emmerich,Director
The Peacemaker ,Mimi Leder,Director
The Peanuts Movie ,Steve Martino,Director
The Pelican Brief ,Alan J. Pakula,Director
The Perez Family ,Mira Nair,Director
The Perfect Game ,William Dear,Director
The Perfect Host ,Nick Tomnay,Director
The Perfect Man ,Mark Rosman,Director
The Perfect Match ,Bille Woodruff,Director
The Perfect Storm ,Wolfgang Petersen,Director
The Perfect Wave ,Bruce Macdonald,Director
The Perks of Being a Wallflower ,Stephen Chbosky,Director
The Pet ,D. Stevens,Director
The Phantom ,Simon Wincer,Director
The Phantom of the Opera ,Joel Schumacher,Director
The Pianist ,Roman Polanski,Director
The Piano ,Jane Campion,Director
The Pink Panther ,Shawn Levy,Director
The Pirate ,Vincente Minnelli,Director
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Mike Nawrocki,Director
The Pirates! Band of Misfits ,Peter Lord,Director
The Place Beyond the Pines ,Derek Cianfrance,Director
The Players Club ,Ice Cube,Director
The Pledge ,Sean Penn,Director
The Poker House ,Lori Petty,Director
The Polar Express ,Robert Zemeckis,Director
The Possession ,Ole Bornedal,Director
The Possession ,Ole Bornedal,Director
The Postman ,Kevin Costner,Director
The Postman Always Rings Twice ,Bob Rafelson,Director
The Prestige ,Christopher Nolan,Director
The Prince ,Brian A Miller,Director
The Prince and Me ,Martha Coolidge,Director
The Prince of Egypt ,Brenda Chapman,Director
The Prince of Tides ,Barbra Streisand,Director
The Princess and the Cobbler ,Richard Williams,Director
The Princess and the Frog ,Ron Clements,Director
The Princess Bride ,Rob Reiner,Director
The Princess Diaries ,Garry Marshall,Director
The Princess Diaries 2: Royal Engagement ,Garry Marshall,Director
The Prisoner of Zenda ,John Cromwell,Director
The Producers ,Susan Stroman,Director
The Promise ,Kaige Chen,Director
The Prophecy ,Gregory Widen,Director
The Proposal ,Anne Fletcher,Director
The Proposition ,John Hillcoat,Director
The Protector ,Prachya Pinkaew,Director
The Puffy Chair ,Jay Duplass,Director
The Punisher ,Jonathan Hensleigh,Director
The Purge ,James DeMonaco,Director
The Purge: Anarchy ,James DeMonaco,Director
The Purge: Election Year ,James DeMonaco,Director
The Pursuit of D.B. Cooper ,Roger Spottiswoode,Director
The Pursuit of Happyness ,Gabriele Muccino,Director
The Queen ,Stephen Frears,Director
The Quick and the Dead ,Sam Raimi,Director
The Quiet ,Jamie Babbit,Director
The Quiet American ,Phillip Noyce,Director
The R.M. ,Kurt Hale,Director
The Rage: Carrie 2 ,Katt Shea,Director
The Raid: Redemption ,Gareth Evans,Director
The Railway Man ,Jonathan Teplitzky,Director
The Rainmaker ,Francis Ford Coppola,Director
The Raven ,James McTeigue,Director
The Reader ,Stephen Daldry,Director
The Real Cancun ,Rick de Oliveira,Director
The Reaping ,Stephen Hopkins,Director
The Red Violin ,Fran?ois Girard,Director
The Reef ,Andrew Traucki,Director
The Relic ,Peter Hyams,Director
The Remains of the Day ,James Ivory,Director
The Replacement Killers ,Antoine Fuqua,Director
The Replacements ,Howard Deutch,Director
The Return ,Andrey Zvyagintsev,Director
The Return of the Living Dead ,Dan O'Bannon,Director
The Return of the Living Dead ,Dan O'Bannon,Director
The Return of the Pink Panther ,Blake Edwards,Director
The Revenant ,Alejandro G. I??rritu,Director
The Ridges ,Brandon Landers,Director
The Ridiculous 6 ,Frank Coraci,Director
The Right Stuff ,Philip Kaufman,Director
The Ring Two ,Hideo Nakata,Director
The Rise of the Krays ,Zackary Adler,Director
The Rite ,Mikael H?fstr?m,Director
The River Wild ,Curtis Hanson,Director
The Road ,John Hillcoat,Director
The Road to El Dorado ,Bibo Bergeron,Director
The Robe ,Henry Koster,Director
The Rock ,Michael Bay,Director
The Rocker ,Peter Cattaneo,Director
The Rocket: The Legend of Rocket Richard ,Charles Binam?,Director
The Rookie ,John Lee Hancock,Director
The Roommate ,Christian E. Christiansen,Director
The Rose ,Mark Rydell,Director
The Royal Tenenbaums ,Wes Anderson,Director
The Rugrats Movie ,Igor Kovalyov,Director
The Ruins ,Carter Smith,Director
The Rules of Attraction ,Roger Avary,Director
The Runaways ,Floria Sigismondi,Director
The Rundown ,Peter Berg,Director
The Running Man ,Paul Michael Glaser,Director
The Saint ,Phillip Noyce,Director
The Salon ,Mark Brown,Director
The Salton Sea ,D.J. Caruso,Director
The Santa Clause ,John Pasquin,Director
The Santa Clause 2 ,Michael Lembeck,Director
The Savages ,Tamara Jenkins,Director
The Scarlet Letter ,Roland Joff?,Director
The Scorch Trials ,Wes Ball,Director
The Score ,Frank Oz,Director
The Scorpion King ,Chuck Russell,Director
The Sea Inside ,Alejandro Amen?bar,Director
The Second Best Exotic Marigold Hotel ,John Madden,Director
The Second Mother ,Anna Muylaert,Director
The Secret in Their Eyes ,Juan Jos? Campanella,Director
The Secret Life of Bees ,Gina Prince-Bythewood,Director
The Secret Life of Pets ,Yarrow Cheney,Director
The Secret Life of Walter Mitty ,Ben Stiller,Director
The Secret of Kells ,Tomm Moore,Director
The Sentinel ,Clark Johnson,Director
The Sessions ,Ben Lewin,Director
The Shadow ,Russell Mulcahy,Director
The Shaggy Dog ,Brian Robbins,Director
The Shallows ,Jaume Collet-Serra,Director
The Shawshank Redemption ,Frank Darabont,Director
The Shining ,Stanley Kubrick,Director
The Shipping News ,Lasse Hallstr?m,Director
The Siege ,Edward Zwick,Director
The Signal ,William Eubank,Director
The Silence of the Lambs ,Jonathan Demme,Director
The Simpsons Movie ,David Silverman,Director
The Singing Detective ,Keith Gordon,Director
The Singles Ward ,Kurt Hale,Director
The Sisterhood of Night ,Caryn Waechter,Director
The Sisterhood of the Traveling Pants ,Ken Kwapis,Director
The Sisterhood of the Traveling Pants 2 ,Sanaa Hamri,Director
The Sitter ,David Gordon Green,Director
The Sixth Sense ,M. Night Shyamalan,Director
The Skeleton Key ,Iain Softley,Director
The Skeleton Twins ,Craig Johnson,Director
The Skulls ,Rob Cohen,Director
The Slaughter Rule ,Alex Smith,Director
The Sleepwalker ,Mona Fastvold,Director
The Smurfs ,Raja Gosnell,Director
The Smurfs 2 ,Raja Gosnell,Director
The Social Network ,David Fincher,Director
The Soloist ,Joe Wright,Director
The Son of No One ,Dito Montiel,Director
The Sorcerer's Apprentice ,Jon Turteltaub,Director
The Sound and the Shadow ,Justin Paul Miller,Director
The Sound of Music ,Robert Wise,Director
The Spanish Prisoner ,David Mamet,Director
The Specialist ,Luis Llosa,Director
The Specials ,Craig Mazin,Director
The Spectacular Now ,James Ponsoldt,Director
The Spiderwick Chronicles ,Mark Waters,Director
The Spirit ,Frank Miller,Director
The SpongeBob Movie: Sponge Out of Water ,Paul Tibbitt,Director
The SpongeBob SquarePants Movie ,Stephen Hillenburg,Director
The Spy Next Door ,Brian Levant,Director
The Spy Who Loved Me ,Lewis Gilbert,Director
The Square ,Jehane Noujaim,Director
The Squid and the Whale ,Noah Baumbach,Director
The Statement ,Norman Jewison,Director
The Station Agent ,Tom McCarthy,Director
The Stepfather ,Nelson McCormick,Director
The Stepford Wives ,Frank Oz,Director
The Stewardesses ,Al Silliman Jr.,Director
The Sticky Fingers of Time ,Hilary Brougher,Director
The Sting ,George Roy Hill,Director
