movie_title,duration,gross,imdb_score,budget,title_year
The Equalizer,132,101530738.00,7.2,55000000.00,2014
The Evil Dead,96,,7.6,375000.00,1981
The Exorcism of Emily Rose,122,75072454.00,6.7,20000000.00,2005
The Exorcist,132,204565000.00,8,8000000.00,1973
The Expendables 2,103,85017401.00,6.7,92000000.00,2012
The Expendables 3,131,39292022.00,6.1,90000000.00,2014
The Expendables,113,102981571.00,6.5,80000000.00,2010
The Exploding Girl,79,24705.00,6.3,,2009
The Express,130,9589875.00,7.3,40000000.00,2008
The Extra Man,108,453079.00,5.9,7000000.00,2010
The Eye,92,31397498.00,5.4,12000000.00,2008
The Face of an Angel,101,,4.7,,2014
The Faculty,104,40064955.00,6.4,15000000.00,1998
The Fall of the Roman Empire,172,,6.7,19000000.00,1964
The Family Man,125,75764085.00,6.7,60000000.00,2000
The Family Stone,103,6061759.00,6.3,17000000.00,2005
The Family,60,,7.5,,
The Fan,116,18573791.00,5.8,55000000.00,1996
The Fast and the Furious: Tokyo Drift,104,62494975.00,6,85000000.00,2006
The Fast and the Furious,106,144512310.00,6.7,38000000.00,2001
The Fast and the Furious,106,144512310.00,6.7,38000000.00,2001
The Fast and the Furious,106,144512310.00,6.7,38000000.00,2001
The Fault in Our Stars,133,124868837.00,7.8,12000000.00,2014
The Fifth Element,126,63540020.00,7.7,93000000.00,1997
The Fifth Estate,128,3254172.00,6.2,28000000.00,2013
The Fighter,116,93571803.00,7.9,25000000.00,2010
The Final Destination,82,66466372.00,5.2,40000000.00,2009
The Finest Hours,117,27550735.00,6.8,,2016
The Firm,154,158348400.00,6.8,42000000.00,1993
The First Wives Club,103,105444419.00,6.2,26000000.00,1996
The Fisher King,137,41895491.00,7.6,24000000.00,1991
The Five-Year Engagement,131,28644770.00,6.2,30000000.00,2012
The Flintstones in Viva Rock Vegas,90,35231365.00,3.6,60000000.00,2000
The Flintstones,91,130512915.00,4.8,45000000.00,1994
The Flower of Evil,104,181798.00,6.6,,2003
The Flowers of War,146,9213.00,7.6,94000000.00,2011
The Fog,89,21378000.00,6.8,1000000.00,1980
The Fog,89,21378000.00,6.8,1000000.00,1980
The Following,43,,7.5,,
The Forbidden Kingdom,104,25040293.00,6.6,55000000.00,2008
The Forest,93,26583369.00,4.8,10000000.00,2016
The Forsaken,90,6755271.00,5.3,5000000.00,2001
The Fountain,96,10139254.00,7.3,35000000.00,2006
The Four Feathers,125,18306166.00,6.5,35000000.00,2002
The Four Seasons,107,,7.2,,1981
The Fourth Kind,98,25464480.00,5.9,10000000.00,2009
The FP,82,40557.00,5.6,60000.00,2011
The French Connection,104,,7.8,1800000.00,1971
The French Connection,104,,7.8,1800000.00,1971
The Front Page,105,,7.3,4000000.00,1974
The Frozen Ground,105,,6.4,27220000.00,2013
The Frozen,95,,4.4,250000.00,2012
The Fugitive,130,183875760.00,7.8,44000000.00,1993
The Full Monty,91,45857453.00,7.2,3500000.00,1997
The Full Monty,91,45857453.00,7.2,3500000.00,1997
The Funeral,99,1227324.00,6.6,12500000.00,1996
The Gallows,81,22757819.00,4.2,100000.00,2015
The Gambler,111,33631221.00,6,25000000.00,2014
The Gambler,111,33631221.00,6,25000000.00,2014
The Game of Their Lives,101,375474.00,6.2,20000000.00,2005
The Game Plan,110,90636983.00,6.2,22000000.00,2007
The Game,129,48265581.00,7.8,50000000.00,1997
The Gatekeepers,101,2408553.00,7.6,,2012
The General's Daughter,116,102678089.00,6.3,95000000.00,1999
The Geographer Drank His Globe Away,120,,7.5,4000000.00,2013
The Ghastly Love of Johnny X,106,2436.00,5.7,2000000.00,2012
The Ghost and the Darkness,110,38553833.00,6.8,55000000.00,1996
The Ghost Writer,128,15523168.00,7.2,45000000.00,2010
The Gift,108,43771291.00,7.1,5000000.00,2015
The Gift,108,43771291.00,7.1,5000000.00,2015
The Girl Next Door,110,14589444.00,6.8,25000000.00,2004
The Girl on the Train,105,2874.00,6,,2009
The Girl with the Dragon Tattoo,158,102515793.00,7.8,90000000.00,2011
The Girlfriend Experience,27,,7.3,,
The Giver,97,45089048.00,6.5,25000000.00,2014
The Glass House,106,17951431.00,5.8,30000000.00,2001
The Glimmer Man,91,20400913.00,5.3,45000000.00,1996
The Godfather: Part II,220,57300000.00,9,13000000.00,1974
The Godfather: Part III,170,66676062.00,7.6,54000000.00,1990
The Godfather,175,134821952.00,9.2,6000000.00,1972
The Golden Child,94,79817937.00,5.9,25000000.00,1986
The Golden Compass,113,70083519.00,6.1,180000000.00,2007
The Good Dinosaur,93,123070338.00,6.8,,2015
The Good German,105,1304837.00,6.1,32000000.00,2006
The Good Girl,93,14015786.00,6.5,5000000.00,2002
The Good Guy,90,100503.00,5.9,8000000.00,2009
The Good Heart,99,19959.00,6.9,3800000.00,2009
The Good Night,93,20380.00,5.9,15000000.00,2007
The Good Thief,109,3517797.00,6.6,25000000.00,2002
"The Good, the Bad and the Ugly",142,6100000.00,8.9,1200000.00,1966
"The Good, the Bad, the Weird",135,128486.00,7.3,10000000.00,2008
"The Goods: Live Hard, Sell Hard",89,15102127.00,5.8,,2009
The Grace Card,101,2428241.00,6.4,200000.00,2010
The Grand Budapest Hotel,99,59073773.00,8.1,25000000.00,2014
The Grand,60,,7.6,,
The Grandmaster,122,6594136.00,6.5,38600000.00,2013
The Great Beauty,172,2835886.00,7.7,9200000.00,2013
The Great Debaters,126,30226144.00,7.6,15000000.00,2007
The Great Escape,172,,8.3,4000000.00,1963
The Great Gatsby,143,144812796.00,7.3,105000000.00,2013
The Great Gatsby,143,144812796.00,7.3,105000000.00,2013
The Great Raid,132,10166502.00,6.7,80000000.00,2005
The Great Train Robbery,110,,7,6000000.00,1979
The Greatest Game Ever Played,120,15331289.00,7.5,,2005
The Greatest Movie Ever Sold,90,638476.00,6.6,1500000.00,2011
The Greatest Show on Earth,152,36000000.00,6.7,4000000.00,1952
The Greatest Story Ever Told,225,8000000.00,6.6,20000000.00,1965
The Greatest,96,115862.00,6.7,6000000.00,2009
The Green Hornet,119,98780042.00,5.8,120000000.00,2011
The Green Inferno,100,7186670.00,5.4,6000000.00,2013
The Green Mile,189,136801374.00,8.5,60000000.00,1999
The Grey,117,51533608.00,6.8,25000000.00,2011
The Grudge 2,137,39143839.00,5,20000000.00,2006
The Grudge,98,110175871.00,5.9,10000000.00,2004
The Guard,96,5359774.00,7.3,6000000.00,2011
The Guilt Trip,95,37101011.00,5.8,40000000.00,2012
The Gunman,115,10640645.00,5.8,40000000.00,2015
The Guru,94,3034181.00,5.4,11000000.00,2002
The Hadza: Last of the First,71,,7.4,650000.00,2014
The Hammer,88,442638.00,7.3,850000.00,2007
The Hangover Part II,102,254455986.00,6.5,80000000.00,2011
The Hangover,108,277313371.00,7.8,35000000.00,2009
The Happening,91,64505912.00,5,48000000.00,2008
The Harvest/La Cosecha,80,2245.00,7.2,560000.00,2011
The Hateful Eight,187,54116191.00,7.9,44000000.00,2015
The Haunted Mansion,88,75817994.00,4.9,90000000.00,2003
The Haunting in Connecticut 2: Ghosts of Georgia,101,,5.3,9000000.00,2013
The Haunting of Molly Hartley,82,13350177.00,3.8,5000000.00,2008
The Haunting,113,91188905.00,4.9,80000000.00,1999
The Heart of Me,96,196067.00,6.7,7000000.00,2002
The Heat,123,159578352.00,6.6,43000000.00,2013
The Hebrew Hammer,87,19539.00,6.2,1000000.00,2003
The Helix... Loaded,97,,1.9,1000000.00,2005
The Help,146,169705587.00,8.1,25000000.00,2011
The Hills Have Eyes II,89,20801344.00,5.1,15000000.00,2007
The Hills Have Eyes,108,41777564.00,6.4,15000000.00,2006
The History Boys,109,2706659.00,6.9,2000000.00,2006
The Hit List,90,,5.4,6000000.00,2011
The Hitchhiker's Guide to the Galaxy,109,51019112.00,6.8,50000000.00,2005
The Hoax,116,7156933.00,6.7,25000000.00,2006
The Hobbit: An Unexpected Journey,182,303001229.00,7.9,180000000.00,2012
The Hobbit: The Battle of the Five Armies,164,255108370.00,7.5,250000000.00,2014
The Hobbit: The Desolation of Smaug,186,258355354.00,7.9,225000000.00,2013
The Hole,92,,5.7,12000000.00,2009
The Holiday,138,63224849.00,6.9,85000000.00,2006
The Holy Girl,106,304124.00,6.7,1400000.00,2004
The Homesman,122,2428883.00,6.6,16000000.00,2014
The Honeymooners,30,,8.7,,
The Horror Network Vol. 1,97,,7.3,3000000.00,2015
The Horse Boy,93,155984.00,7.4,160000.00,2009
The Horse Whisperer,170,75370763.00,6.5,60000000.00,1998
The Horseman on the Roof,135,1877179.00,7.1,,1995
The Host,125,26616999.00,5.9,40000000.00,2013
The Host,110,2201412.00,7,12215500000.00,2006
The Hotel New Hampshire,109,5100000.00,6,7500000.00,1984
The Hours,114,41597830.00,7.6,25000000.00,2002
The House Bunny,97,48237389.00,5.5,25000000.00,2008
The House of Mirth,135,3041803.00,7.1,10000000.00,2000
The House of the Devil,95,100659.00,6.4,900000.00,2009
The Howling,91,17986000.00,6.6,1000000.00,1981
The Hudsucker Proxy,111,2869369.00,7.3,30000000.00,1994
The Hunchback of Notre Dame,91,100117603.00,6.9,100000000.00,1996
The Hundred-Foot Journey,122,54235441.00,7.3,22000000.00,2014
The Hunger Games: Catching Fire,146,424645577.00,7.6,130000000.00,2013
The Hunger Games: Mockingjay - Part 1,123,337103873.00,6.7,125000000.00,2014
The Hunger Games: Mockingjay - Part 2,137,281666058.00,6.6,160000000.00,2015
The Hunger Games,142,407999255.00,7.3,78000000.00,2012
The Hunt for Red October,135,122012643.00,7.6,30000000.00,1990
The Hunt,115,610968.00,8.3,3800000.00,2012
The Hunted,94,34238611.00,6,55000000.00,2003
The Hunting Party,101,876671.00,6.9,25000000.00,2007
The Huntsman: Winter's War,120,47952020.00,6.1,115000000.00,2016
The Hurricane,146,50668906.00,7.6,38000000.00,1999
The Hurt Locker,131,15700000.00,7.6,15000000.00,2008
The Hustler,134,,8,2000000.00,1961
The I Inside,90,,6.1,8800000.00,2004
The Ice Pirates,91,,5.7,9000000.00,1984
The Ice Storm,112,7837632.00,7.5,18000000.00,1997
The Iceman,106,1939441.00,6.9,10000000.00,2012
The Ides of March,101,40962534.00,7.1,12500000.00,2011
The Illusionist,110,39825798.00,7.6,16000000.00,2006
The Illusionist,110,39825798.00,7.6,16000000.00,2006
The Image Revolution,81,,7.4,50000.00,2014
The Imaginarium of Doctor Parnassus,123,7689458.00,6.8,40000000.00,2009
The Imitation Game,114,91121452.00,8.1,14000000.00,2014
The Immigrant,120,1984743.00,6.6,16000000.00,2013
The Importance of Being Earnest,97,8378141.00,6.9,15000000.00,2002
The Impossible,114,18996755.00,7.6,45000000.00,2012
The In Crowd,105,5217498.00,4.6,15000000.00,2000
The Inbetweeners,25,,8.4,,
The Incredible Burt Wonderstone,100,22525921.00,5.9,30000000.00,2013
The Incredible Hulk,135,134518390.00,6.8,150000000.00,2008
The Incredibles,115,261437578.00,8,92000000.00,2004
The Incredibly True Adventure of Two Girls in Love,94,1977544.00,6.5,250000.00,1995
The Indian in the Cupboard,96,35617599.00,5.9,45000000.00,1995
The Infiltrator,127,14946229.00,7.3,25000000.00,2016
The Informant!,108,33313582.00,6.5,21000000.00,2009
The Informers,98,,5.1,18000000.00,2008
The Inkwell,110,8880705.00,6.5,,1994
The Innkeepers,101,77501.00,5.5,750000.00,2011
The Insider,157,28965197.00,7.9,68000000.00,1999
The Intern,121,75274748.00,7.2,35000000.00,2015
The International,118,25450527.00,6.5,50000000.00,2009
The Internship,125,44665963.00,6.3,58000000.00,2013
The Interpreter,128,72515360.00,6.4,80000000.00,2005
The Interview,112,6105175.00,6.6,44000000.00,2014
The Invasion,99,15071514.00,5.9,80000000.00,2007
The Invention of Lying,100,18439082.00,6.4,18500000.00,2009
The Iron Giant,90,23159305.00,8,70000000.00,1999
The Iron Lady,105,29959436.00,6.4,13000000.00,2011
The Island of Dr. Moreau,99,27663982.00,4.4,40000000.00,1996
The Island,136,35799026.00,6.9,126000000.00,2005
The Island,136,35799026.00,6.9,126000000.00,2005
The Italian Job,111,106126012.00,7,60000000.00,2003
The Jackal,124,54910560.00,6.3,60000000.00,1997
The Jacket,94,6301131.00,7.1,29000000.00,2005
The Janky Promoters,85,,5.2,,2009
The Jerky Boys,82,7557877.00,4.6,,1995
The Jimmy Show,96,703.00,5.4,1500000.00,2001
The Joneses,96,1474508.00,6.5,5000000.00,2009
The Judge,141,47105085.00,7.4,50000000.00,2014
The Jungle Book 2,72,47887943.00,5.4,20000000.00,2003
The Jungle Book,106,362645141.00,7.8,175000000.00,2016
The Jungle Book,106,362645141.00,7.8,175000000.00,2016
The Juror,118,44834712.00,5.6,44000000.00,1996
The Karate Kid,126,90800000.00,7.2,8000000.00,1984
The Karate Kid,126,90800000.00,7.2,8000000.00,1984
The Kentucky Fried Movie,83,,6.5,650000.00,1977
The Kid,104,69688384.00,6.1,60000000.00,2000
The Kids Are All Right,106,20803237.00,7.1,3500000.00,2010
The Killer Inside Me,109,214966.00,6.1,13000000.00,2010
The King of Najayo,101,,6.9,500000.00,2012
The Kingdom,110,47456450.00,7.1,70000000.00,2007
The King's Speech,118,138795342.00,8,15000000.00,2010
The Kite Runner,128,15797907.00,7.6,20000000.00,2007
The Knife of Don Juan,110,3830.00,7.2,1200000.00,2013
The Ladies Man,84,13592872.00,5.1,11000000.00,2000
The Lady from Shanghai,92,7927.00,7.7,2300000.00,1947
The Ladykillers,104,39692139.00,6.2,35000000.00,2004
The Lake House,99,52320979.00,6.8,40000000.00,2006
The Land Before Time,69,48092846.00,7.3,12500000.00,1988
The Land Girls,111,146083.00,6.3,,1998
The Last Airbender,103,131564731.00,4.2,150000000.00,2010
The Last Big Thing,98,22434.00,6.9,,1996
The Last Castle,131,18208078.00,6.9,60000000.00,2001
The Last Days on Mars,98,23838.00,5.5,7000000.00,2013
The Last Dragon,109,33000000.00,6.9,10000000.00,1985
The Last Emperor,219,43984230.00,7.8,23000000.00,1987
The Last Exorcism Part II,93,15152879.00,4,5000000.00,2013
The Last Exorcism,87,40990055.00,5.6,1800000.00,2010
The Last Five Years,94,137945.00,5.9,,2014
The Last Godfather,100,163591.00,3.6,13400000.00,2010
The Last House on the Left,114,32721635.00,6.6,15000000.00,2009
The Last House on the Left,114,32721635.00,6.6,15000000.00,2009
The Last King of Scotland,121,17605861.00,7.7,6000000.00,2006
The Last Legion,102,5932060.00,5.4,35000000.00,2007
The Last of the Mohicans,117,72455275.00,7.8,40000000.00,1992
The Last Samurai,154,111110575.00,7.7,140000000.00,2003
The Last Shot,93,463730.00,5.7,,2004
The Last Sin Eater,117,379643.00,5.9,2200000.00,2007
The Last Song,107,62933793.00,5.8,20000000.00,2010
The Last Stand,107,12026670.00,6.4,45000000.00,2013
The Last Station,112,6615578.00,7,13000000.00,2009
The Last Temptation of Christ,164,8373585.00,7.6,7000000.00,1988
The Last Time I Committed Suicide,92,12836.00,5.8,4000000.00,1997
The Last Waltz,117,321952.00,8.2,,1978
The Last Witch Hunter,106,27356090.00,6,90000000.00,2015
The Lawnmower Man,140,32101000.00,5.4,10000000.00,1992
The Lazarus Effect,83,25799043.00,5.2,3300000.00,2015
The League of Extraordinary Gentlemen,110,66462600.00,5.8,78000000.00,2003
The Legend of Bagger Vance,126,30695227.00,6.7,60000000.00,2000
The Legend of Drunken Master,102,11546543.00,7.6,2000000.00,1994
The Legend of God's Gun,78,243768.00,4.1,30000.00,2007
The Legend of Hell's Gate: An American Conspiracy,108,,4.4,2000000.00,2011
The Legend of Hercules,99,18821279.00,4.2,70000000.00,2014
The Legend of Suriyothai,300,454255.00,6.6,400000000.00,2001
The Legend of Tarzan,110,124051759.00,6.6,180000000.00,2016
The Legend of Tarzan,110,124051759.00,6.6,180000000.00,2016
The Legend of the Lone Ranger,98,8000000.00,5,18000000.00,1981
The Legend of Zorro,129,45356386.00,5.9,75000000.00,2005
The Lego Movie,100,257756197.00,7.8,60000000.00,2014
The Libertine,114,4829497.00,6.4,,2004
The Life Aquatic with Steve Zissou,119,24006726.00,7.3,50000000.00,2004
The Life Before Her Eyes,90,303439.00,6.4,8000000.00,2007
The Life of David Gale,130,19593740.00,7.5,50000000.00,2003
The Limey,89,3193102.00,7.1,9000000.00,1999
The Lincoln Lawyer,118,57981889.00,7.3,40000000.00,2011
The Lion King,73,422783777.00,8.5,45000000.00,1994
The Lion of Judah,87,,3.7,15000000.00,2011
The Little Ponderosa Zoo,84,,5.2,500000.00,2016
The Little Prince,108,1339152.00,7.8,81200000.00,2015
The Little Vampire,95,13555988.00,5.7,22000000.00,2000
The Lives of Others,137,11284657.00,8.5,2000000.00,2006
The Living Daylights,130,51185897.00,6.7,30000000.00,1987
The Living Wake,91,12055.00,6.5,500000.00,2007
The Lizzie McGuire Movie,94,42672630.00,5.3,17000000.00,2003
The Lone Ranger,150,89289910.00,6.5,215000000.00,2013
The Long Kiss Goodnight,121,33328051.00,6.7,65000000.00,1996
The Long Riders,100,,7.1,10000000.00,1980
The Longest Day,178,,7.8,10000000.00,1962
The Longest Ride,128,37432299.00,7.1,34000000.00,2015
The Longest Yard,113,158115031.00,6.4,82000000.00,2005
The Longshots,94,11508423.00,5.1,23000000.00,2008
The Looking Glass,110,1711.00,6.6,,2015
The Lord of the Rings: The Fellowship of the Ring,171,313837577.00,8.8,93000000.00,2001
The Lord of the Rings: The Return of the King,192,377019252.00,8.9,94000000.00,2003
The Lord of the Rings: The Two Towers,172,340478898.00,8.7,94000000.00,2002
The Lords of Salem,101,1163508.00,5.1,2500000.00,2012
The Losers,97,23527955.00,6.4,25000000.00,2010
The Loss of Sexual Innocence,106,399793.00,5.4,4000000.00,1999
The Lost Boys,97,32222567.00,7.2,,1987
The Lost City,144,2483955.00,6.7,9600000.00,2005
The Lost Medallion: The Adventures of Billy Stone,97,549632.00,4.8,,2013
The Lost Skeleton of Cadavra,90,110536.00,7,40000.00,2001
The Lost Weekend,101,,8,1250000.00,1945
The Lost World: Jurassic Park,129,229074524.00,6.5,73000000.00,1997
The Love Guru,87,32178777.00,3.8,62000000.00,2008
The Love Letter,99,,7.4,,1998
The Love Letter,99,,7.4,,1998
The Loved Ones,84,,6.7,,2009
The Lovely Bones,135,43982842.00,6.7,65000000.00,2009
The Lovely Bones,135,43982842.00,6.7,65000000.00,2009
The Lovers,109,,4.5,,2015
The Lovers,109,,4.5,,2015
The Lucky One,101,60443237.00,6.5,25000000.00,2012
The Lucky Ones,115,183088.00,7,15000000.00,2008
The Lunchbox,104,4231500.00,7.8,1000000.00,2013
The Machinist,94,1082044.00,7.7,5000000.00,2004
The Magic Flute,135,,6.6,27000000.00,2006
The Magic Sword: Quest for Camelot,86,22717758.00,6.2,40000000.00,1998
The Maid's Room,98,,4.5,600000.00,2013
The Majestic,152,27796042.00,6.9,72000000.00,2001
The Man from Earth,87,,8,200000.00,2007
The Man from Snowy River,102,,7.3,3500000.00,1982
The Man from U.N.C.L.E.,116,45434443.00,7.3,75000000.00,2015
The Man in the Iron Mask,132,56876365.00,6.4,35000000.00,1998
The Man Who Knew Too Little,94,13801755.00,6.6,20000000.00,1997
The Man Who Shot Liberty Valance,113,,8.1,3200000.00,1962
The Man with the Golden Gun,125,21000000.00,6.8,13000000.00,1974
The Man with the Iron Fists,107,15608545.00,5.4,15000000.00,2012
The Man,83,8326035.00,5.5,33000000.00,2005
The Manchurian Candidate,129,65948711.00,6.6,80000000.00,2004
The Marine 4: Moving Target,90,,5.2,1950000.00,2015
The Marine,92,18843314.00,4.7,20000000.00,2006
The Martian,151,228430993.00,8.1,108000000.00,2015
The Mask of Zorro,136,93771072.00,6.7,65000000.00,1998
The Mask,114,119938730.00,6.9,18000000.00,1994
The Masked Saint,105,123777.00,4.7,3500000.00,2016
The Master of Disguise,80,40363530.00,3.3,16000000.00,2002
The Master,144,16377274.00,7.1,32000000.00,2012
The Matador,96,12570442.00,6.8,10000000.00,2005
The Matrix Reloaded,138,281492479.00,7.2,150000000.00,2003
The Matrix Revolutions,129,139259759.00,6.7,150000000.00,2003
The Matrix,136,171383253.00,8.7,63000000.00,1999
The Maze Runner,113,102413606.00,6.8,34000000.00,2014
The Mechanic,93,29113588.00,6.6,40000000.00,2011
The Medallion,108,22108977.00,5.2,41000000.00,2003
The Men Who Stare at Goats,94,32416109.00,6.2,25000000.00,2009
The Merchant of Venice,131,3752725.00,7.1,18000000.00,2004
The Messenger: The Story of Joan of Arc,158,14131298.00,6.4,390000000.00,1999
The Messenger,105,66637.00,7.2,6500000.00,2009
The Messengers,60,,6.6,,
The Mexican,123,66808615.00,6.1,34000000.00,2001
The Midnight Meat Train,103,73548.00,6.1,15000000.00,2008
The Mighty Ducks,100,50752337.00,6.4,10000000.00,1992
The Mighty Macs,99,1889522.00,6.5,7000000.00,2009
The Mighty,100,2643689.00,7.3,,1998
The Mirror Has Two Faces,122,41252428.00,6.5,42000000.00,1996
The Misfits,120,,7.4,4000000.00,1961
The Missing Person,95,17580.00,6.2,1500000.00,2009
The Missing,60,,8.1,,
The Mist,126,25592632.00,7.2,18000000.00,2007
The Molly Maguires,124,,6.9,11000000.00,1970
The Mongol King,84,,7.8,3250.00,2005
The Monuments Men,118,78031620.00,6.1,70000000.00,2014
The Mortal Instruments: City of Bones,130,31165421.00,6,60000000.00,2013
The Motel,75,47111.00,6.8,,2005
The Mothman Prophecies,119,35228696.00,6.5,32000000.00,2002
The Mudge Boy,94,,7.2,800000.00,2003
The Mummy Returns,130,202007640.00,6.3,98000000.00,2001
The Mummy: Tomb of the Dragon Emperor,112,102176165.00,5.2,145000000.00,2008
The Muppet Christmas Carol,89,27281507.00,7.7,12000000.00,1992
The Muppet Movie,95,76657000.00,7.7,,1979
The Muppets,103,88625922.00,7.1,45000000.00,2011
The Muse,97,11614236.00,5.6,15000000.00,1999
The Musketeer,104,27053815.00,4.7,40000000.00,2001
The Naked Ape,,,4.7,,2006
The Naked Gun 2: The Smell of Fear,85,86930411.00,6.8,23000000.00,1991
The Names of Love,100,513836.00,7.2,4600000.00,2010
The Namesake,122,13569248.00,7.6,,2006
The Nativity Story,101,37617947.00,6.8,30000000.00,2006
The Negotiator,140,44484065.00,7.3,50000000.00,1998
The Neon Demon,118,1330827.00,7,7000000.00,2016
The Net,114,50728000.00,5.8,22000000.00,1995
The NeverEnding Story,94,,7.4,27000000.00,1984
The New Guy,92,28972187.00,5.9,13000000.00,2002
The New World,150,12712093.00,6.7,30000000.00,2005
The Newton Boys,123,10297897.00,6,27000000.00,1998
The Next Best Thing,99,14983572.00,4.7,25000000.00,2000
The Next Three Days,133,21129348.00,7.4,35000000.00,2010
The Night Listener,81,7825820.00,5.9,4000000.00,2006
The Night Visitor,106,,6.8,,1971
The Ninth Gate,133,18653746.00,6.7,38000000.00,1999
The Notebook,123,64286.00,7.9,29000000.00,2004
The November Man,108,24984868.00,6.3,15000000.00,2014
The Number 23,98,35063732.00,6.4,32000000.00,2007
The Nun's Story,149,,7.6,3500000.00,1959
The Nut Job,85,64238770.00,5.8,42000000.00,2014
The Nutcracker in 3D,110,190562.00,4.4,90000000.00,2010
The Nutcracker,92,2119994.00,5.7,19000000.00,1993
The Nutty Professor,95,128769345.00,5.6,54000000.00,1996
The O.C.,44,,7.5,,
The Object of My Affection,111,29106737.00,6,15000000.00,1998
The Odd Life of Timothy Green,105,51853450.00,6.6,25000000.00,2012
The Oh in Ohio,88,,5.6,5000000.00,2006
The Omega Code,100,12610552.00,3.5,7500000.00,1999
The Omen,107,,7.6,2800000.00,1976
The Omen,107,,7.6,2800000.00,1976
The One,85,43905746.00,5.9,49000000.00,2001
The Oogieloves in the Big Balloon Adventure,88,1064277.00,6.7,20000000.00,2012
The Open Road,91,19348.00,5.5,10000000.00,2009
The Opposite Sex,97,,4.5,3300000.00,2014
The Order,102,7659747.00,5.1,38000000.00,2003
The Original Kings of Comedy,115,38168022.00,6.6,3000000.00,2000
The Orphanage,105,7159147.00,7.5,3400000.00,2007
The Other Boleyn Girl,115,26814957.00,6.7,35000000.00,2008
The Other Dream Team,89,133778.00,8.4,500000.00,2012
The Other End of the Line,106,115504.00,6.2,14000000.00,2008
The Other Guys,116,119219978.00,6.7,100000000.00,2010
The Other Side of Heaven,113,4720371.00,6.5,7000000.00,2001
The Other Woman,109,83906114.00,6,40000000.00,2014
The Others,101,96471845.00,7.6,17000000.00,2001
The Out-of-Towners,90,28535768.00,5.3,40000000.00,1999
The Outrageous Sophie Tucker,96,,7.2,500000.00,2014
The Outsiders,114,25600000.00,7.2,10000000.00,1983
The Oxford Murders,104,3607.00,6.1,10000000.00,2008
The Pacifier,95,113006880.00,5.5,56000000.00,2005
The Painted Veil,125,8047690.00,7.5,19400000.00,2006
The Pallbearer,98,,4.9,8000000.00,1996
The Party's Over,94,,7.3,,1965
The Passion of the Christ,120,499263.00,7.1,30000000.00,2004
The Past is a Grotesque Animal,77,,7.6,100000.00,2014
The Patriot,142,113330342.00,7.1,110000000.00,2000
The Peacemaker,124,41256277.00,5.9,50000000.00,1997
The Peanuts Movie,88,130174897.00,7.2,99000000.00,2015
The Pelican Brief,141,100768056.00,6.5,45000000.00,1993
The Perez Family,113,2832826.00,6.2,11000000.00,1995
The Perfect Game,118,1089445.00,7,12500000.00,2009
The Perfect Host,93,48430.00,6.8,500000.00,2010
The Perfect Man,100,16247775.00,5.5,25000000.00,2005
The Perfect Match,96,9658370.00,4.5,5000000.00,2016
The Perfect Storm,130,182618434.00,6.4,140000000.00,2000
The Perfect Wave,94,,4.7,4000000.00,2014
The Perks of Being a Wallflower,102,17738570.00,8,13000000.00,2012
The Pet,94,,3.9,1000000.00,2006
The Phantom of the Opera,143,51225796.00,7.4,70000000.00,2004
The Phantom,100,17300889.00,4.9,45000000.00,1996
The Pianist,150,32519322.00,8.5,35000000.00,2002
The Piano,121,40158000.00,7.6,7000000.00,1993
The Pink Panther,93,82226474.00,5.6,65000000.00,2006
The Pirate,102,2956000.00,7.1,3700000.00,1948
The Pirates Who Don't Do Anything: A VeggieTales Movie,85,12701880.00,5.7,15000000.00,2008
The Pirates! Band of Misfits,88,31051126.00,6.7,55000000.00,2012
The Place Beyond the Pines,140,21383298.00,7.3,15000000.00,2012
The Player,60,,7.1,,
The Players Club,104,23031390.00,5.6,4500000.00,1998
The Pledge,124,19719930.00,6.8,45000000.00,2001
The Poker House,93,,6.5,,2008
The Polar Express,100,665426.00,6.6,165000000.00,2004
The Possession,92,49122319.00,5.9,14000000.00,2012
The Possession,92,49122319.00,5.9,14000000.00,2012
The Postman Always Rings Twice,122,,6.6,12000000.00,1981
The Postman,177,17593391.00,6,80000000.00,1997
The Powerpuff Girls,30,,7.2,,
The Prestige,130,53082743.00,8.5,40000000.00,2006
The Prince and Me,111,28165882.00,5.9,,2004
The Prince of Egypt,99,101217900.00,7,70000000.00,1998
The Prince of Tides,132,74787599.00,6.6,30000000.00,1991
The Prince,93,,4.6,18000000.00,2014
The Princess and the Cobbler,80,669276.00,7.2,28000000.00,1993
The Princess and the Frog,97,104374107.00,7.1,105000000.00,2009
The Princess Bride,98,30857814.00,8.1,16000000.00,1987
The Princess Diaries 2: Royal Engagement,113,95149435.00,5.7,40000000.00,2004
The Princess Diaries,111,108244774.00,6.2,37000000.00,2001
The Prisoner of Zenda,101,,7.8,,1937
The Producers,134,19377727.00,6.4,45000000.00,2005
The Promise,103,668171.00,5.6,60000000.00,2005
The Prophecy,98,16115878.00,6.6,8000000.00,1995
The Proposal,108,163947053.00,6.7,40000000.00,2009
The Proposition,104,1900725.00,7.4,2000000.00,2005
The Protector,111,11905519.00,7.1,200000000.00,2005
The Puffy Chair,85,192467.00,6.6,15000.00,2005
The Punisher,140,33682273.00,6.5,33000000.00,2004
The Purge: Anarchy,103,71519230.00,6.5,9000000.00,2014
The Purge: Election Year,109,78845130.00,6.1,10000000.00,2016
