movie,cast,Role
The Devil's Tomb ,Ray Winstone,actor
The Diary of a Teenage Girl ,Alexander Skarsg?rd,actor
The Dictator ,Sayed Badreya,actor
The Dilemma ,Channing Tatum,actor
The Dirties ,Paul Daniel Ayotte,actor
The Divide ,Michael Biehn,actor
The Diving Bell and the Butterfly ,Emmanuelle Seigner,actor
The Dog Lover ,Lea Thompson,actor
The Doombolt Chase             ,Peter Vaughan,actor
The Doors ,Michael Wincott,actor
The Dress ,Rijk de Gooyer,actor
The Duchess ,Dominic Cooper,actor
The DUFF ,Bella Thorne,actor
The Dukes of Hazzard ,Alice Greczyn,actor
The East ,Alexander Skarsg?rd,actor
The Eclipse ,Aidan Quinn,actor
The Edge ,Anthony Hopkins,actor
The Egyptian ,Gene Tierney,actor
The Elephant Man ,Anthony Hopkins,actor
The Emperor's Club ,Gabriel Millman,actor
The Emperor's New Groove ,Eartha Kitt,actor
The End of the Affair ,Stephen Rea,actor
The English Patient ,Colin Firth,actor
The Equalizer ,Denzel Washington,actor
The Evil Dead ,Ted Raimi,actor
The Exorcism of Emily Rose ,Tom Wilkinson,actor
The Exorcist ,Ellen Burstyn,actor
The Expendables ,Jason Statham,actor
The Expendables 2 ,Jason Statham,actor
The Expendables 3 ,Jason Statham,actor
The Exploding Girl ,Zoe Kazan,actor
The Express ,Dennis Quaid,actor
The Extra Man ,Lynn Cohen,actor
The Eye ,Chlo? Grace Moretz,actor
The Face of an Angel ,Cara Delevingne,actor
The Faculty ,Jordana Brewster,actor
The Fall of the Roman Empire ,James Mason,actor
The Family             ,Zach Gilford,actor
The Family Man ,Nicolas Cage,actor
The Family Stone ,Craig T. Nelson,actor
The Fan ,Robert De Niro,actor
The Fast and the Furious ,Paul Walker,actor
The Fast and the Furious ,Paul Walker,actor
The Fast and the Furious ,Paul Walker,actor
The Fast and the Furious: Tokyo Drift ,Amber Stevens West,actor
The Fault in Our Stars ,Shailene Woodley,actor
The Fifth Element ,Milla Jovovich,actor
The Fifth Estate ,Benedict Cumberbatch,actor
The Fighter ,Christian Bale,actor
The Final Destination ,Krista Allen,actor
The Finest Hours ,Michael Raymond-James,actor
The Firm ,Tom Cruise,actor
The First Wives Club ,Stockard Channing,actor
The Fisher King ,Jeff Bridges,actor
The Five-Year Engagement ,Alison Brie,actor
The Flintstones ,Jonathan Winters,actor
The Flintstones in Viva Rock Vegas ,Taylor Negron,actor
The Flower of Evil ,Beno?t Magimel,actor
The Flowers of War ,Christian Bale,actor
The Fog ,Jamie Lee Curtis,actor
The Fog ,Jamie Lee Curtis,actor
The Following             ,Natalie Zea,actor
The Forbidden Kingdom ,Jet Li,actor
The Forest ,Eoin Macken,actor
The Forsaken ,Brendan Fehr,actor
The Fountain ,Hugh Jackman,actor
The Four Feathers ,Djimon Hounsou,actor
The Four Seasons ,Rita Moreno,actor
The Fourth Kind ,Milla Jovovich,actor
The FP ,Clifton Collins Jr.,actor
The French Connection ,Roy Scheider,actor
The French Connection ,Roy Scheider,actor
The Front Page ,Austin Pendleton,actor
The Frozen ,Noah Segan,actor
The Frozen Ground ,Nicolas Cage,actor
The Fugitive ,Harrison Ford,actor
The Full Monty ,Tom Wilkinson,actor
The Full Monty ,Tom Wilkinson,actor
The Funeral ,Isabella Rossellini,actor
The Gallows ,Pfeifer Brown,actor
The Gambler ,George Kennedy,actor
The Gambler ,George Kennedy,actor
The Game ,Deborah Kara Unger,actor
The Game of Their Lives ,Gerard Butler,actor
The Game Plan ,Dwayne Johnson,actor
The Gatekeepers ,Ami Ayalon,actor
The General's Daughter ,Daniel von Bargen,actor
The Geographer Drank His Globe Away ,Konstantin Khabenskiy,actor
The Ghastly Love of Johnny X ,Kate Maberly,actor
The Ghost and the Darkness ,Tom Wilkinson,actor
The Ghost Writer ,Jim Belushi,actor
The Gift ,Busy Philipps,actor
The Gift ,Busy Philipps,actor
The Girl Next Door ,Chris Marquette,actor
The Girl on the Train ,Catherine Deneuve,actor
The Girl with the Dragon Tattoo ,Robin Wright,actor
The Girlfriend Experience             ,Mary Lynn Rajskub,actor
The Giver ,Jeff Bridges,actor
The Glass House ,Chris Noth,actor
The Glimmer Man ,Alexa PenaVega,actor
The Godfather ,Al Pacino,actor
The Godfather: Part II ,Robert De Niro,actor
The Godfather: Part III ,Al Pacino,actor
The Golden Child ,Victor Wong,actor
The Golden Compass ,Christopher Lee,actor
The Good Dinosaur ,A.J. Buckley,actor
The Good German ,Tony Curran,actor
The Good Girl ,Jake Gyllenhaal,actor
The Good Guy ,Adrian Martinez,actor
The Good Heart ,Alice Olivia Clarke,actor
The Good Night ,Stephen Graham,actor
The Good Thief ,Emir Kusturica,actor
"The Good, the Bad and the Ugly ",Clint Eastwood,actor
"The Good, the Bad, the Weird ",Kang-ho Song,actor
"The Goods: Live Hard, Sell Hard ",Rob Riggle,actor
The Grace Card ,Michael Joiner,actor
The Grand             ,Susan Hampshire,actor
The Grand Budapest Hotel ,Bill Murray,actor
The Grandmaster ,Tony Chiu Wai Leung,actor
The Great Beauty ,Toni Servillo,actor
The Great Debaters ,Denzel Washington,actor
The Great Escape ,James Coburn,actor
The Great Gatsby ,Leonardo DiCaprio,actor
The Great Gatsby ,Leonardo DiCaprio,actor
The Great Raid ,James Franco,actor
The Great Train Robbery ,Lesley-Anne Down,actor
The Greatest ,Jennifer Ehle,actor
The Greatest Game Ever Played ,Stephen Dillane,actor
The Greatest Movie Ever Sold ,Quentin Tarantino,actor
The Greatest Show on Earth ,Gloria Grahame,actor
The Greatest Story Ever Told ,Martin Landau,actor
The Green Hornet ,Christoph Waltz,actor
The Green Inferno ,Daryl Sabara,actor
The Green Mile ,Tom Hanks,actor
The Grey ,Liam Neeson,actor
The Grudge ,Sarah Michelle Gellar,actor
The Grudge 2 ,Sarah Michelle Gellar,actor
The Guard ,Don Cheadle,actor
The Guilt Trip ,Miriam Margolyes,actor
The Gunman ,Ray Winstone,actor
The Guru ,Michael McKean,actor
The Hadza: Last of the First ,Alfre Woodard,actor
The Hammer ,John Enos III,actor
The Hangover ,Bradley Cooper,actor
The Hangover Part II ,Bradley Cooper,actor
The Happening ,Zooey Deschanel,actor
The Hateful Eight ,Craig Stark,actor
The Haunted Mansion ,Marsha Thomason,actor
The Haunting ,Liam Neeson,actor
The Haunting in Connecticut 2: Ghosts of Georgia ,Abigail Spencer,actor
The Haunting of Molly Hartley ,Jessica Lowndes,actor
The Heart of Me ,Olivia Williams,actor
The Heat ,Michael Rapaport,actor
The Hebrew Hammer ,Judy Greer,actor
The Helix... Loaded ,Scott Levy,actor
The Help ,Emma Stone,actor
The Hills Have Eyes ,Dan Byrd,actor
The Hills Have Eyes II ,Jeff Kober,actor
The History Boys ,Dominic Cooper,actor
The Hit List ,Drew Waters,actor
The Hitchhiker's Guide to the Galaxy ,Zooey Deschanel,actor
The Hoax ,Hope Davis,actor
The Hobbit: An Unexpected Journey ,Aidan Turner,actor
The Hobbit: The Battle of the Five Armies ,Aidan Turner,actor
The Hobbit: The Desolation of Smaug ,Aidan Turner,actor
The Hole ,Bruce Dern,actor
The Holiday ,Kate Winslet,actor
The Holy Girl ,M?a Maestro,actor
The Homesman ,Barry Corbin,actor
The Honeymooners             ,Jackie Gleason,actor
The Horror Network Vol. 1 ,Javier Botet,actor
The Horse Boy ,Temple Grandin,actor
The Horse Whisperer ,Scarlett Johansson,actor
The Horseman on the Roof ,Olivier Martinez,actor
The Host ,J.D. Evermore,actor
The Host ,Doona Bae,actor
The Hotel New Hampshire ,Joely Richardson,actor
The Hours ,Meryl Streep,actor
The House Bunny ,Emma Stone,actor
The House of Mirth ,Eric Stoltz,actor
The House of the Devil ,Lena Dunham,actor
The Howling ,Patrick Macnee,actor
The Hudsucker Proxy ,Jennifer Jason Leigh,actor
The Hunchback of Notre Dame ,Demi Moore,actor
The Hundred-Foot Journey ,Manish Dayal,actor
The Hunger Games ,Jennifer Lawrence,actor
The Hunger Games: Catching Fire ,Jennifer Lawrence,actor
The Hunger Games: Mockingjay - Part 1 ,Jennifer Lawrence,actor
The Hunger Games: Mockingjay - Part 2 ,Jennifer Lawrence,actor
The Hunt ,Thomas Bo Larsen,actor
The Hunt for Red October ,Scott Glenn,actor
The Hunted ,Connie Nielsen,actor
The Hunting Party ,James Brolin,actor
The Huntsman: Winter's War ,Chris Hemsworth,actor
The Hurricane ,Denzel Washington,actor
The Hurt Locker ,Jeremy Renner,actor
The Hustler ,George C. Scott,actor
The I Inside ,Stephen Graham,actor
The Ice Pirates ,Anjelica Huston,actor
The Ice Storm ,Joan Allen,actor
The Iceman ,Chris Evans,actor
The Ides of March ,Ryan Gosling,actor
The Illusionist ,Rufus Sewell,actor
The Illusionist ,Rufus Sewell,actor
The Image Revolution ,Taliesin Jaffe,actor
The Imaginarium of Doctor Parnassus ,Andrew Garfield,actor
The Imitation Game ,Benedict Cumberbatch,actor
The Immigrant ,Jeremy Renner,actor
The Importance of Being Earnest ,Colin Firth,actor
The Impossible ,Naomi Watts,actor
The In Crowd ,Matthew Settle,actor
The Inbetweeners             ,Simon Bird,actor
The Incredible Burt Wonderstone ,Steve Buscemi,actor
The Incredible Hulk ,Ty Burrell,actor
The Incredibles ,Holly Hunter,actor
The Incredibly True Adventure of Two Girls in Love ,Nicole Ari Parker,actor
The Indian in the Cupboard ,Steve Coogan,actor
The Infiltrator ,Joseph Gilgun,actor
The Informant! ,Matt Damon,actor
The Informers ,Austin Nichols,actor
The Inkwell ,Jada Pinkett Smith,actor
The Innkeepers ,Lena Dunham,actor
The Insider ,Al Pacino,actor
The Intern ,Robert De Niro,actor
The International ,Naomi Watts,actor
The Internship ,Josh Gad,actor
The Interpreter ,Curtiss Cook,actor
The Interview ,James Franco,actor
The Invasion ,Roger Rees,actor
The Invention of Lying ,Jennifer Garner,actor
The Iron Giant ,Vin Diesel,actor
The Iron Lady ,Meryl Streep,actor
The Island ,Scarlett Johansson,actor
The Island ,Scarlett Johansson,actor
The Island of Dr. Moreau ,Marlon Brando,actor
The Italian Job ,Jason Statham,actor
The Jackal ,J.K. Simmons,actor
The Jacket ,Jennifer Jason Leigh,actor
The Janky Promoters ,Mike Epps,actor
The Jerky Boys ,Vincent Pastore,actor
The Jimmy Show ,Lynn Cohen,actor
The Joneses ,Demi Moore,actor
The Judge ,Robert Downey Jr.,actor
The Jungle Book ,Scarlett Johansson,actor
The Jungle Book ,Scarlett Johansson,actor
The Jungle Book 2 ,Haley Joel Osment,actor
The Juror ,Joseph Gordon-Levitt,actor
The Karate Kid ,Martin Kove,actor
The Karate Kid ,Martin Kove,actor
The Kentucky Fried Movie ,David Zucker,actor
The Kid ,Bruce Willis,actor
The Kids Are All Right ,Josh Hutcherson,actor
The Killer Inside Me ,Liam Aiken,actor
The King of Najayo ,Manny Perez,actor
The Kingdom ,Jennifer Garner,actor
The King's Speech ,Colin Firth,actor
The Kite Runner ,Mustafa Haidari,actor
The Knife of Don Juan ,Nataniel S?nchez,actor
The Ladies Man ,Will Ferrell,actor
The Lady from Shanghai ,Rita Hayworth,actor
The Ladykillers ,J.K. Simmons,actor
The Lake House ,Keanu Reeves,actor
The Land Before Time ,Judith Barsi,actor
The Land Girls ,Anna Friel,actor
The Last Airbender ,Seychelle Gabriel,actor
The Last Big Thing ,Yul Vazquez,actor
The Last Castle ,Clifton Collins Jr.,actor
The Last Days on Mars ,Romola Garai,actor
The Last Dragon ,Mike Starr,actor
The Last Emperor ,Cary-Hiroyuki Tagawa,actor
The Last Exorcism ,Caleb Landry Jones,actor
The Last Exorcism Part II ,Muse Watson,actor
The Last Five Years ,Anna Kendrick,actor
The Last Godfather ,Jason Mewes,actor
The Last House on the Left ,Tony Goldwyn,actor
The Last House on the Left ,Tony Goldwyn,actor
The Last King of Scotland ,David Oyelowo,actor
The Last Legion ,Colin Firth,actor
The Last of the Mohicans ,Wes Studi,actor
The Last Samurai ,Tom Cruise,actor
The Last Shot ,Matthew Broderick,actor
The Last Sin Eater ,Henry Thomas,actor
The Last Song ,Kelly Preston,actor
The Last Stand ,Zach Gilford,actor
The Last Station ,David Masterson,actor
The Last Temptation of Christ ,Irvin Kershner,actor
The Last Time I Committed Suicide ,Keanu Reeves,actor
The Last Waltz ,Ringo Starr,actor
The Last Witch Hunter ,Vin Diesel,actor
The Lawnmower Man ,Jeff Fahey,actor
The Lazarus Effect ,Olivia Wilde,actor
The League of Extraordinary Gentlemen ,Jason Flemyng,actor
The Legend of Bagger Vance ,Matt Damon,actor
The Legend of Drunken Master ,Andy Lau,actor
The Legend of God's Gun ,Joseph Campanella,actor
The Legend of Hell's Gate: An American Conspiracy ,William McNamara,actor
The Legend of Hercules ,Roxanne McKee,actor
The Legend of Suriyothai ,Sarunyu Wongkrachang,actor
The Legend of Tarzan ,Christoph Waltz,actor
The Legend of Tarzan ,Christoph Waltz,actor
The Legend of the Lone Ranger ,Jason Robards,actor
The Legend of Zorro ,Michael Emerson,actor
The Lego Movie ,Morgan Freeman,actor
The Libertine ,Johnny Depp,actor
The Life Aquatic with Steve Zissou ,Bill Murray,actor
The Life Before Her Eyes ,Eva Amurri Martino,actor
The Life of David Gale ,Kevin Spacey,actor
The Limey ,Peter Fonda,actor
The Lincoln Lawyer ,Matthew McConaughey,actor
The Lion King ,Matthew Broderick,actor
The Lion of Judah ,Vic Mignogna,actor
The Little Ponderosa Zoo ,Mike Stanley,actor
The Little Prince ,Jeff Bridges,actor
The Little Vampire ,Richard E. Grant,actor
The Lives of Others ,Sebastian Koch,actor
The Living Daylights ,Joe Don Baker,actor
The Living Wake ,Jim Gaffigan,actor
The Lizzie McGuire Movie ,Clayton Snyder,actor
The Lone Ranger ,Johnny Depp,actor
The Long Kiss Goodnight ,Melina Kanakaredes,actor
The Long Riders ,Dennis Quaid,actor
The Longest Day ,Richard Burton,actor
The Longest Ride ,Tiago Riani,actor
The Longest Yard ,Adam Sandler,actor
The Longshots ,Tasha Smith,actor
The Looking Glass ,Trish Basinger,actor
The Lord of the Rings: The Fellowship of the Ring ,Christopher Lee,actor
The Lord of the Rings: The Return of the King ,Orlando Bloom,actor
The Lord of the Rings: The Two Towers ,Christopher Lee,actor
The Lords of Salem ,Sid Haig,actor
The Losers ,Chris Evans,actor
The Loss of Sexual Innocence ,Kelly Macdonald,actor
The Lost Boys ,Dianne Wiest,actor
The Lost City ,Danny Pino,actor
The Lost Medallion: The Adventures of Billy Stone ,Alex Kendrick,actor
The Lost Skeleton of Cadavra ,Fay Masterson,actor
The Lost Weekend ,Ray Milland,actor
The Lost World: Jurassic Park ,Ariana Richards,actor
The Love Guru ,Justin Timberlake,actor
The Love Letter ,Jennifer Jason Leigh,actor
The Love Letter ,Jennifer Jason Leigh,actor
The Loved Ones ,Robin McLeavy,actor
The Lovely Bones ,Michael Imperioli,actor
The Lovely Bones ,Michael Imperioli,actor
The Lovers ,Tamsin Egerton,actor
The Lovers ,Tamsin Egerton,actor
The Lucky One ,Blythe Danner,actor
The Lucky Ones ,John Heard,actor
The Lunchbox ,Nawazuddin Siddiqui,actor
The Machinist ,Christian Bale,actor
The Magic Flute ,Kim-Marie Woodhouse,actor
The Magic Sword: Quest for Camelot ,Gary Oldman,actor
The Maid's Room ,Paula Garc?s,actor
The Majestic ,Martin Landau,actor
The Man ,Miguel Ferrer,actor
The Man from Earth ,William Katt,actor
The Man from Snowy River ,Tony Bonner,actor
The Man from U.N.C.L.E. ,Henry Cavill,actor
The Man in the Iron Mask ,Leonardo DiCaprio,actor
The Man Who Knew Too Little ,Bill Murray,actor
The Man Who Shot Liberty Valance ,Lee Marvin,actor
The Man with the Golden Gun ,Christopher Lee,actor
The Man with the Iron Fists ,Rick Yune,actor
The Manchurian Candidate ,Denzel Washington,actor
The Marine ,Kelly Carlson,actor
The Marine 4: Moving Target ,Paul McGillion,actor
The Martian ,Matt Damon,actor
The Mask ,Peter Greene,actor
The Mask of Zorro ,Anthony Hopkins,actor
The Masked Saint ,Diahann Carroll,actor
The Master ,Mike Howard,actor
The Master of Disguise ,Jennifer Esposito,actor
The Matador ,Adam Scott,actor
The Matrix ,Keanu Reeves,actor
The Matrix Reloaded ,Steve Bastoni,actor
The Matrix Revolutions ,Essie Davis,actor
The Maze Runner ,Ki Hong Lee,actor
The Mechanic ,Jason Statham,actor
The Medallion ,Julian Sands,actor
The Men Who Stare at Goats ,Kevin Spacey,actor
The Merchant of Venice ,Al Pacino,actor
The Messenger ,Steve Buscemi,actor
The Messenger: The Story of Joan of Arc ,Paul Brooke,actor
The Messengers             ,Joel Courtney,actor
The Mexican ,J.K. Simmons,actor
The Midnight Meat Train ,Bradley Cooper,actor
The Mighty ,Kieran Culkin,actor
The Mighty Ducks ,Lane Smith,actor
The Mighty Macs ,Ellen Burstyn,actor
The Mirror Has Two Faces ,Jeff Bridges,actor
The Misfits ,Montgomery Clift,actor
The Missing             ,Jason Flemyng,actor
The Missing Person ,Merritt Wever,actor
The Mist ,Toby Jones,actor
The Molly Maguires ,Frank Finlay,actor
The Mongol King ,Richard Jewell,actor
The Monuments Men ,Bill Murray,actor
The Mortal Instruments: City of Bones ,Aidan Turner,actor
The Motel ,Samantha Futerman,actor
The Mothman Prophecies ,Debra Messing,actor
The Mudge Boy ,Zachary Knighton,actor
The Mummy Returns ,Dwayne Johnson,actor
The Mummy: Tomb of the Dragon Emperor ,Jet Li,actor
The Muppet Christmas Carol ,Steven Mackintosh,actor
The Muppet Movie ,Madeline Kahn,actor
The Muppets ,Bill Cobbs,actor
The Muse ,Jeff Bridges,actor
The Musketeer ,Catherine Deneuve,actor
The Naked Ape ,Corbin Bernsen,actor
The Naked Gun 2 : The Smell of Fear ,George Kennedy,actor
The Names of Love ,Sara Forestier,actor
The Namesake ,Jacinda Barrett,actor
The Nativity Story ,Keisha Castle-Hughes,actor
The Negotiator ,Kevin Spacey,actor
The Neon Demon ,Keanu Reeves,actor
The Net ,Ken Howard,actor
The NeverEnding Story ,Gerald McRaney,actor
The New Guy ,Zooey Deschanel,actor
The New World ,Christian Bale,actor
The Newton Boys ,Matthew McConaughey,actor
The Next Best Thing ,Mark Valley,actor
The Next Three Days ,Olivia Wilde,actor
The Night Listener ,Robin Williams,actor
The Night Visitor ,Liv Ullmann,actor
The Ninth Gate ,Johnny Depp,actor
The Notebook ,Ryan Gosling,actor
The November Man ,Luke Bracey,actor
The Number 23 ,Logan Lerman,actor
The Nun's Story ,Colleen Dewhurst,actor
The Nut Job ,Liam Neeson,actor
The Nutcracker ,Darci Kistler,actor
The Nutcracker in 3D ,Shirley Henderson,actor
The Nutty Professor ,Jada Pinkett Smith,actor
The O.C.             ,Peter Gallagher,actor
The Object of My Affection ,Liam Aiken,actor
The Odd Life of Timothy Green ,Jennifer Garner,actor
The Oh in Ohio ,Liza Minnelli,actor
The Omega Code ,George Coe,actor
The Omen ,Lee Remick,actor
The Omen ,Lee Remick,actor
The One ,Jason Statham,actor
The Oogieloves in the Big Balloon Adventure ,Chazz Palminteri,actor
The Open Road ,Jeff Bridges,actor
The Opposite Sex ,Geoff Stults,actor
The Order ,Heath Ledger,actor
The Original Kings of Comedy ,Bernie Mac,actor
The Orphanage ,Geraldine Chaplin,actor
The Other Boleyn Girl ,Natalie Portman,actor
The Other Dream Team ,Tommy Sheppard,actor
The Other End of the Line ,Larry Miller,actor
The Other Guys ,Dwayne Johnson,actor
The Other Side of Heaven ,Anne Hathaway,actor
The Other Woman ,Don Johnson,actor
The Others ,Fionnula Flanagan,actor
The Out-of-Towners ,Oliver Hudson,actor
The Outrageous Sophie Tucker ,Carol Channing,actor
The Outsiders ,Tom Cruise,actor
The Oxford Murders ,Jim Carter,actor
The Pacifier ,Vin Diesel,actor
The Painted Veil ,Toby Jones,actor
The Pallbearer ,Mark Margolis,actor
The Party's Over ,Oliver Reed,actor
The Passion of the Christ ,Christo Jivkov,actor
The Past is a Grotesque Animal ,Jon Brion,actor
The Patriot ,Heath Ledger,actor
The Peacemaker ,Armin Mueller-Stahl,actor
The Peanuts Movie ,Francesca Capaldi,actor
The Pelican Brief ,Denzel Washington,actor
The Perez Family ,Anjelica Huston,actor
The Perfect Game ,Clifton Collins Jr.,actor
The Perfect Host ,David Hyde Pierce,actor
The Perfect Man ,Ben Feldman,actor
The Perfect Match ,Donald Faison,actor
The Perfect Storm ,Karen Allen,actor
The Perfect Wave ,Rachel Hendrix,actor
The Perks of Being a Wallflower ,Logan Lerman,actor
The Pet ,Magi Avila,actor
The Phantom ,Cary-Hiroyuki Tagawa,actor
The Phantom of the Opera ,Gerard Butler,actor
The Pianist ,Emilia Fox,actor
The Piano ,Holly Hunter,actor
The Pink Panther ,Roger Rees,actor
The Pirate ,Gladys Cooper,actor
The Pirates Who Don't Do Anything: A VeggieTales Movie ,Yuri Lowenthal,actor
The Pirates! Band of Misfits ,Salma Hayek,actor
The Place Beyond the Pines ,Ryan Gosling,actor
The Player             ,Nick Wechsler,actor
The Players Club ,Bernie Mac,actor
The Pledge ,Costas Mandylor,actor
The Poker House ,Jennifer Lawrence,actor
The Polar Express ,Tom Hanks,actor
The Possession ,Kyra Sedgwick,actor
The Possession ,Kyra Sedgwick,actor
The Postman ,Olivia Williams,actor
The Postman Always Rings Twice ,Anjelica Huston,actor
The Powerpuff Girls             ,Elizabeth Daily,actor
The Prestige ,Christian Bale,actor
The Prince ,Bruce Willis,actor
The Prince and Me ,Devin Ratray,actor
The Prince of Egypt ,Martin Short,actor
The Prince of Tides ,George Carlin,actor
The Princess and the Cobbler ,Donald Pleasence,actor
The Princess and the Frog ,Oprah Winfrey,actor
The Princess Bride ,Robin Wright,actor
The Princess Diaries ,Anne Hathaway,actor
The Princess Diaries 2: Royal Engagement ,Anne Hathaway,actor
The Prisoner of Zenda ,David Niven,actor
The Producers ,Jon Lovitz,actor
The Promise ,Dong-gun Jang,actor
The Prophecy ,Viggo Mortensen,actor
The Proposal ,Ryan Reynolds,actor
The Proposition ,Ray Winstone,actor
The Protector ,Jon Foo,actor
The Puffy Chair ,Mark Duplass,actor
The Punisher ,Laura Harring,actor
The Purge ,Rhys Wakefield,actor
The Purge: Anarchy ,Noel Gugliemi,actor
The Purge: Election Year ,Frank Grillo,actor
The Pursuit of D.B. Cooper ,Robert Duvall,actor
The Pursuit of Happyness ,Will Smith,actor
The Queen ,Roger Allam,actor
The Quick and the Dead ,Leonardo DiCaprio,actor
The Quiet ,Katy Mixon,actor
The Quiet American ,Brendan Fraser,actor
The R.M. ,Kirby Heyborne,actor
The Rage: Carrie 2 ,Jason London,actor
The Raid: Redemption ,Iko Uwais,actor
The Railway Man ,Jeremy Irvine,actor
The Rainmaker ,Matt Damon,actor
The Raven ,Pam Ferris,actor
The Reader ,Kate Winslet,actor
The Real Cancun ,Laura Ramsey,actor
The Reaping ,Stephen Rea,actor
The Red Violin ,Johannes Silberschneider,actor
The Reef ,Damian Walshe-Howling,actor
The Relic ,John Kapelos,actor
The Remains of the Day ,Anthony Hopkins,actor
The Replacement Killers ,Mira Sorvino,actor
The Replacements ,Keanu Reeves,actor
The Return ,Konstantin Lavronenko,actor
The Return of the Living Dead ,Linnea Quigley,actor
The Return of the Living Dead ,Linnea Quigley,actor
The Return of the Pink Panther ,Burt Kwouk,actor
The Returned             ,Pierre Perrier,actor
The Revenant ,Leonardo DiCaprio,actor
The Ridges ,Robbie Barnes,actor
The Ridiculous 6 ,Taylor Lautner,actor
The Right Stuff ,Dennis Quaid,actor
The Ring Two ,Naomi Watts,actor
The Rise of the Krays ,Simon Merrells,actor
The Rite ,Anthony Hopkins,actor
The River Wild ,Meryl Streep,actor
The Road ,Viggo Mortensen,actor
The Road to El Dorado ,Frank Welker,actor
The Robe ,Richard Burton,actor
The Rock ,Nicolas Cage,actor
The Rocker ,Emma Stone,actor
The Rocket: The Legend of Rocket Richard ,Stephen McHattie,actor
The Rookie ,Dennis Quaid,actor
The Roommate ,Leighton Meester,actor
The Rose ,David Keith,actor
The Royal Tenenbaums ,Bill Murray,actor
The Rugrats Movie ,Elizabeth Daily,actor
The Ruins ,Laura Ramsey,actor
The Rules of Attraction ,Ian Somerhalder,actor
The Runaways ,Kristen Stewart,actor
The Rundown ,Dwayne Johnson,actor
The Running Man ,Yaphet Kotto,actor
The Saint ,Alun Armstrong,actor
The Salon ,Vivica A. Fox,actor
The Salton Sea ,Adam Goldberg,actor
The Santa Clause ,Judge Reinhold,actor
The Santa Clause 2 ,Judge Reinhold,actor
The Savages ,Philip Seymour Hoffman,actor
The Scarlet Letter ,Gary Oldman,actor
The Scorch Trials ,Ki Hong Lee,actor
The Score ,Robert De Niro,actor
The Scorpion King ,Dwayne Johnson,actor
The Sea Inside ,Bel?n Rueda,actor
The Second Best Exotic Marigold Hotel ,Tina Desai,actor
The Second Mother ,Alex Huszar,actor
The Secret             ,James Nesbitt,actor
The Secret in Their Eyes ,Ricardo Dar?n,actor
The Secret Life of Bees ,Nate Parker,actor
The Secret Life of Pets ,Steve Coogan,actor
The Secret Life of Walter Mitty ,Adam Scott,actor
The Secret of Kells ,Sean Lennon,actor
The Sentinel ,Blair Brown,actor
The Sessions ,W. Earl Brown,actor
The Shadow ,Jonathan Winters,actor
The Shaggy Dog ,Robert Downey Jr.,actor
The Shallows ,?scar Jaenada,actor
The Shawshank Redemption ,Morgan Freeman,actor
The Shining ,Scatman Crothers,actor
The Shipping News ,Kevin Spacey,actor
The Siege ,Denzel Washington,actor
The Signal ,Lin Shaye,actor
The Silence of the Lambs ,Anthony Hopkins,actor
The Simpsons Movie ,Albert Brooks,actor
The Singing Detective ,Robert Downey Jr.,actor
The Singles Ward ,Kirby Heyborne,actor
The Sisterhood of Night ,Laura Fraser,actor
The Sisterhood of the Traveling Pants ,Mike Vogel,actor
The Sisterhood of the Traveling Pants 2 ,America Ferrera,actor
The Sitter ,Ari Graynor,actor
The Sixth Sense ,Bruce Willis,actor
The Skeleton Key ,Gena Rowlands,actor
The Skeleton Twins ,Ty Burrell,actor
The Skulls ,Paul Walker,actor
The Slaughter Rule ,Ryan Gosling,actor
The Sleepwalker ,Christopher Abbott,actor
The Smurfs ,Mahadeo Shivraj,actor
The Smurfs 2 ,Jacob Tremblay,actor
The Social Network ,Andrew Garfield,actor
The Soloist ,Robert Downey Jr.,actor
The Son of No One ,Channing Tatum,actor
The Sorcerer's Apprentice ,Nicolas Cage,actor
The Sound and the Shadow ,Mary Kate Wiles,actor
The Sound of Music ,Eleanor Parker,actor
The Spanish Prisoner ,Ben Gazzara,actor
The Specialist ,Sylvester Stallone,actor
The Specials ,Judy Greer,actor
The Spectacular Now ,Shailene Woodley,actor
The Spiderwick Chronicles ,Martin Short,actor
The Spirit ,Scarlett Johansson,actor
The SpongeBob Movie: Sponge Out of Water ,Tim Conway,actor
The SpongeBob SquarePants Movie ,Scarlett Johansson,actor
The Spy Next Door ,Madeline Carroll,actor
The Spy Who Loved Me ,Caroline Munro,actor
The Square ,Khalid Abdalla,actor
The Squid and the Whale ,William Baldwin,actor
The Statement ,Charlotte Rampling,actor
The Station Agent ,Peter Dinklage,actor
The Stepfather ,Sela Ward,actor
The Stepford Wives ,Jon Lovitz,actor
The Stewardesses ,Christina Hart,actor
The Sticky Fingers of Time ,James Urbaniak,actor
The Sting ,Eileen Brennan,actor
The Story of Us ,Bruce Willis,actor
The Straight Story ,Sissy Spacek,actor
The Streets of San Francisco             ,Karl Malden,actor
The Sum of All Fears ,Morgan Freeman,actor
The Sweeney ,Hayley Atwell,actor
The Sweet Hereafter ,Bruce Greenwood,actor
The Sweetest Thing ,Judith Chapman,actor
The Swindle ,Isabelle Huppert,actor
The Switch ,Caroline Dhavernas,actor
The Tailor of Panama ,Daniel Radcliffe,actor
The Taking of Pelham 1 2 3 ,Denzel Washington,actor
The Tale of Despereaux ,Emma Watson,actor
