movie,Origin,From
Runner Runner,USA,English
Running Forever,USA,English
Running Scared,Germany,English
Running with Scissors,USA,English
Rush,UK,English
Rush Hour,USA,English
Rush Hour 2,USA,English
Rush Hour 3,USA,English
Rushmore,USA,English
Rust,Canada,English
S.W.A.T.,USA,English
Sabotage,USA,English
Sabotage,USA,English
"Sabrina, the Teenage Witch",USA,English
Safe,USA,English
Safe Haven,USA,English
Safe House,USA,English
Safe Men,USA,English
Safety Not Guaranteed,USA,English
Sahara,UK,English
Saint John of Las Vegas,USA,English
Saint Ralph,Canada,English
Saints and Soldiers,USA,English
Salt,USA,English
Salvador,UK,English
Salvation Boulevard,USA,English
Samsara,USA,None
San Andreas,USA,English
Sanctuary; Quite a Conundrum,USA,English
Sanctum,USA,English
Sands of Iwo Jima,USA,English
Sarah's Key,France,French
Sardaar Ji,Canada,Panjabi
Sausage Party,USA,English
Savage Grace,Spain,English
Savages,USA,English
Save the Last Dance,USA,English
Saved!,USA,English
Saving Face,USA,English
Saving Grace,USA,English
Saving Grace,USA,English
Saving Mr. Banks,USA,English
Saving Private Perez,Mexico,Spanish
Saving Private Ryan,USA,English
Saving Silverman,USA,English
Saw,USA,English
Saw 3D: The Final Chapter,Canada,English
Saw II,USA,English
Saw III,USA,English
Saw IV,USA,English
Saw V,USA,English
Saw VI,Canada,English
Say It Isn't So,USA,English
Scarface,USA,English
Scary Movie 2,USA,English
Scary Movie 3,USA,English
Scary Movie 4,USA,English
Scary Movie 5,USA,English
Schindler's List,USA,English
School Daze,USA,English
School for Scoundrels,USA,English
School of Rock,USA,English
Scooby-Doo,USA,English
Scooby-Doo 2: Monsters Unleashed,USA,English
Scoop,UK,English
Scott Pilgrim vs. the World,USA,English
Scott Walker: 30 Century Man,UK,English
Scream,USA,English
Scream 2,USA,English
Scream 3,USA,English
Scream 4,USA,English
Scream: The TV Series,USA,English
Screwed,USA,English
Scrooged,USA,English
Se7en,USA,English
Sea of Love,USA,English
Sea Rex 3D: Journey to a Prehistoric World,UK,English
Seabiscuit,USA,English
Secondhand Lions,USA,English
Secret in Their Eyes,USA,English
Secret Window,USA,English
Secretariat,USA,English
Secretary,USA,English
Secrets and Lies,USA,English
See Spot Run,USA,English
Seed of Chucky,Romania,English
Seeking a Friend for the End of the World,USA,English
Selena,USA,English
Self/less,USA,English
Selma,UK,English
Semi-Pro,USA,English
Sense and Sensibility,USA,English
Serendipity,USA,English
Serenity,USA,English
Serial Mom,USA,English
Serving Sara,Germany,English
Session 9,USA,English
Set It Off,USA,English
Seven Pounds,USA,English
Seven Psychopaths,UK,English
Seven Samurai,Japan,Japanese
Seven Years in Tibet,USA,English
Seventh Son,USA,English
Severance,UK,English
Sex and the City,USA,English
Sex and the City 2,USA,English
Sex Drive,USA,English
Sex Tape,USA,English
Sex with Strangers,USA,English
"Sex, Lies, and Videotape",USA,English
Sexy Beast,UK,English
Sgt. Bilko,USA,English
Shade,USA,English
Shadow Conspiracy,USA,English
Shadow of the Vampire,UK,English
Shadowlands,UK,English
Shaft,Germany,English
Shakespeare in Love,USA,English
Shalako,UK,English
Shall We Dance,USA,English
Shallow Hal,USA,English
Shame,UK,English
Shanghai Calling,USA,English
Shanghai Knights,USA,English
Shanghai Noon,USA,English
Shanghai Surprise,UK,English
Shaolin Soccer,Hong Kong,Cantonese
Shark Lake,USA,English
Shark Night 3D,USA,English
Shark Tale,USA,English
Sharknado,USA,English
Sharkskin,USA,English
Shattered,UK,English
Shattered Glass,USA,English
Shaun of the Dead,UK,English
Shaun the Sheep,UK,English
She Done Him Wrong,USA,English
She Wore a Yellow Ribbon,USA,English
Sheena,UK,English
Sherlock Holmes,USA,English
Sherlock Holmes: A Game of Shadows,USA,English
Sherrybaby,USA,English
She's All That,USA,English
She's Gotta Have It,USA,English
She's Out of My League,USA,English
She's the Man,USA,English
She's the One,USA,English
Shine,Australia,English
Shine a Light,USA,English
Shinjuku Incident,Hong Kong,Mandarin
Shipwrecked,Norway,English
Sholem Aleichem: Laughing in the Darkness,USA,English
Shooter,USA,English
Shooting Fish,UK,English
Shooting the Warwicks,USA,English
Shopgirl,USA,English
Short Cut to Nirvana: Kumbh Mela,USA,English
Shortbus,USA,English
Shorts,USA,English
Shotgun Stories,USA,English
Should've Been Romeo,USA,English
Show Boat,USA,English
Show Me,Canada,French
Showdown in Little Tokyo,USA,English
Showgirls,France,English
Shrek,USA,English
Shrek 2,USA,English
Shrek Forever After,USA,English
Shrek the Third,USA,English
Shutter,USA,English
Shutter Island,USA,English
Sicario,USA,English
Sicko,USA,English
Side Effects,USA,English
Side Effects,USA,English
Sideways,USA,English
Signed Sealed Delivered,Canada,English
Signs,USA,English
Silent Hill,Canada,English
Silent Hill: Revelation 3D,France,English
Silent House,France,English
Silent Running,USA,English
Silent Trigger,Canada,English
Silmido,South Korea,Korean
Silver Linings Playbook,USA,English
Silver Medallist,China,Mandarin
Silverado,USA,English
Simon Birch,USA,English
Simply Irresistible,Germany,English
Sin City,USA,English
Sin City: A Dame to Kill For,USA,English
Sinbad: Legend of the Seven Seas,USA,English
Singin' in the Rain,USA,English
Sinister,USA,English
Sinister 2,USA,English
Sisters in Law,Cameroon,English
Six Days Seven Nights,USA,English
Six-String Samurai,USA,English
Skin Trade,Thailand,English
Sky Captain and the World of Tomorrow,USA,English
Sky High,USA,English
Skyfall,UK,English
Skyfall,UK,English
Skyline,USA,English
Slacker,USA,English
Slacker Uprising,USA,English
Slackers,Canada,English
Slam,USA,English
Sleep Dealer,USA,Spanish
Sleep Tight,Spain,Spanish
Sleeper,USA,English
Sleepers,USA,English
Sleepover,USA,English
Sleepy Hollow,USA,English
Sliding Doors,UK,English
Sling Blade,USA,English
Slither,Canada,English
Slow Burn,USA,English
Slow West,UK,English
Slumdog Millionaire,UK,English
Slums of Beverly Hills,USA,English
Small Apartments,USA,English
Small Soldiers,USA,English
Small Time Crooks,USA,English
Smiling Fish & Goat on Fire,USA,English
Smilla's Sense of Snow,Denmark,English
Smoke Signals,Canada,English
Smokin' Aces,UK,English
Snake Eyes,USA,English
Snakes on a Plane,Germany,English
Snakes on a Plane,Germany,English
Snatch,UK,English
Snatch,UK,English
Snitch,USA,English
Snitch,USA,English
Snow Angels,USA,English
Snow Day,USA,English
Snow Dogs,Canada,English
Snow Falling on Cedars,USA,English
Snow Flower and the Secret Fan,China,English
Snow Queen,Russia,Russian
Snow White and the Huntsman,USA,English
Snow White and the Seven Dwarfs,USA,English
Snow White: A Deadly Summer,USA,English
Snow White: A Tale of Terror,USA,English
Snowpiercer,South Korea,English
Solaris,Soviet Union,Russian
Soldier,UK,English
Solitary Man,USA,English
Solitude,USA,English
Solomon and Sheba,USA,English
Some Guy Who Kills People,USA,English
Some Like It Hot,USA,English
Someone Like You...,USA,English
Something Borrowed,USA,English
Something Wicked,USA,English
Something's Gotta Give,USA,English
Somewhere,USA,English
Somewhere in Time,USA,English
Son of God,USA,English
Son of the Mask,USA,English
Song One,USA,English
Songcatcher,USA,English
Sonny with a Chance,USA,English
Sorcerer,USA,English
Sorority Boys,USA,English
Sorority Row,USA,English
Soul Food,USA,English
Soul Kitchen,Germany,German
Soul Men,USA,English
Soul Plane,USA,English
Soul Surfer,USA,English
Soul Survivors,USA,English
Sound of My Voice,USA,English
Source Code,USA,English
South Park: Bigger Longer & Uncut,USA,English
Southland Tales,France,English
Southpaw,USA,English
Space Battleship Yamato,Japan,Japanese
Space Chimps,USA,English
Space Cowboys,USA,English
Space Dogs,Russia,Russian
Space Jam,USA,English
Space: Above and Beyond,USA,English
Spaceballs,USA,English
Spaced Invaders,USA,English
Spanglish,USA,English
Sparkle,USA,English
Sparkler,USA,English
Spartacus: War of the Damned,USA,English
Spawn,USA,English
Special,USA,English
Species,USA,English
Spectre,UK,English
Speed,USA,English
Speed 2: Cruise Control,USA,English
Speed Racer,USA,English
Speedway Junky,USA,English
Spellbound,USA,English
Sphere,USA,English
Sphinx,USA,English
Spice World,UK,English
Spider,Canada,English
Spider-Man,USA,English
Spider-Man 2,USA,English
Spider-Man 3,USA,English
Spider-Man 3,USA,English
Spirit: Stallion of the Cimarron,USA,English
Spirited Away,Japan,Japanese
Splash,USA,English
Splice,Canada,English
Split Second,UK,English
Spotlight,USA,English
Spring Breakers,USA,English
Spun,USA,English
Spy Game,Germany,English
Spy Hard,USA,English
Spy Kids,USA,English
Spy Kids 2: Island of Lost Dreams,USA,English
Spy Kids 3-D: Game Over,USA,English
Spy Kids: All the Time in the World in 4D,USA,English
St. Trinian's,UK,English
St. Vincent,USA,English
Stake Land,USA,English
Stan Helsing,Canada,English
Stand by Me,USA,English
Standard Operating Procedure,USA,English
Standing Ovation,USA,English
Star Trek,USA,English
Star Trek Beyond,USA,English
Star Trek II: The Wrath of Khan,USA,English
Star Trek III: The Search for Spock,USA,English
Star Trek Into Darkness,USA,English
Star Trek IV: The Voyage Home,USA,English
Star Trek V: The Final Frontier,USA,English
Star Trek VI: The Undiscovered Country,USA,English
Star Trek: First Contact,USA,English
Star Trek: Generations,USA,English
Star Trek: Insurrection,USA,English
Star Trek: Nemesis,USA,English
Star Trek: The Motion Picture,USA,English
Star Wars: Episode I - The Phantom Menace,USA,English
Star Wars: Episode II - Attack of the Clones,USA,English
Star Wars: Episode III - Revenge of the Sith,USA,English
Star Wars: Episode IV - A New Hope,USA,English
Star Wars: Episode V - The Empire Strikes Back,USA,English
Star Wars: Episode VI - Return of the Jedi,USA,English
Star Wars: The Clone Wars,USA,English
Stardust,UK,English
Stargate SG-1,USA,English
Stargate: The Ark of Truth,USA,English
Starship Troopers,USA,English
Starsky & Hutch,USA,English
Starsuckers,UK,English
State Fair,USA,English
State of Play,USA,English
Stay Alive,USA,English
Stealing Harvard,USA,English
Stealing Harvard,USA,English
Stealth,USA,English
Steamboy,Japan,Japanese
Steel,USA,English
Step Brothers,USA,English
Step Up,USA,English
Step Up 2: The Streets,USA,English
Step Up 3D,USA,English
Step Up Revolution,USA,English
Stepmom,USA,English
Steppin: The Movie,USA,English
Steve Jobs,UK,English
Stick It,Germany,English
Stiff Upper Lips,UK,English
Stigmata,USA,English
Still Alice,USA,English
Stir of Echoes,USA,English
Stitches,Ireland,English
Stoker,UK,English
Stolen,USA,English
Stolen Summer,USA,English
Stomp the Yard,USA,English
Stone,USA,English
Stone Cold,USA,English
Stonewall,USA,English
Stop-Loss,USA,English
Stories of Our Lives,Kenya,Swahili
Straight A's,USA,English
Straight Out of Brooklyn,USA,English
Straight Outta Compton,USA,English
Strange Wilderness,USA,English
Stranger Than Fiction,USA,English
Strangerland,Australia,English
Strangers with Candy,USA,English
Straw Dogs,USA,English
Street Fighter,Japan,English
Street Fighter: The Legend of Chun-Li,Canada,English
Street Kings,USA,English
Stripes,USA,English
Striptease,USA,English
Stuart Little,Germany,English
Stuart Little 2,USA,English
Stuck on You,USA,English
Stung,Germany,English
Subconscious,USA,English
Sublime,USA,English
Submarine,UK,English
Subway,France,French
Sucker Punch,USA,English
Sugar Hill,USA,English
Sugar Town,UK,English
Suicide Squad,USA,English
Summer Catch,USA,English
Summer of Sam,USA,English
Summer Storm,Germany,German
Sunday School Musical,USA,English
Sunshine,UK,English
Sunshine Cleaning,USA,English
Sunshine State,USA,English
Super,USA,English
Super 8,USA,English
Super Hybrid,USA,English
Super Mario Bros.,UK,English
Super Size Me,USA,English
Super Troopers,USA,English
Superbabies: Baby Geniuses 2,Germany,English
Superbad,USA,English
Supercapitalist,USA,English
Supercross,USA,English
Superhero Movie,USA,English
Superman,USA,English
Superman II,USA,English
Superman III,UK,English
Superman IV: The Quest for Peace,UK,English
Superman Returns,USA,English
Supernova,USA,English
Superstar,USA,English
Supporting Characters,USA,English
Sur le seuil,Canada,French
"Surfer, Dude",USA,English
Surf's Up,USA,English
Surrogates,USA,English
Survival of the Dead,USA,English
Survivor,USA,English
Suspect Zero,USA,English
Sweet Charity,USA,English
Sweet Home Alabama,USA,English
Sweet November,USA,English
Sweet Sweetback's Baadasssss Song,USA,English
Swelter,USA,English
Swept Away,UK,English
Swimfan,USA,English
Swimming Pool,France,English
Swing Vote,USA,English
Swingers,USA,English
Switchback,USA,English
Swordfish,USA,English
Sydney White,USA,English
"Synecdoche, New York",USA,English
Syriana,USA,English
Syriana,USA,English
Ta Ra Rum Pum,USA,Hindi
Tadpole,USA,English
Tae Guk Gi: The Brotherhood of War,South Korea,Korean
Take Me Home Tonight,USA,English
Take Shelter,USA,English
Take the Lead,USA,English
Taken,France,English
Taken 2,France,English
Taken 3,France,English
Takers,USA,English
Taking Woodstock,USA,English
Tales from the Crypt: Demon Knight,USA,English
Tales from the Hood,USA,English
Talk Radio,USA,English
Talladega Nights: The Ballad of Ricky Bobby,USA,English
Tammy,USA,English
Tangled,USA,English
Tango,Spain,Spanish
Tango & Cash,USA,English
Tank Girl,USA,English
Tanner Hall,USA,English
Tarnation,USA,English
Taxi Driver,USA,English
Taxi to the Dark Side,USA,English
Taxman,USA,English
Tea with Mussolini,Italy,English
Teacher's Pet,USA,English
Team America: World Police,USA,English
Tears of the Sun,USA,English
Ted,USA,English
Ted 2,USA,English
Teen Wolf Too,USA,English
Teenage Mutant Ninja Turtles,USA,English
Teenage Mutant Ninja Turtles,USA,English
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,USA,English
Teenage Mutant Ninja Turtles III,USA,English
Teenage Mutant Ninja Turtles: Out of the Shadows,USA,English
Teeth,USA,English
Teeth and Blood,USA,English
Terminator 2: Judgment Day,USA,English
Terminator 3: Rise of the Machines,USA,English
Terminator Genisys,USA,English
Terminator Salvation,USA,English
Texas Chainsaw 3D,USA,English
Texas Rangers,USA,English
Thank You for Smoking,USA,English
That Awkward Moment,USA,English
That Thing You Do!,USA,English
That's My Boy,USA,English
The 13th Warrior,USA,English
The 33,Chile,English
The 40-Year-Old Virgin,USA,English
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,USA,English
The 5th Quarter,USA,English
The 5th Wave,USA,English
The 6th Day,USA,English
The Abyss,USA,English
The Act of Killing,UK,Indonesian
The Addams Family,USA,English
The Adjustment Bureau,USA,English
The Adventurer: The Curse of the Midas Box,UK,English
The Adventures of Elmo in Grouchland,USA,English
The Adventures of Ford Fairlane,USA,English
The Adventures of Huck Finn,USA,English
The Adventures of Pinocchio,UK,Italian
The Adventures of Pluto Nash,USA,English
The Adventures of Rocky & Bullwinkle,USA,English
The Adventures of Sharkboy and Lavagirl 3-D,USA,English
The Adventures of Tintin,USA,English
The Age of Adaline,USA,English
The Age of Innocence,USA,English
The Alamo,USA,English
The Alamo,USA,English
The Algerian,USA,English
The Amazing Catfish,Mexico,Spanish
The Amazing Spider-Man,USA,English
The Amazing Spider-Man 2,USA,English
The American,USA,English
The American President,USA,English
The Amityville Horror,USA,English
The Andromeda Strain,USA,English
The Angry Birds Movie,USA,English
The Animal,USA,English
The Ant Bully,USA,English
The Apartment,USA,English
The Apostle,USA,English
The Apparition,USA,English
The Art of Getting By,USA,English
The Art of War,USA,English
The Artist,France,English
The Assassin,Taiwan,Mandarin
The Assassination of Jesse James by the Coward Robert Ford,USA,English
The Astronaut Farmer,USA,English
The Astronaut's Wife,USA,English
The Astronaut's Wife,USA,English
The A-Team,USA,English
The Avengers,USA,English
The Avengers,USA,English
The Aviator,USA,English
The Awakening,UK,English
The Baader Meinhof Complex,Germany,German
The Bachelor,USA,English
The Back-up Plan,USA,English
The Bad News Bears,USA,English
The Ballad of Cable Hogue,USA,English
The Ballad of Gregorio Cortez,USA,English
The Ballad of Jack and Rose,USA,English
The Banger Sisters,USA,English
The Bank Job,UK,English
The Barbarian Invasions,Canada,French
The Barbarians,USA,English
The Basket,USA,English
The Battle of Shaker Heights,USA,English
The Beach,USA,English
"The Beast from 20,000 Fathoms",USA,English
The Beastmaster,USA,English
The Beaver,USA,English
The Believer,USA,English
The Benchwarmers,USA,English
The Best Exotic Marigold Hotel,UK,English
The Best Little Whorehouse in Texas,USA,English
The Best Man,USA,English
The Best Man Holiday,USA,English
The Best of Me,USA,English
The Best Offer,Italy,English
The Best Years of Our Lives,USA,English
The Betrayed,USA,English
The Beyond,Italy,Italian
The BFG,UK,English
The Big Bounce,USA,English
The Big Hit,USA,English
The Big Lebowski,USA,English
The Big Short,USA,English
The Big Swap,UK,English
The Big Tease,UK,English
The Big Wedding,USA,English
The Big Year,USA,English
The Birth of a Nation,USA,English
The Black Dahlia,Germany,English
The Black Hole,USA,English
The Black Stallion,USA,English
The Blair Witch Project,USA,English
The Blind Side,USA,English
The Blood of Heroes,Australia,English
The Blood of My Brother,USA,English
The Blue Bird,USA,English
The Blue Butterfly,Canada,English
The Blue Lagoon,USA,English
The Blue Room,France,French
The Blues Brothers,USA,English
The Bodyguard,USA,English
The Bold and the Beautiful,USA,English
The Bone Collector,USA,English
The Book of Eli,USA,English
The Book of Life,USA,English
"The Book of Mormon Movie, Volume 1: The Journey",USA,English
The Book Thief,USA,English
The Boondock Saints,Canada,English
The Boondock Saints II: All Saints Day,USA,English
The Border,Poland,Polish
The Borrowers,UK,English
The Boss,USA,English
The Bounty,UK,English
The Bounty Hunter,USA,English
The Bourne Identity,USA,English
The Bourne Legacy,USA,English
The Bourne Supremacy,USA,English
The Bourne Ultimatum,USA,English
The Box,USA,English
The Boxtrolls,USA,English
The Boy,USA,English
The Boy in the Striped Pajamas,UK,English
The Boy Next Door,USA,English
The Boys from Brazil,UK,English
The Brain That Sings,United Arab Emirates,Arabic
The Brain That Wouldn't Die,USA,English
The Brass Teapot,USA,English
The Brave Little Toaster,USA,English
The Break-Up,USA,English
The Bridge of San Luis Rey,UK,English
The Bridge on the River Kwai,UK,English
The Bridges of Madison County,USA,English
The Broadway Melody,USA,English
The Broken Hearts Club: A Romantic Comedy,USA,English
The Brothers,USA,English
The Brothers Bloom,USA,English
The Brothers Grimm,USA,English
The Brothers McMullen,USA,English
The Brothers Solomon,USA,English
The Brown Bunny,USA,English
The Bubble,Israel,Hebrew
The Bucket List,USA,English
The Business of Fancydancing,USA,English
The Business of Strangers,USA,English
The Butterfly Effect,USA,English
The Cabin in the Woods,USA,English
The Cable Guy,USA,English
The Californians,USA,English
The Call,USA,English
The Call of Cthulhu,USA,English
The Calling,USA,English
The Calling,USA,English
The Campaign,USA,English
The Canyons,USA,English
The Case of the Grinning Cat,France,French
The Cat in the Hat,USA,English
The Cave,USA,English
The Caveman's Valentine,USA,English
The Celebration,Denmark,Danish
The Cell,USA,English
The Chambermaid on the Titanic,France,French
The Change-Up,USA,English
The Charge of the Light Brigade,USA,English
The Children of Huang Shi,Australia,English
The Chorus,France,French
The Christmas Bunny,USA,English
The Christmas Candle,UK,English
The Chronicles of Narnia: Prince Caspian,USA,English
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",USA,English
The Chronicles of Narnia: The Voyage of the Dawn Treader,USA,English
The Chronicles of Riddick,USA,English
The Chumscrubber,USA,English
The Circle,Iran,Persian
The City of Your Final Destination,USA,English
The Claim,UK,English
The Claim,UK,English
The Clan of the Cave Bear,USA,English
The Class,France,French
The Client,USA,English
The Cold Light of Day,USA,English
The Collection,USA,English
The Color of Freedom,Germany,English
The Color of Money,USA,English
The Color Purple,USA,English
The Company,USA,English
The Conformist,Italy,Italian
The Conjuring,USA,English
The Conjuring 2,USA,English
The Conspirator,USA,English
The Constant Gardener,UK,English
The Contender,USA,English
The Conversation,USA,English
The Cookout,USA,English
The Cooler,USA,English
The Core,USA,English
The Corruptor,USA,English
The Cottage,UK,English
The Cotton Club,USA,English
The Counselor,USA,English
The Count of Monte Cristo,UK,English
The Country Bears,USA,English
The Covenant,USA,English
The Craft,USA,English
The Crazies,USA,English
The Crew,USA,English
The Crocodile Hunter: Collision Course,Australia,English
The Croods,USA,English
The Crow,USA,English
The Cry of the Owl,UK,English
The Crying Game,UK,English
The Cure,Japan,Japanese
The Curious Case of Benjamin Button,USA,English
The Curse of Downers Grove,USA,English
The Curse of the Jade Scorpion,USA,English
The Curse of the Were-Rabbit,UK,English
The Da Vinci Code,USA,English
The Damned United,UK,English
The Dangerous Lives of Altar Boys,USA,English
The Dark Hours,Canada,English
The Dark Knight,USA,English
The Dark Knight Rises,USA,English
The Darkest Hour,USA,English
The Day After Tomorrow,USA,English
The Day the Earth Stood Still,USA,English
The Day the Earth Stood Still,USA,English
The Dead Girl,USA,English
The Dead Undead,USA,English
The Dead Zone,USA,English
The Dead Zone,Canada,English
The Death and Life of Bobby Z,USA,English
The Debt,USA,English
The Deep End of the Ocean,USA,English
The Deer Hunter,UK,English
The Departed,USA,English
The Deported,USA,English
The Descendants,USA,English
The Descent,UK,English
The Devil Inside,USA,English
The Devil Wears Prada,USA,English
The Devil's Advocate,USA,English
The Devil's Double,Belgium,English
The Devil's Own,USA,English
The Devil's Rejects,USA,English
The Devil's Tomb,USA,English
The Diary of a Teenage Girl,USA,English
The Dictator,USA,English
The Dilemma,USA,English
The Dirties,Canada,English
The Divide,Germany,English
The Diving Bell and the Butterfly,France,French
The Dog Lover,USA,English
The Doombolt Chase,UK,English
The Doors,USA,English
The Dress,Netherlands,Dutch
The Duchess,UK,English
The DUFF,USA,English
The Dukes of Hazzard,USA,English
The East,UK,English
The Eclipse,Ireland,English
The Edge,USA,English
The Egyptian,USA,English
The Elephant Man,USA,English
The Emperor's Club,USA,English
The Emperor's New Groove,USA,English
The End of the Affair,UK,English
The English Patient,USA,English
The Equalizer,USA,English
The Evil Dead,USA,English
The Exorcism of Emily Rose,USA,English
The Exorcist,USA,English
The Expendables,USA,English
The Expendables 2,USA,English
The Expendables 3,USA,English
The Exploding Girl,USA,English
The Express,USA,English
The Extra Man,USA,English
The Eye,USA,English
The Face of an Angel,UK,English
The Faculty,USA,English
The Fall of the Roman Empire,USA,English
The Family,USA,English
The Family Man,USA,English
The Family Stone,USA,English
The Fan,USA,English
The Fast and the Furious,USA,English
The Fast and the Furious,USA,English
The Fast and the Furious,USA,English
The Fast and the Furious: Tokyo Drift,USA,English
The Fault in Our Stars,USA,English
The Fifth Element,France,English
The Fifth Estate,USA,English
The Fighter,USA,English
The Final Destination,USA,English
The Finest Hours,USA,English
The Firm,USA,English
The First Wives Club,USA,English
The Fisher King,USA,English
The Five-Year Engagement,USA,English
The Flintstones,USA,English
The Flintstones in Viva Rock Vegas,USA,English
The Flower of Evil,France,French
The Flowers of War,China,Mandarin
The Fog,USA,English
The Fog,USA,English
The Following,USA,English
The Forbidden Kingdom,USA,English
The Forest,USA,English
The Forsaken,USA,English
The Fountain,USA,English
The Four Feathers,UK,English
The Four Seasons,USA,English
The Fourth Kind,USA,English
The FP,USA,English
The French Connection,USA,English
The French Connection,USA,English
The Front Page,USA,English
The Frozen,USA,English
The Frozen Ground,USA,English
The Fugitive,USA,English
The Full Monty,UK,English
The Full Monty,UK,English
The Funeral,USA,English
The Gallows,USA,English
The Gambler,USA,English
The Gambler,USA,English
The Game,USA,English
The Game of Their Lives,USA,English
The Game Plan,USA,English
The Gatekeepers,Israel,Hebrew
The General's Daughter,USA,English
The Geographer Drank His Globe Away,Russia,Russian
The Ghastly Love of Johnny X,USA,English
The Ghost and the Darkness,USA,English
The Ghost Writer,France,English
The Gift,USA,English
The Gift,USA,English
The Girl Next Door,USA,English
The Girl on the Train,France,French
The Girl with the Dragon Tattoo,USA,English
The Girlfriend Experience,USA,English
The Giver,South Africa,English
The Glass House,USA,English
The Glimmer Man,USA,English
The Godfather,USA,English
The Godfather: Part II,USA,English
The Godfather: Part III,USA,English
The Golden Child,USA,English
The Golden Compass,USA,English
The Good Dinosaur,USA,English
The Good German,USA,English
The Good Girl,USA,English
The Good Guy,USA,English
The Good Heart,Iceland,English
The Good Night,USA,English
The Good Thief,France,English
"The Good, the Bad and the Ugly",Italy,Italian
"The Good, the Bad, the Weird",South Korea,Korean
"The Goods: Live Hard, Sell Hard",USA,English
The Grace Card,USA,English
The Grand,UK,English
The Grand Budapest Hotel,USA,English
The Grandmaster,Hong Kong,Mandarin
The Great Beauty,Italy,Italian
The Great Debaters,USA,English
The Great Escape,USA,English
The Great Gatsby,Australia,English
The Great Gatsby,Australia,English
The Great Raid,USA,Filipino
The Great Train Robbery,UK,English
The Greatest,USA,English
The Greatest Game Ever Played,USA,English
The Greatest Movie Ever Sold,USA,English
The Greatest Show on Earth,USA,English
The Greatest Story Ever Told,USA,English
The Green Hornet,USA,English
The Green Inferno,USA,English
The Green Mile,USA,English
The Grey,USA,English
The Grudge,USA,English
The Grudge 2,USA,English
The Guard,Ireland,English
The Guilt Trip,USA,English
The Gunman,USA,English
The Guru,UK,English
The Hadza: Last of the First,USA,English
The Hammer,USA,English
The Hangover,USA,English
The Hangover Part II,USA,English
The Happening,USA,English
The Harvest/La Cosecha,USA,English
The Hateful Eight,USA,English
The Haunted Mansion,USA,English
The Haunting,USA,English
The Haunting in Connecticut 2: Ghosts of Georgia,USA,English
The Haunting of Molly Hartley,USA,English
The Heart of Me,UK,English
The Heat,USA,English
The Hebrew Hammer,USA,English
The Helix... Loaded,USA,English
The Help,USA,English
The Hills Have Eyes,USA,English
The Hills Have Eyes II,USA,English
The History Boys,UK,English
The Hit List,USA,English
The Hitchhiker's Guide to the Galaxy,USA,English
The Hoax,USA,English
The Hobbit: An Unexpected Journey,USA,English
The Hobbit: The Battle of the Five Armies,New Zealand,English
The Hobbit: The Desolation of Smaug,USA,English
The Hole,USA,English
The Holiday,USA,English
The Holy Girl,Argentina,Spanish
The Homesman,USA,English
The Honeymooners,USA,English
The Horror Network Vol. 1,USA,English
The Horse Boy,USA,English
The Horse Whisperer,USA,English
The Horseman on the Roof,France,French
The Host,USA,English
The Host,South Korea,Korean
The Hotel New Hampshire,UK,English
The Hours,USA,English
The House Bunny,USA,English
The House of Mirth,UK,English
The House of the Devil,USA,English
The Howling,USA,English
The Hudsucker Proxy,UK,English
The Hunchback of Notre Dame,USA,English
The Hundred-Foot Journey,USA,English
The Hunger Games,USA,English
The Hunger Games: Catching Fire,USA,English
The Hunger Games: Mockingjay - Part 1,USA,English
The Hunger Games: Mockingjay - Part 2,USA,English
The Hunt,Denmark,Danish
The Hunt for Red October,USA,English
The Hunted,USA,English
The Hunting Party,USA,English
The Huntsman: Winter's War,USA,English
The Hurricane,USA,English
The Hurt Locker,USA,English
The Hustler,USA,English
The I Inside,UK,English
The Ice Pirates,USA,English
The Ice Storm,USA,English
The Iceman,USA,English
The Ides of March,USA,English
The Illusionist,USA,English
The Illusionist,USA,English
The Image Revolution,USA,English
The Imaginarium of Doctor Parnassus,UK,English
The Imitation Game,UK,English
The Immigrant,USA,English
The Importance of Being Earnest,UK,English
The Impossible,Spain,English
The In Crowd,USA,English
The Inbetweeners,UK,English
The Incredible Burt Wonderstone,USA,English
The Incredible Hulk,USA,English
The Incredibles,USA,English
The Incredibly True Adventure of Two Girls in Love,USA,English
The Indian in the Cupboard,USA,English
The Infiltrator,UK,English
The Informant!,USA,English
The Informers,Germany,English
The Inkwell,USA,English
The Innkeepers,USA,English
The Insider,USA,English
The Intern,USA,English
The International,USA,English
The Internship,USA,English
The Interpreter,UK,Aboriginal
The Interview,USA,English
The Invasion,USA,English
The Invention of Lying,USA,English
The Iron Giant,USA,English
The Iron Lady,UK,English
The Island,USA,English
The Island,USA,English
The Island of Dr. Moreau,USA,English
The Italian Job,USA,English
The Jackal,USA,English
The Jacket,USA,English
The Janky Promoters,USA,English
The Jerky Boys,USA,English
The Jimmy Show,USA,English
The Joneses,USA,English
The Judge,USA,English
The Jungle Book,UK,English
The Jungle Book,UK,English
The Jungle Book 2,USA,English
The Juror,USA,English
The Karate Kid,USA,English
The Karate Kid,USA,English
The Kentucky Fried Movie,USA,English
The Kid,USA,English
The Kids Are All Right,USA,English
The Killer Inside Me,USA,English
